   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:31 - 17.10.06 11:32
                                                                                 
 Ring :   1.2 GeV   300.1 mA -  300.7 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64048 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  11.76061  11.76044    0.0034  24567679  26364849     -1348
  11.76019  11.76001    0.0034  24579079  26368849       -14
  11.75978  11.75960    0.0034  24570279  26370449     -1081
  11.75936  11.75919    0.0034  24564979  26374749      -281
  11.75894  11.75880    0.0034  24564179  26380049     -1081
  11.75853  11.75840    0.0034  24569279  26386949      -281
  11.75811  11.75801    0.0034  24568479  26404349      -814
  11.75769  11.75759    0.0034  24568179  26396849      -814
  11.75728  11.75717    0.0034  24575879  26411549      -548
  11.75686  11.75674    0.0034  24561279  26409949     -1081
  11.75644  11.75631    0.0034  24566879  26418749      -281
  11.75603  11.75588    0.0034  24564479  26415249     -1081
  11.75561  11.75545    0.0034  24567679  26425949      -281
  11.75519  11.75504    0.0034  24563679  26422149      -814
  11.75478  11.75463    0.0034  24565479  26437649      -281
  11.75436  11.75422    0.0034  24568379  26438549     -1079
  11.75394  11.75380    0.0034  24563679  26444049      -281
  11.75353  11.75339    0.0034  24550879  26451549      -814
  11.75311  11.75298    0.0034  24552179  26448349      -814
  11.75269  11.75257    0.0034  24548479  26457349       -14
  11.75228  11.75216    0.0034  24548179  26451749     -1348
  11.75186  11.75174    0.0034  24555679  26461649       -14
  11.75144  11.75132    0.0034  24545479  26459749     -1348
  11.75103  11.75088    0.0034  24534579  26453649       -14
  11.75061  11.75045    0.0034  24535079  26459549     -1348
  11.75019  11.75001    0.0034  24539879  26477949      -281
  11.74978  11.74960    0.0034  24527879  26483749     -1081
  11.74936  11.74919    0.0034  24519079  26470749      -548
  11.74894  11.74880    0.0034  24514079  26468849      -548
  11.74853  11.74841    0.0034  24504179  26467549      -814
  11.74811  11.74801    0.0034  24489479  26453649      -281
  11.74769  11.74761    0.0034  24440279  26398549     -1346
  11.74728  11.74718    0.0034  24345279  26313349       -14
  11.74686  11.74675    0.0034  24283379  26246149     -1081
  11.74644  11.74632    0.0034  24270579  26236049      -281
  11.74603  11.74589    0.0034  24283679  26261349     -1081
  11.74561  11.74547    0.0034  24349479  26325149      -281
  11.74519  11.74506    0.0034  24419079  26404349      -814
  11.74478  11.74465    0.0034  24488179  26485149      -814
  11.74436  11.74424    0.0034  24524979  26528549      -281
  11.74394  11.74383    0.0034  24529279  26557649     -1081
  11.74353  11.74342    0.0034  24519079  26554749       252
  11.74311  11.74300    0.0034  24534279  26562749     -1081
  11.74269  11.74260    0.0034  24531379  26576549       -14
  11.74228  11.74219    0.0034  24538079  26583749     -1614
  11.74186  11.74177    0.0034  24529279  26580049      -281
  11.74144  11.74134    0.0034  24512679  26573349     -1081
  11.74103  11.74091    0.0034  24515479  26590349      -546
  11.74061  11.74047    0.0034  24520979  26595249      -548
  11.74019  11.74004    0.0034  24517479  26597949      -814
  11.73978  11.73962    0.0034  24509479  26600049      -281
  11.73936  11.73922    0.0034  24496979  26583249     -1348
  11.73894  11.73883    0.0034  24516479  26604049       252
  11.73853  11.73843    0.0034  24516479  26608049     -1881
  11.73811  11.73803    0.0034  24514579  26618949       -14
  11.73769  11.73763    0.0034  24502279  26606749     -1081
  11.73728  11.73720    0.0034  24499079  26619249      -548
  11.73686  11.73677    0.0034  24500679  26627749      -548
  11.73644  11.73634    0.0034  24501279  26635549     -1081
  11.73603  11.73591    0.0034  24483879  26628049      -281
  11.73561  11.73549    0.0034  24481279  26614949     -1081
  11.73519  11.73508    0.0034  24476479  26629349      -281
  11.73478  11.73467    0.0034  24491679  26647749     -1614
  11.73436  11.73426    0.0034  24493379  26658049       -12
  11.73394  11.73385    0.0034  24480479  26651749     -1348
  11.73353  11.73344    0.0034  24464679  26637649       -14
  11.73311  11.73303    0.0034  24480479  26655749     -1081
  11.73269  11.73262    0.0034  24476679  26666449      -814
  11.73228  11.73221    0.0034  24485279  26667249      -548
  11.73186  11.73179    0.0034  24466079  26659249     -1081
  11.73144  11.73136    0.0034  24460679  26661649      -281
  11.73103  11.73093    0.0034  24473479  26672849     -1348
  11.73061  11.73049    0.0034  24469279  26688049      -281
  11.73019  11.73006    0.0034  24457279  26672549     -1348
  11.72978  11.72964    0.0034  24445279  26681649      -548
  11.72936  11.72924    0.0034  24448679  26681649     -1348
  11.72894  11.72884    0.0034  24463379  26694449      -548
  11.72853  11.72844    0.0034  24455679  26689649      -814
  11.72811  11.72804    0.0034  24444479  26695249     -1081
  11.72769  11.72763    0.0034  24444879  26701549      -279
  11.72728  11.72721    0.0034  24439879  26708549     -1348
  11.72686  11.72678    0.0034  24445279  26706949       252
  11.72644  11.72635    0.0034  24444479  26711249     -1614
  11.72603  11.72592    0.0034  24440179  26719249      -281
  11.72561  11.72549    0.0034  24433779  26712049     -1348
  11.72519  11.72508    0.0034  24431879  26720849      -281
  11.72478  11.72467    0.0034  24429479  26746749     -1081
  11.72436  11.72426    0.0034  24434279  26729949      -814
  11.72394  11.72385    0.0034  24438079  26726949      -814
  11.72353  11.72344    0.0034  24422079  26742149     -1081
  11.72311  11.72303    0.0034  24421479  26741349      -281
  11.72269  11.72262    0.0034  24423079  26740049     -1348
  11.72228  11.72221    0.0034  24416979  26755249      -281
  11.72186  11.72179    0.0034  24408479  26751249     -1348
  11.72144  11.72137    0.0034  24408979  26749149      -281
  11.72103  11.72094    0.0034  24410179  26761349     -1079
  11.72061  11.72050    0.0034  24406879  26755249      -814
  11.72019  11.72007    0.0034  24405279  26760549      -814
  11.71978  11.71965    0.0034  24397479  26766149      -814
  11.71936  11.71925    0.0034  24402579  26758949      -548
  11.71894  11.71885    0.0034  24395679  26767249     -1081
  11.71853  11.71846    0.0034  24399679  26783249      -281
  11.71811  11.71806    0.0034  24389479  26790749     -1614
  11.71769  11.71766    0.0034  24383379  26780849       -14
  11.71728  11.71724    0.0034  24387079  26785949     -1614
  11.71686  11.71681    0.0034  24394579  26792849      -281
  11.71644  11.71637    0.0034  24388679  26798949      -814
  11.71603  11.71594    0.0034  24380479  26790149     -1081
  11.71561  11.71552    0.0034  24388479  26802949      -281
  11.71519  11.71511    0.0034  24384679  26804349     -1081
  11.71478  11.71470    0.0034  24374079  26820549      -281
  11.71436  11.71429    0.0034  24383979  26820849     -1346
  11.71394  11.71388    0.0034  24375879  26807749       -14
  11.71353  11.71347    0.0034  24356179  26807249     -1081
  11.71311  11.71306    0.0034  24373779  26827249      -281
  11.71269  11.71265    0.0034  24372679  26842149     -1081
  11.71228  11.71224    0.0034  24377279  26827749      -548
  11.71186  11.71182    0.0034  24372479  26830749      -548
  11.71144  11.71139    0.0034  24369479  26844849      -814
  11.71103  11.71096    0.0034  24372679  26852349      -281
  11.71061  11.71053    0.0034  24358279  26850449     -1081
  11.71019  11.71010    0.0034  24343879  26841949       -14
  11.70978  11.70968    0.0034  24345479  26844849     -1081
  11.70936  11.70927    0.0034  24350279  26852849       -14
  11.70894  11.70888    0.0034  24351679  26861949     -1081
  11.70853  11.70848    0.0034  24348479  26841649      -281
  11.70811  11.70809    0.0034  24338279  26847549      -814
  11.70769  11.70768    0.0034  24344979  26861149      -814
  11.70728  11.70726    0.0034  24353879  26879449      -546
  11.70686  11.70683    0.0034  24342879  26878749      -814
  11.70644  11.70639    0.0034  24334079  26860549       -14
  11.70603  11.70596    0.0034  24330579  26869949     -1348
  11.70561  11.70554    0.0034  24322879  26876349       -14
  11.70519  11.70513    0.0034  24340479  26880849     -1348
  11.70478  11.70472    0.0034  24321279  26882749       252
  11.70436  11.70430    0.0034  24315879  26880049     -1081
  11.70394  11.70389    0.0034  24307879  26886949      -548
  11.70353  11.70348    0.0034  24319079  26887749      -814
  11.70311  11.70307    0.0034  24330879  26908049      -814
  11.70269  11.70266    0.0034  24304979  26898149      -281
  11.70228  11.70225    0.0034  24319379  26901149     -1081
  11.70186  11.70183    0.0034  24308479  26913149       -14
  11.70144  11.70140    0.0034  24314879  26916549     -1081
  11.70103  11.70097    0.0034  24309279  26915749       -14
  11.70061  11.70053    0.0034  24311179  26917649     -1079
  11.70019  11.70010    0.0034  24298279  26913949      -281
  11.69978  11.69968    0.0034  24298279  26913649      -548
  11.69936  11.69927    0.0034  24310279  26929349      -548
  11.69894  11.69887    0.0034  24303679  26928849      -281
  11.69853  11.69848    0.0034  24283879  26925149     -1081
  11.69811  11.69808    0.0034  24287679  26920849       -14
  11.69769  11.69767    0.0034  24295679  26940049     -1348
  11.69728  11.69725    0.0034  24277779  26939549       252
  11.69686  11.69682    0.0034  24275379  26933349     -1081
  11.69644  11.69638    0.0034  24279879  26935749      -281
  11.69603  11.69595    0.0034  24268679  26939749      -814
  11.69561  11.69553    0.0034  24282879  26946449      -548
  11.69519  11.69511    0.0034  24273279  26949949      -548
  11.69478  11.69470    0.0034  24266279  26942149      -814
  11.69436  11.69429    0.0034  24263079  26946449       -14
  11.69394  11.69388    0.0034  24275979  26966949     -1346
  11.69353  11.69347    0.0034  24264679  26960349       252
  11.69311  11.69305    0.0034  24262279  26960349     -1348
  11.69269  11.69264    0.0034  24241479  26957649       -14
  11.69228  11.69223    0.0034  24263079  26958149     -1348
  11.69186  11.69182    0.0034  24259879  26982149      -281
  11.69144  11.69139    0.0034  24254579  26976349      -814
  11.69103  11.69096    0.0034  24242079  26977349      -548
  11.69061  11.69052    0.0034  24255679  26978449      -281
  11.69019  11.69009    0.0034  24252979  26981649      -814
  11.68978  11.68967    0.0034  24235879  26992349      -281
  11.68936  11.68927    0.0034  24233479  26979749     -1348
  11.68894  11.68887    0.0034  24234579  26983549       -14
  11.68853  11.68848    0.0034  24224979  26984549     -1348
  11.68811  11.68808    0.0034  24232179  27003249       -14
  11.68769  11.68767    0.0034  24234879  26993149      -814
  11.68728  11.68725    0.0034  24243679  26999749      -813
  11.68686  11.68682    0.0034  24220679  26999749      -548
  11.68644  11.68639    0.0034  24221279  26997649      -814
  11.68603  11.68596    0.0034  24212479  27001349      -281
  11.68561  11.68554    0.0034  24204979  26998749     -1348
  11.68519  11.68512    0.0034  24218579  27009949       -14
  11.68478  11.68471    0.0034  24212179  27010949     -1081
  11.68436  11.68430    0.0034  24203079  27015549      -281
  11.68394  11.68389    0.0034  24211679  27017649     -1081
  11.68353  11.68348    0.0034  24212979  27020549      -281
  11.68311  11.68307    0.0034  24196979  27035249      -814
  11.68269  11.68266    0.0034  24199379  27027749      -814
  11.68228  11.68225    0.0034  24186279  27030949      -281
  11.68186  11.68183    0.0034  24186879  27025949     -1081
  11.68144  11.68141    0.0034  24192979  27038449       -14
  11.68103  11.68098    0.0034  24186879  27034449     -1348
  11.68061  11.68054    0.0034  24190679  27041649      -279
  11.68019  11.68011    0.0034  24180679  27020349     -1081
  11.67978  11.67969    0.0034  24182079  27036049      -548
  11.67936  11.67929    0.0034  24171079  27030149     -1081
  11.67894  11.67889    0.0034  24165779  27040349      -548
  11.67853  11.67850    0.0034  24167879  27040349      -548
  11.67811  11.67811    0.0034  24154079  27046449     -1081
  11.67769  11.67770    0.0034  24157279  27056349      -281
  11.67728  11.67728    0.0034  24159079  27058949     -1348
  11.67686  11.67685    0.0034  24149779  27036049      -281
  11.67644  11.67642    0.0034  24139379  27035749     -1348
  11.67603  11.67598    0.0034  24130279  27027749      -281
  11.67561  11.67556    0.0034  24121279  27032349     -1081
  11.67519  11.67515    0.0034  24090879  26998949      -548
  11.67478  11.67473    0.0034  24044479  26959549      -814
  11.67436  11.67432    0.0034  24015879  26916049      -814
  11.67394  11.67391    0.0034  23995879  26904849      -546
  11.67353  11.67350    0.0034  23947679  26860849     -1348
  11.67311  11.67309    0.0034  23890079  26820349       -14
  11.67269  11.67268    0.0034  23863879  26782749     -1614
  11.67228  11.67227    0.0034  23850579  26778749       -14
  11.67186  11.67185    0.0034  23843079  26779749     -1348
  11.67144  11.67142    0.0034  23864979  26783549      -548
  11.67103  11.67099    0.0034  23859879  26802149     -1081
  11.67061  11.67055    0.0034  23889279  26837349      -814
  11.67019  11.67011    0.0034  23920479  26892549      -548
  11.66978  11.66970    0.0034  23969479  26931549     -1081
  11.66936  11.66929    0.0034  23996179  26975549       -14
  11.66894  11.66889    0.0034  24023679  27020549     -1348
  11.66853  11.66850    0.0034  24049279  27046449       -14
  11.66811  11.66810    0.0034  24074079  27094449     -1081
  11.66769  11.66769    0.0034  24094279  27115549      -281
  11.66728  11.66727    0.0034  24116179  27119049     -1346
  11.66686  11.66684    0.0034  24116479  27145149      -281
  11.66644  11.66640    0.0034  24105279  27149649      -814
  11.66603  11.66597    0.0034  24108679  27170149      -814
  11.66561  11.66555    0.0034  24115879  27156849      -548
  11.66519  11.66514    0.0034  24109779  27158949     -1081
  11.66478  11.66473    0.0034  24110579  27171249      -281
  11.66436  11.66432    0.0034  24110079  27165949     -1348
  11.66394  11.66390    0.0034  24102879  27182749       -14
  11.66353  11.66349    0.0034  24104679  27170949     -1348
  11.66311  11.66308    0.0034  24100479  27189949      -281
  11.66269  11.66267    0.0034  24102279  27187749      -814
  11.66228  11.66226    0.0034  24097779  27185149      -548
  11.66186  11.66185    0.0034  24104679  27197349      -548
  11.66144  11.66142    0.0034  24100179  27202149     -1081
  11.66103  11.66099    0.0034  24094579  27211749      -281
  11.66061  11.66055    0.0034  24105279  27232149     -1346
  11.66019  11.66013    0.0034  24093279  27229649       252
  11.65978  11.65971    0.0034  24099079  27220349     -1348
  11.65936  11.65930    0.0034  24099079  27222449      -281
  11.65894  11.65890    0.0034  24088979  27218149     -1081
  11.65853  11.65851    0.0034  24084179  27231549      -281
  11.65811  11.65811    0.0034  24085479  27237949      -814
  11.65769  11.65770    0.0034  24081779  27245649      -814
  11.65728  11.65729    0.0034  24081479  27257349      -548
  11.65686  11.65686    0.0034  24091879  27256849     -1348
  11.65644  11.65642    0.0034  24066279  27240549       -14
  11.65603  11.65599    0.0034  24073479  27253349     -1081
  11.65561  11.65557    0.0034  24080679  27265649       -14
  11.65519  11.65516    0.0034  24070079  27262749     -1348
  11.65478  11.65475    0.0034  24079879  27263549       -14
  11.65436  11.65434    0.0034  24067379  27273649      -814
  11.65394  11.65393    0.0034  24082579  27279549      -548
  11.65353  11.65352    0.0034  24071379  27293449      -813
  11.65311  11.65310    0.0034  24070879  27285149      -814
  11.65269  11.65270    0.0034  24061479  27288049       -14
  11.65228  11.65229    0.0034  24065779  27297349     -1348
  11.65186  11.65187    0.0034  24071679  27298949       -14
  11.65144  11.65145    0.0034  24070279  27303549     -1348
  11.65103  11.65102    0.0034  24061779  27313649       -14
  11.65061  11.65058    0.0034  24065479  27306149     -1348
  11.65019  11.65015    0.0034  24054279  27315249      -548
  11.64978  11.64973    0.0034  24054579  27313349      -814
  11.64936  11.64932    0.0034  24063879  27330949      -814
  11.64894  11.64893    0.0034  24056979  27326149      -281
  11.64853  11.64854    0.0034  24042579  27330149     -1348
  11.64811  11.64814    0.0034  24054079  27342749       -14
  11.64769  11.64773    0.0034  24052479  27349149     -1614
  11.64728  11.64731    0.0034  24059879  27350749      -281
  11.64686  11.64688    0.0034  24065579  27366049     -1346
  11.64644  11.64645    0.0034  24048479  27370149      -281
  11.64603  11.64602    0.0034  24052179  27375749     -1348
  11.64561  11.64559    0.0034  24062879  27378449      -814
  11.64519  11.64518    0.0034  24054879  27374449      -814
  11.64478  11.64476    0.0034  24042879  27378449     -1081
  11.64436  11.64435    0.0034  24055679  27392549      -281
  11.64394  11.64394    0.0034  24058079  27396049     -1614
  11.64353  11.64353    0.0034  24048979  27401949      -281
  11.64311  11.64311    0.0034  24031679  27378749     -1614
  11.64269  11.64270    0.0034  24032979  27394749      -281
  11.64228  11.64229    0.0034  24044679  27406749     -1348
  11.64186  11.64188    0.0034  24043079  27416849      -548
  11.64144  11.64146    0.0034  24036479  27409649      -814
  11.64103  11.64102    0.0034  24030279  27412349     -1081
  11.64061  11.64058    0.0034  24028979  27418749      -548
  11.64019  11.64015    0.0034  24044979  27436949     -1346
  11.63978  11.63973    0.0034  24032179  27427549      -281
  11.63936  11.63932    0.0034  24016679  27432049     -1881
  11.63894  11.63892    0.0034  24021479  27437649      -281
  11.63853  11.63853    0.0034  24031679  27440849     -1081
  11.63811  11.63813    0.0034  24019079  27460549      -814
  11.63769  11.63772    0.0034  24022079  27436549      -814
  11.63728  11.63730    0.0034  24008979  27440049     -1081
  11.63686  11.63687    0.0034  24010879  27456849      -814
  11.63644  11.63644    0.0034  24018079  27458149     -1081
  11.63603  11.63601    0.0034  24011679  27464849      -281
  11.63561  11.63559    0.0034  24014879  27459749     -1348
  11.63519  11.63517    0.0034  23995079  27456549      -281
  11.63478  11.63476    0.0034  23998879  27461349     -1614
  11.63436  11.63435    0.0034  23978879  27437949      -281
  11.63394  11.63394    0.0034  23946079  27418949     -1081
  11.63353  11.63353    0.0034  23906279  27377249      -546
  11.63311  11.63312    0.0034  23856479  27314949      -814
  11.63269  11.63271    0.0034  23798879  27274949     -1081
  11.63228  11.63229    0.0034  23766879  27230749      -548
  11.63186  11.63188    0.0034  23736679  27198149     -1081
  11.63144  11.63146    0.0034  23730279  27201949      -281
  11.63103  11.63103    0.0034  23730579  27215249     -1348
  11.63061  11.63059    0.0034  23740479  27220349      -281
  11.63019  11.63015    0.0034  23729779  27222449     -1081
  11.62978  11.62973    0.0034  23744479  27226949      -281
  11.62936  11.62933    0.0034  23764479  27275249     -1081
  11.62894  11.62893    0.0034  23798279  27329649      -548
  11.62853  11.62854    0.0034  23855879  27392349      -281
  11.62811  11.62814    0.0034  23900179  27443749     -1081
  11.62769  11.62773    0.0034  23934279  27481349      -548
  11.62728  11.62731    0.0034  23965779  27526449     -1081
  11.62686  11.62689    0.0034  23989779  27570649       -12
  11.62644  11.62645    0.0034  23996679  27584849     -1348
  11.62603  11.62603    0.0034  24005279  27591749      -281
  11.62561  11.62560    0.0034  23999079  27590749      -814
  11.62519  11.62519    0.0034  23998279  27603749      -548
  11.62478  11.62478    0.0034  23998879  27606949      -814
  11.62436  11.62437    0.0034  23998579  27613149      -548
  11.62394  11.62396    0.0034  23995879  27620849      -281
  11.62353  11.62354    0.0034  23987879  27613649     -1081
  11.62311  11.62313    0.0034  23990279  27625949       -14
  11.62269  11.62272    0.0034  23987679  27633949     -1348
  11.62228  11.62231    0.0034  23999879  27640049       -14
  11.62186  11.62190    0.0034  23986279  27632349     -1081
  11.62144  11.62148    0.0034  23978579  27630449      -281
  11.62103  11.62105    0.0034  23973479  27639249      -814
  11.62061  11.62061    0.0034  23979079  27656849      -548
  11.62019  11.62018    0.0034  23986279  27654049      -546
  11.61978  11.61975    0.0034  23958279  27646949      -814
  11.61936  11.61935    0.0034  23956979  27645949      -281
  11.61894  11.61895    0.0034  23964179  27652349     -1081
  11.61853  11.61855    0.0034  23970079  27657349       252
  11.61811  11.61815    0.0034  23951679  27655549     -1348
  11.61769  11.61775    0.0034  23943679  27637149       252
  11.61728  11.61733    0.0034  23921479  27631749      -814
  11.61686  11.61689    0.0034  23917479  27623249      -281
  11.61644  11.61647    0.0034  23897279  27612349      -548
  11.61603  11.61603    0.0034  23864979  27570949      -814
  11.61561  11.61561    0.0034  23826579  27545649      -281
  11.61519  11.61519    0.0034  23805479  27531549      -814
  11.61478  11.61478    0.0034  23797279  27537649       -14
  11.61436  11.61437    0.0034  23780479  27510949     -1081
  11.61394  11.61396    0.0034  23780179  27516849       -14
  11.61353  11.61354    0.0034  23806279  27539949     -1079
  11.61311  11.61313    0.0034  23814579  27562449      -281
  11.61269  11.61272    0.0034  23828179  27595249     -1081
  11.61228  11.61231    0.0034  23839079  27611549      -548
  11.61186  11.61189    0.0034  23853479  27611749      -281
  11.61144  11.61147    0.0034  23871679  27653349     -1081
  11.61103  11.61104    0.0034  23889279  27685349       -14
  11.61061  11.61060    0.0034  23902579  27708549     -1081
  11.61019  11.61017    0.0034  23892479  27697649       -14
  11.60978  11.60975    0.0034  23900179  27712549     -1081
  11.60936  11.60934    0.0034  23900979  27716849      -281
  11.60894  11.60894    0.0034  23904979  27732349      -814
  11.60853  11.60855    0.0034  23891679  27719749      -548
  11.60811  11.60815    0.0034  23894079  27724849      -814
  11.60769  11.60774    0.0034  23887379  27727749      -548
  11.60728  11.60732    0.0034  23894579  27746449      -548
  11.60686  11.60689    0.0034  23900179  27746149     -1081
  11.60644  11.60646    0.0034  23898279  27767149       -12
  11.60603  11.60603    0.0034  23877479  27740049     -1348
  11.60561  11.60560    0.0034  23870579  27752849      -281
  11.60519  11.60519    0.0034  23885479  27766449     -1348
  11.60478  11.60478    0.0034  23884479  27768549      -281
  11.60436  11.60437    0.0034  23862079  27768349      -814
  11.60394  11.60396    0.0034  23865779  27755549      -814
  11.60353  11.60355    0.0034  23878079  27760349      -548
  11.60311  11.60313    0.0034  23877479  27785949     -1081
  11.60269  11.60272    0.0034  23875079  27775549      -281
  11.60228  11.60232    0.0034  23853479  27780549     -1614
  11.60186  11.60190    0.0034  23859079  27777649       -14
  11.60144  11.60148    0.0034  23867379  27801149     -1348
  11.60103  11.60105    0.0034  23864979  27815549      -281
  11.60061  11.60061    0.0034  23857279  27798749     -1348
  11.60019  11.60018    0.0034  23841779  27805149      -548
  11.59978  11.59976    0.0034  23856979  27818649     -1079
  11.59936  11.59935    0.0034  23870879  27826949     -1081
  11.59894  11.59895    0.0034  23852479  27829349      -548
  11.59853  11.59856    0.0034  23844479  27818149     -1081
  11.59811  11.59816    0.0034  23840979  27825649      -281
  11.59769  11.59776    0.0034  23847079  27836049     -1348
  11.59728  11.59734    0.0034  23858279  27840849      -281
  11.59686  11.59691    0.0034  23834579  27829949     -1348
  11.59644  11.59648    0.0034  23836979  27825649      -281
  11.59603  11.59605    0.0034  23820179  27827549      -814
  11.59561  11.59562    0.0034  23827079  27839249      -548
  11.59519  11.59521    0.0034  23831079  27854749      -814
  11.59478  11.59480    0.0034  23816679  27840849     -1081
  11.59436  11.59438    0.0034  23818579  27850749       -14
  11.59394  11.59397    0.0034  23818279  27848349     -1614
  11.59353  11.59356    0.0034  23807879  27869949       -14
  11.59311  11.59315    0.0034  23826579  27876049     -1346
  11.59269  11.59274    0.0034  23805779  27862749      -548
  11.59228  11.59233    0.0034  23800179  27870749     -1081
  11.59186  11.59192    0.0034  23815379  27869149      -814
  11.59144  11.59149    0.0034  23803679  27888049      -814
  11.59103  11.59106    0.0034  23808979  27882749      -548
  11.59061  11.59063    0.0034  23794879  27882749      -281
  11.59019  11.59019    0.0034  23796679  27896549     -1348
  11.58978  11.58977    0.0034  23798579  27909949       -14
  11.58936  11.58936    0.0034  23801479  27905649     -1348
  11.58894  11.58896    0.0034  23803679  27900349      -281
  11.58853  11.58856    0.0034  23792979  27906449     -1081
  11.58811  11.58817    0.0034  23790279  27910149       -14
  11.58769  11.58776    0.0034  23792979  27921149      -814
  11.58728  11.58734    0.0034  23794079  27918449      -814
  11.58686  11.58691    0.0034  23785779  27930749      -548
  11.58644  11.58648    0.0034  23779279  27935549     -1079
  11.58603  11.58604    0.0034  23786279  27921949       252
  11.58561  11.58562    0.0034  23756979  27919749     -1614
  11.58519  11.58520    0.0034  23746579  27902149       252
  11.58478  11.58479    0.0034  23716679  27889949     -1348
  11.58436  11.58438    0.0034  23682079  27835749      -281
  11.58394  11.58397    0.0034  23653479  27820549      -814
  11.58353  11.58356    0.0034  23620179  27792849      -548
  11.58311  11.58314    0.0034  23611679  27772049      -814
  11.58269  11.58273    0.0034  23597479  27758749      -548
  11.58228  11.58232    0.0034  23584479  27762949      -281
  11.58186  11.58191    0.0034  23604479  27779749     -1348
  11.58144  11.58148    0.0034  23604479  27808849       -14
  11.58103  11.58105    0.0034  23625279  27825149     -1614
  11.58061  11.58062    0.0034  23646879  27839749      -281
  11.58019  11.58019    0.0034  23660479  27875749     -1081
  11.57978  11.57976    0.0034  23687079  27913349      -546
  11.57936  11.57936    0.0034  23697779  27917949      -814
  11.57894  11.57896    0.0034  23686579  27925149      -548
  11.57853  11.57857    0.0034  23685279  27929149      -548
  11.57811  11.57817    0.0034  23688479  27944549     -1081
  11.57769  11.57776    0.0034  23679879  27947549      -281
  11.57728  11.57735    0.0034  23680479  27941649     -1348
  11.57686  11.57692    0.0034  23666579  27937349       -14
  11.57644  11.57649    0.0034  23660479  27925649     -1348
  11.57603  11.57606    0.0034  23674579  27946749      -281
  11.57561  11.57563    0.0034  23662279  27960049      -814
  11.57519  11.57522    0.0034  23646279  27935249      -814
  11.57478  11.57481    0.0034  23629279  27922149      -548
  11.57436  11.57440    0.0034  23637779  27930149      -814
  11.57394  11.57399    0.0034  23628979  27943249      -548
  11.57353  11.57358    0.0034  23631379  27938149     -1614
  11.57311  11.57317    0.0034  23629379  27927449       -12
  11.57269  11.57276    0.0034  23613279  27920549     -1348
  11.57228  11.57235    0.0034  23610579  27930749      -281
  11.57186  11.57193    0.0034  23615679  27934149     -1348
  11.57144  11.57151    0.0034  23597779  27935749      -814
  11.57103  11.57108    0.0034  23595379  27919749      -814
  11.57061  11.57064    0.0034  23590879  27924049      -814
  11.57019  11.57021    0.0034  23588479  27939749      -814
  11.56978  11.56979    0.0034  23597779  27947749     -1081
  11.56936  11.56938    0.0034  23584679  27939749      -281
  11.56894  11.56899    0.0034  23572479  27938449     -1614
  11.56853  11.56859    0.0034  23578579  27958449      -281
  11.56811  11.56819    0.0034  23584679  27968549     -1348
  11.56769  11.56779    0.0034  23583079  27965149      -548
  11.56728  11.56737    0.0034  23559679  27952049     -1081
  11.56686  11.56695    0.0034  23574079  27948549      -548
  11.56644  11.56651    0.0034  23572079  27960049      -813
  11.56603  11.56608    0.0034  23562879  27977349     -1081
  11.56561  11.56565    0.0034  23566579  27977649      -548
  11.56519  11.56524    0.0034  23540679  27962149     -1614
  11.56478  11.56483    0.0034  23530079  27951749      -281
  11.56436  11.56442    0.0034  23543879  27972849     -1614
  11.56394  11.56401    0.0034  23538579  27963749      -281
  11.56353  11.56360    0.0034  23526079  27963549     -1348
  11.56311  11.56318    0.0034  23513279  27954449      -548
  11.56269  11.56277    0.0034  23519079  27958149     -1081
  11.56228  11.56237    0.0034  23521779  27964849      -548
  11.56186  11.56195    0.0034  23522579  27968849      -548
  11.56144  11.56153    0.0034  23501779  27972549     -1081
  11.56103  11.56109    0.0034  23503679  27955249      -548
  11.56061  11.56065    0.0034  23514879  27981649     -1614
  11.56019  11.56022    0.0034  23514079  28002749      -281
  11.55978  11.55979    0.0034  23514179  28003749     -1346
  11.55936  11.55938    0.0034  23508479  28003249      -281
  11.55894  11.55899    0.0034  23506279  28017649      -814
  11.55853  11.55859    0.0034  23516679  28025149      -548
  11.55811  11.55820    0.0034  23509779  28023249      -814
  11.55769  11.55779    0.0034  23496479  28021649      -814
  11.55728  11.55737    0.0034  23504979  28032549      -281
  11.55686  11.55694    0.0034  23498079  28017949     -1081
  11.55644  11.55651    0.0034  23516979  28038949       -14
  11.55603  11.55607    0.0034  23503079  28046449     -1348
  11.55561  11.55565    0.0034  23513779  28047549      -281
  11.55519  11.55523    0.0034  23504679  28055249     -1081
  11.55478  11.55482    0.0034  23501479  28056849      -281
  11.55436  11.55441    0.0034  23503379  28075249      -814
  11.55394  11.55400    0.0034  23495879  28057649      -814
  11.55353  11.55359    0.0034  23499679  28073149      -281
  11.55311  11.55318    0.0034  23491079  28074149     -1081
  11.55269  11.55277    0.0034  23498979  28090449       -12
