   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:36 - 17.10.06 11:36
                                                                                 
 Ring :   1.2 GeV   300.7 mA -  300.5 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64017 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.21186  12.21208    0.0034  26559379  26094449     -1081
  12.21144  12.21166    0.0034  26555779  26113149      -279
  12.21103  12.21123    0.0034  26552479  26096849     -1614
  12.21061  12.21079    0.0034  26542079  26100049       -14
  12.21019  12.21036    0.0034  26541479  26106449     -1881
  12.20978  12.20993    0.0034  26538579  26123549      -548
  12.20936  12.20951    0.0034  26538579  26133649     -1348
  12.20894  12.20912    0.0034  26536479  26122149      -548
  12.20853  12.20872    0.0034  26534079  26127549     -1081
  12.20811  12.20833    0.0034  26529779  26134149     -1081
  12.20769  12.20793    0.0034  26540979  26133349      -814
  12.20728  12.20751    0.0034  26538879  26145949     -1614
  12.20686  12.20709    0.0034  26531679  26149949      -281
  12.20644  12.20665    0.0034  26530079  26156849     -1881
  12.20603  12.20622    0.0034  26528679  26170749      -281
  12.20561  12.20579    0.0034  26523079  26171749     -1614
  12.20519  12.20537    0.0034  26532179  26176549      -814
  12.20478  12.20496    0.0034  26541679  26182749     -1346
  12.20436  12.20454    0.0034  26523879  26184349     -1081
  12.20394  12.20413    0.0034  26529479  26188849      -548
  12.20353  12.20372    0.0034  26512979  26196049     -1348
  12.20311  12.20330    0.0034  26518279  26202949      -548
  12.20269  12.20289    0.0034  26507079  26199249     -1614
  12.20228  12.20248    0.0034  26514079  26212549      -548
  12.20186  12.20206    0.0034  26513479  26208549     -1614
  12.20144  12.20165    0.0034  26514079  26228849      -281
  12.20103  12.20121    0.0034  26510279  26234949     -1081
  12.20061  12.20078    0.0034  26504979  26223549      -814
  12.20019  12.20034    0.0034  26501279  26233949     -1081
  12.19978  12.19991    0.0034  26512979  26254749      -814
  12.19936  12.19949    0.0034  26505779  26263249      -814
  12.19894  12.19909    0.0034  26501779  26254449     -1348
  12.19853  12.19870    0.0034  26509779  26247549      -281
  12.19811  12.19830    0.0034  26500579  26265949     -1613
  12.19769  12.19790    0.0034  26507379  26276549      -548
  12.19728  12.19748    0.0034  26503379  26273949     -1348
  12.19686  12.19705    0.0034  26494879  26271249      -814
  12.19644  12.19662    0.0034  26494279  26285149     -1348
  12.19603  12.19619    0.0034  26498579  26296049     -1081
  12.19561  12.19575    0.0034  26499879  26292849     -1081
  12.19519  12.19533    0.0034  26504179  26295249     -1081
  12.19478  12.19492    0.0034  26476979  26298949      -548
  12.19436  12.19451    0.0034  26498079  26312549     -1614
  12.19394  12.19409    0.0034  26499679  26320049      -281
  12.19353  12.19368    0.0034  26498079  26329649     -1614
  12.19311  12.19327    0.0034  26488479  26325649      -814
  12.19269  12.19286    0.0034  26484679  26321349     -1081
  12.19228  12.19245    0.0034  26478579  26320549     -1081
  12.19186  12.19203    0.0034  26486279  26336549     -1081
  12.19144  12.19161    0.0034  26492079  26341249     -1079
  12.19103  12.19118    0.0034  26480979  26331749      -814
  12.19061  12.19075    0.0034  26469279  26338749     -1348
  12.19019  12.19031    0.0034  26484179  26334749      -548
  12.18978  12.18988    0.0034  26490879  26344549     -1614
  12.18936  12.18947    0.0034  26485479  26341149      -548
  12.18894  12.18907    0.0034  26479079  26341649     -1348
  12.18853  12.18868    0.0034  26471679  26349649      -814
  12.18811  12.18829    0.0034  26473479  26357649     -1348
  12.18769  12.18788    0.0034  26483879  26362949     -1081
  12.18728  12.18746    0.0034  26474079  26356849      -548
  12.18686  12.18704    0.0034  26464679  26356549     -1614
  12.18644  12.18661    0.0034  26479079  26370949      -281
  12.18603  12.18618    0.0034  26482579  26376849     -1614
  12.18561  12.18575    0.0034  26476979  26364349      -281
  12.18519  12.18533    0.0034  26485479  26371549     -1614
  12.18478  12.18492    0.0034  26483479  26372449      -546
  12.18436  12.18450    0.0034  26473279  26372049     -1348
  12.18394  12.18409    0.0034  26479679  26392049      -814
  12.18353  12.18368    0.0034  26480979  26384349      -814
  12.18311  12.18327    0.0034  26464179  26375249     -1348
  12.18269  12.18286    0.0034  26466279  26386749      -281
  12.18228  12.18245    0.0034  26459079  26381949     -1614
  12.18186  12.18203    0.0034  26466879  26383749      -281
  12.18144  12.18161    0.0034  26459879  26379549     -1881
  12.18103  12.18118    0.0034  26458279  26375549      -281
  12.18061  12.18075    0.0034  26454879  26370449     -1348
  12.18019  12.18031    0.0034  26455879  26379549      -814
  12.17978  12.17988    0.0034  26455079  26368349     -1348
  12.17936  12.17947    0.0034  26458279  26375749     -1081
  12.17894  12.17908    0.0034  26452179  26381649      -548
  12.17853  12.17868    0.0034  26447679  26386449     -1614
  12.17811  12.17829    0.0034  26466679  26398549      -546
  12.17769  12.17788    0.0034  26450579  26388049     -1881
  12.17728  12.17747    0.0034  26446079  26382149      -281
  12.17686  12.17705    0.0034  26444679  26378749     -1614
  12.17644  12.17661    0.0034  26445479  26380849      -814
  12.17603  12.17618    0.0034  26451879  26381949     -1614
  12.17561  12.17575    0.0034  26437779  26388349     -1081
  12.17519  12.17533    0.0034  26433779  26382149      -814
  12.17478  12.17491    0.0034  26432979  26388349     -1081
  12.17436  12.17450    0.0034  26432179  26378449      -548
  12.17394  12.17409    0.0034  26437479  26393349     -1881
  12.17353  12.17368    0.0034  26440179  26386149      -281
  12.17311  12.17326    0.0034  26434079  26382949     -1614
  12.17269  12.17285    0.0034  26425479  26387249      -548
  12.17228  12.17244    0.0034  26423879  26401149     -1348
  12.17186  12.17202    0.0034  26422279  26384349      -814
  12.17144  12.17160    0.0034  26430179  26387649     -1079
  12.17103  12.17117    0.0034  26420179  26386749      -548
  12.17061  12.17073    0.0034  26413479  26381349      -814
  12.17019  12.17029    0.0034  26407879  26386749     -1348
  12.16978  12.16986    0.0034  26428679  26395549      -281
  12.16936  12.16945    0.0034  26414079  26376549     -1348
  12.16894  12.16905    0.0034  26403079  26377349      -281
  12.16853  12.16865    0.0034  26406279  26392049     -1348
  12.16811  12.16826    0.0034  26410079  26388049      -281
  12.16769  12.16785    0.0034  26405779  26385149     -1081
  12.16728  12.16744    0.0034  26391379  26378449      -548
  12.16686  12.16701    0.0034  26397779  26391749      -814
  12.16644  12.16658    0.0034  26385779  26401149      -814
  12.16603  12.16614    0.0034  26396979  26404049      -548
  12.16561  12.16571    0.0034  26396679  26400049     -1081
  12.16519  12.16529    0.0034  26393479  26399549      -281
  12.16478  12.16488    0.0034  26393379  26411049     -1079
  12.16436  12.16447    0.0034  26397779  26411549      -548
  12.16394  12.16406    0.0034  26392479  26419249     -1348
  12.16353  12.16364    0.0034  26385779  26422449      -814
  12.16311  12.16323    0.0034  26386279  26418949      -814
  12.16269  12.16282    0.0034  26375379  26414449     -1081
  12.16228  12.16241    0.0034  26384679  26422149      -548
  12.16186  12.16199    0.0034  26394079  26428049     -1614
  12.16144  12.16157    0.0034  26380479  26420349      -281
  12.16103  12.16114    0.0034  26374079  26415549     -1614
  12.16061  12.16070    0.0034  26372979  26429349      -548
  12.16019  12.16027    0.0034  26373279  26435549     -1614
  12.15978  12.15984    0.0034  26368679  26440349      -814
  12.15936  12.15943    0.0034  26352979  26429149     -1081
  12.15894  12.15903    0.0034  26357479  26425349     -1081
  12.15853  12.15863    0.0034  26359379  26434749      -814
  12.15811  12.15823    0.0034  26361479  26453649     -1348
  12.15769  12.15783    0.0034  26353579  26450849      -546
  12.15728  12.15741    0.0034  26352679  26441149     -1348
  12.15686  12.15699    0.0034  26359379  26460549      -281
  12.15644  12.15655    0.0034  26350579  26469149     -1348
  12.15603  12.15612    0.0034  26354879  26475749      -548
  12.15561  12.15569    0.0034  26349479  26462149     -1614
  12.15519  12.15527    0.0034  26341279  26464549      -814
  12.15478  12.15486    0.0034  26352979  26485149     -1081
  12.15436  12.15445    0.0034  26350579  26485149     -1081
  12.15394  12.15404    0.0034  26330879  26490949      -548
  12.15353  12.15362    0.0034  26332979  26484349     -1348
  12.15311  12.15321    0.0034  26335679  26500049      -281
  12.15269  12.15280    0.0034  26348979  26506449     -1614
  12.15228  12.15240    0.0034  26342279  26514449      -281
  12.15186  12.15198    0.0034  26330079  26511249     -1614
  12.15144  12.15156    0.0034  26334279  26524849      -548
  12.15103  12.15113    0.0034  26336779  26527149     -1346
  12.15061  12.15069    0.0034  26347679  26529949      -814
  12.15019  12.15026    0.0034  26330579  26529949      -814
  12.14978  12.14984    0.0034  26322879  26542749     -1348
  12.14936  12.14943    0.0034  26325279  26544549      -814
  12.14894  12.14903    0.0034  26332479  26546949     -1614
  12.14853  12.14863    0.0034  26331679  26539549      -548
  12.14811  12.14824    0.0034  26318279  26555549     -1614
  12.14769  12.14783    0.0034  26309779  26541649      -548
  12.14728  12.14742    0.0034  26309279  26568049     -1614
  12.14686  12.14699    0.0034  26306879  26577149      -814
  12.14644  12.14655    0.0034  26307379  26580849     -1348
  12.14603  12.14612    0.0034  26297479  26570949     -1081
  12.14561  12.14569    0.0034  26298579  26579249     -1081
  12.14519  12.14527    0.0034  26303379  26601349     -1348
  12.14478  12.14485    0.0034  26317279  26598749      -548
  12.14436  12.14444    0.0034  26300479  26599449     -1880
  12.14394  12.14403    0.0034  26305279  26607749      -281
  12.14353  12.14362    0.0034  26294579  26619249     -1348
  12.14311  12.14320    0.0034  26306879  26629149      -814
  12.14269  12.14279    0.0034  26296679  26647749     -1081
  12.14228  12.14238    0.0034  26300479  26637349     -1081
  12.14186  12.14196    0.0034  26287679  26634449      -814
  12.14144  12.14154    0.0034  26302079  26637649     -1081
  12.14103  12.14111    0.0034  26294079  26660849      -548
  12.14061  12.14067    0.0034  26289279  26676349     -1614
  12.14019  12.14023    0.0034  26278079  26669349      -281
  12.13978  12.13981    0.0034  26274079  26682949     -1348
  12.13936  12.13940    0.0034  26282579  26686749      -281
  12.13894  12.13900    0.0034  26289279  26696349     -1348
  12.13853  12.13860    0.0034  26295879  26700049      -548
  12.13811  12.13821    0.0034  26273779  26704349      -814
  12.13769  12.13780    0.0034  26275179  26717349      -813
  12.13728  12.13738    0.0034  26273279  26722449      -548
  12.13686  12.13696    0.0034  26271679  26717149     -1081
  12.13644  12.13652    0.0034  26270079  26731249      -281
  12.13603  12.13609    0.0034  26266079  26735549     -1348
  12.13561  12.13566    0.0034  26264179  26730149      -281
  12.13519  12.13524    0.0034  26258279  26752849     -1348
  12.13478  12.13483    0.0034  26254279  26758449      -281
  12.13436  12.13442    0.0034  26264979  26755549     -1081
  12.13394  12.13400    0.0034  26257279  26767249      -814
  12.13353  12.13359    0.0034  26248179  26777349      -814
  12.13311  12.13318    0.0034  26249479  26780549     -1081
  12.13269  12.13277    0.0034  26248979  26785349      -281
  12.13228  12.13236    0.0034  26249779  26794949     -1614
  12.13186  12.13194    0.0034  26233479  26785349       -14
  12.13144  12.13152    0.0034  26243679  26802449     -1614
  12.13103  12.13109    0.0034  26257579  26831749      -279
  12.13061  12.13065    0.0034  26243679  26834149     -1881
  12.13019  12.13021    0.0034  26228979  26824049      -814
  12.12978  12.12979    0.0034  26235679  26826149     -1348
  12.12936  12.12938    0.0034  26238879  26838449     -1348
  12.12894  12.12898    0.0034  26240679  26847749      -548
  12.12853  12.12859    0.0034  26224679  26850149     -1614
  12.12811  12.12819    0.0034  26222079  26846149      -548
  12.12769  12.12779    0.0034  26226579  26848549     -1881
  12.12728  12.12737    0.0034  26223679  26868049      -548
  12.12686  12.12694    0.0034  26216679  26875749     -1881
  12.12644  12.12651    0.0034  26219679  26880549      -548
  12.12603  12.12608    0.0034  26206279  26879549     -1348
  12.12561  12.12565    0.0034  26204679  26881949      -814
  12.12519  12.12523    0.0034  26220679  26899249      -814
  12.12478  12.12482    0.0034  26217279  26913949     -1348
  12.12436  12.12441    0.0034  26205079  26908049      -546
  12.12394  12.12400    0.0034  26199379  26901349     -1614
  12.12353  12.12358    0.0034  26209279  26907249      -281
  12.12311  12.12317    0.0034  26212479  26922949     -1348
  12.12269  12.12276    0.0034  26197479  26926749      -548
  12.12228  12.12235    0.0034  26191879  26904549     -1348
  12.12186  12.12194    0.0034  26180479  26917949      -548
  12.12144  12.12151    0.0034  26186279  26939549      -814
  12.12103  12.12108    0.0034  26186279  26944849      -814
  12.12061  12.12064    0.0034  26191679  26935549      -814
  12.12019  12.12021    0.0034  26174579  26938149     -1348
  12.11978  12.11978    0.0034  26172479  26953149      -281
  12.11936  12.11937    0.0034  26177279  26960849     -1614
  12.11894  12.11897    0.0034  26176979  26956849       -14
  12.11853  12.11858    0.0034  26174579  26957649     -1081
  12.11811  12.11818    0.0034  26168979  26959549      -281
  12.11769  12.11778    0.0034  26169279  26982149     -1346
  12.11728  12.11736    0.0034  26178579  26983749      -814
  12.11686  12.11693    0.0034  26166579  26978749      -548
  12.11644  12.11650    0.0034  26154579  26978749     -1348
  12.11603  12.11606    0.0034  26149279  26977949      -281
  12.11561  12.11563    0.0034  26167379  27005649     -1614
  12.11519  12.11521    0.0034  26158879  26998749      -281
  12.11478  12.11480    0.0034  26156179  27008349     -1614
  12.11436  12.11439    0.0034  26147379  26998149      -281
  12.11394  12.11398    0.0034  26154879  27019249     -1348
  12.11353  12.11356    0.0034  26151379  27015749      -548
  12.11311  12.11315    0.0034  26148679  27035249     -1081
  12.11269  12.11274    0.0034  26130579  27014949     -1081
  12.11228  12.11233    0.0034  26133479  27023549      -814
  12.11186  12.11191    0.0034  26140479  27028849     -1348
  12.11144  12.11149    0.0034  26130879  27034749      -548
  12.11103  12.11106    0.0034  26126879  27033649     -1614
  12.11061  12.11062    0.0034  26124779  27044349      -279
  12.11019  12.11018    0.0034  26117779  27053349     -1614
  12.10978  12.10976    0.0034  26121279  27053649      -814
  12.10936  12.10935    0.0034  26127079  27043749     -1081
  12.10894  12.10896    0.0034  26116679  27067549     -1081
  12.10853  12.10857    0.0034  26107079  27063749     -1081
  12.10811  12.10817    0.0034  26115379  27066149     -1348
  12.10769  12.10776    0.0034  26117479  27080849      -548
  12.10728  12.10734    0.0034  26115879  27068849     -1614
  12.10686  12.10691    0.0034  26110279  27096549      -281
  12.10644  12.10648    0.0034  26106579  27073649     -1614
  12.10603  12.10605    0.0034  26107079  27098149      -281
  12.10561  12.10562    0.0034  26114879  27105349     -1348
  12.10519  12.10520    0.0034  26111679  27107549      -814
  12.10478  12.10479    0.0034  26108479  27117149     -1081
  12.10436  12.10438    0.0034  26106879  27124849     -1348
  12.10394  12.10397    0.0034  26106079  27133949      -546
  12.10353  12.10356    0.0034  26101779  27128549     -1348
  12.10311  12.10315    0.0034  26101279  27148849      -281
  12.10269  12.10274    0.0034  26102279  27138949     -1614
  12.10228  12.10233    0.0034  26091379  27144349      -548
  12.10186  12.10192    0.0034  26094879  27149349     -1348
  12.10144  12.10149    0.0034  26090079  27160849      -814
  12.10103  12.10106    0.0034  26095379  27164349     -1348
  12.10061  12.10063    0.0034  26074079  27170149      -814
  12.10019  12.10019    0.0034  26086079  27174749     -1081
  12.09978  12.09976    0.0034  26083879  27185149     -1348
  12.09936  12.09935    0.0034  26078079  27198449      -548
  12.09894  12.09896    0.0034  26077479  27194749     -1614
  12.09853  12.09857    0.0034  26069779  27201149       -14
  12.09811  12.09817    0.0034  26068979  27206149     -1881
  12.09769  12.09777    0.0034  26079379  27214449      -548
  12.09728  12.09735    0.0034  26084779  27222249     -1613
  12.09686  12.09692    0.0034  26071679  27220849     -1081
  12.09644  12.09649    0.0034  26063679  27238749     -1081
  12.09603  12.09606    0.0034  26062879  27242749     -1614
  12.09561  12.09563    0.0034  26074879  27252049     -1081
  12.09519  12.09521    0.0034  26076679  27254449     -1348
  12.09478  12.09481    0.0034  26065479  27260049      -548
  12.09436  12.09439    0.0034  26060679  27263249     -1881
  12.09394  12.09398    0.0034  26066079  27272549      -548
  12.09353  12.09357    0.0034  26052479  27271249     -1614
  12.09311  12.09316    0.0034  26027879  27260049     -1081
  12.09269  12.09275    0.0034  26008979  27230949     -1348
  12.09228  12.09234    0.0034  25968679  27222749     -1081
  12.09186  12.09192    0.0034  25965779  27209349     -1081
  12.09144  12.09150    0.0034  25952479  27213349     -1348
  12.09103  12.09107    0.0034  25958879  27208849      -548
  12.09061  12.09063    0.0034  25987379  27240349     -1613
  12.09019  12.09020    0.0034  26005479  27282749      -281
  12.08978  12.08977    0.0034  26021479  27314449     -1614
  12.08936  12.08936    0.0034  26041279  27336349      -281
  12.08894  12.08896    0.0034  26027679  27332349     -1348
  12.08853  12.08857    0.0034  26025479  27337649      -548
  12.08811  12.08818    0.0034  26042079  27362949      -814
  12.08769  12.08777    0.0034  26051379  27373149     -1081
  12.08728  12.08735    0.0034  26038579  27361949      -548
  12.08686  12.08693    0.0034  26031879  27366149     -1348
  12.08644  12.08649    0.0034  26036179  27365149       -14
  12.08603  12.08605    0.0034  26029479  27387549     -1348
  12.08561  12.08563    0.0034  26042579  27399749       -14
  12.08519  12.08521    0.0034  26037479  27404349     -1081
  12.08478  12.08480    0.0034  26032979  27404849      -548
  12.08436  12.08439    0.0034  26034279  27425649     -1081
  12.08394  12.08398    0.0034  26054079  27431349      -813
  12.08353  12.08357    0.0034  26030579  27421149      -814
  12.08311  12.08316    0.0034  26035879  27425349     -1081
  12.08269  12.08275    0.0034  26027879  27437949      -281
  12.08228  12.08234    0.0034  26042879  27438449     -1348
  12.08186  12.08192    0.0034  26037779  27454949       -14
  12.08144  12.08150    0.0034  26038579  27450949     -1614
  12.08103  12.08107    0.0034  26018579  27455549      -281
  12.08061  12.08064    0.0034  26023379  27469349     -1348
  12.08019  12.08020    0.0034  26027879  27465349      -814
  12.07978  12.07978    0.0034  26034879  27478449     -1348
  12.07936  12.07937    0.0034  26023079  27474949     -1081
  12.07894  12.07898    0.0034  26025479  27487549      -281
  12.07853  12.07858    0.0034  26023879  27493149     -1614
  12.07811  12.07819    0.0034  26027079  27496549      -281
  12.07769  12.07778    0.0034  26023879  27497949     -1614
  12.07728  12.07736    0.0034  26040179  27506849      -546
  12.07686  12.07694    0.0034  26018279  27505649     -1614
  12.07644  12.07651    0.0034  26028479  27519749      -548
  12.07603  12.07607    0.0034  26025779  27522449     -1081
  12.07561  12.07564    0.0034  26010879  27524349     -1081
  12.07519  12.07523    0.0034  26013479  27515549      -548
  12.07478  12.07482    0.0034  26016179  27529649     -1348
  12.07436  12.07441    0.0034  26017479  27536349      -548
  12.07394  12.07399    0.0034  26009779  27546449     -1348
  12.07353  12.07358    0.0034  26019679  27533649      -281
  12.07311  12.07317    0.0034  26013779  27550449     -1881
  12.07269  12.07276    0.0034  26010279  27553149      -281
  12.07228  12.07235    0.0034  26010279  27571549     -1348
  12.07186  12.07194    0.0034  26018279  27577149      -814
  12.07144  12.07151    0.0034  26006079  27569149     -1081
  12.07103  12.07108    0.0034  26012479  27573349     -1081
  12.07061  12.07064    0.0034  26019679  27574849      -813
  12.07019  12.07021    0.0034  26000179  27574149     -1348
  12.06978  12.06978    0.0034  26015079  27596049      -548
  12.06936  12.06938    0.0034  25999679  27592549     -1881
  12.06894  12.06898    0.0034  26000479  27602149      -281
  12.06853  12.06859    0.0034  26002579  27595749     -1614
  12.06811  12.06819    0.0034  26003379  27610949      -281
  12.06769  12.06778    0.0034  26005279  27604349     -1348
  12.06728  12.06737    0.0034  25999879  27609149      -814
  12.06686  12.06694    0.0034  25990879  27621349     -1081
  12.06644  12.06651    0.0034  26010279  27618749     -1081
  12.06603  12.06607    0.0034  25996979  27636349      -548
  12.06561  12.06564    0.0034  25987879  27638949     -1614
  12.06519  12.06523    0.0034  25988979  27629149      -281
  12.06478  12.06482    0.0034  25984679  27630749     -1614
  12.06436  12.06440    0.0034  25986279  27641949      -281
  12.06394  12.06399    0.0034  25996179  27656449     -1613
  12.06353  12.06358    0.0034  25992679  27641949      -814
  12.06311  12.06317    0.0034  25981479  27645149     -1081
  12.06269  12.06276    0.0034  25978279  27651749     -1348
  12.06228  12.06234    0.0034  25971379  27667549      -814
  12.06186  12.06193    0.0034  25978279  27653349     -1348
  12.06144  12.06150    0.0034  25968479  27652849      -281
  12.06103  12.06107    0.0034  25968179  27658449     -1614
  12.06061  12.06063    0.0034  25964179  27668849      -548
  12.06019  12.06019    0.0034  25966879  27662949     -1348
  12.05978  12.05976    0.0034  25961479  27678949      -548
  12.05936  12.05936    0.0034  25960479  27670749     -1081
  12.05894  12.05896    0.0034  25950879  27668349     -1081
  12.05853  12.05856    0.0034  25976679  27672049     -1081
  12.05811  12.05816    0.0034  25965779  27685349     -1081
  12.05769  12.05776    0.0034  25950279  27681949      -281
  12.05728  12.05734    0.0034  25942579  27684849     -1614
  12.05686  12.05691    0.0034  25967379  27694949       -12
  12.05644  12.05647    0.0034  25952479  27702449     -1348
  12.05603  12.05604    0.0034  25939079  27709649      -281
  12.05561  12.05561    0.0034  25947079  27701149     -1348
  12.05519  12.05519    0.0034  25939379  27697349      -548
  12.05478  12.05478    0.0034  25946279  27716349     -1081
  12.05436  12.05437    0.0034  25951879  27716349     -1081
  12.05394  12.05396    0.0034  25944979  27717649      -548
  12.05353  12.05354    0.0034  25923079  27705649     -1348
  12.05311  12.05314    0.0034  25936979  27713649      -281
  12.05269  12.05272    0.0034  25933779  27729149     -1614
  12.05228  12.05231    0.0034  25925479  27722749      -548
  12.05186  12.05190    0.0034  25926879  27722949     -1081
  12.05144  12.05147    0.0034  25926079  27731249      -814
  12.05103  12.05104    0.0034  25924679  27726949      -814
  12.05061  12.05060    0.0034  25917779  27735749     -1081
  12.05019  12.05017    0.0034  25920179  27744249      -546
  12.04978  12.04975    0.0034  25897779  27725649     -1081
  12.04936  12.04934    0.0034  25905279  27729649      -548
  12.04894  12.04894    0.0034  25914279  27747549     -1881
  12.04853  12.04855    0.0034  25904979  27745649      -281
  12.04811  12.04815    0.0034  25905479  27738749     -1348
  12.04769  12.04775    0.0034  25890879  27738449      -548
  12.04728  12.04732    0.0034  25903679  27734949     -1081
  12.04686  12.04690    0.0034  25898079  27756049      -548
  12.04644  12.04646    0.0034  25900979  27754749     -1081
  12.04603  12.04603    0.0034  25898279  27745149      -814
  12.04561  12.04560    0.0034  25890579  27745649      -814
  12.04519  12.04519    0.0034  25891079  27756549     -1081
  12.04478  12.04478    0.0034  25893279  27757349       -14
  12.04436  12.04436    0.0034  25898279  27750749     -1881
  12.04394  12.04395    0.0034  25882279  27753649      -548
  12.04353  12.04354    0.0034  25887879  27768249     -1346
  12.04311  12.04312    0.0034  25887879  27764049      -548
  12.04269  12.04272    0.0034  25875879  27766149      -814
  12.04228  12.04231    0.0034  25875079  27754149      -814
  12.04186  12.04189    0.0034  25877779  27768349      -814
  12.04144  12.04147    0.0034  25858279  27772049     -1081
  12.04103  12.04104    0.0034  25861479  27788049      -281
  12.04061  12.04060    0.0034  25861779  27769649     -1614
  12.04019  12.04017    0.0034  25862579  27771749       -14
  12.03978  12.03975    0.0034  25859379  27766149     -1348
  12.03936  12.03934    0.0034  25853479  27777349      -548
  12.03894  12.03894    0.0034  25860479  27776849      -814
  12.03853  12.03855    0.0034  25849779  27781349      -814
  12.03811  12.03816    0.0034  25856679  27789149      -548
  12.03769  12.03775    0.0034  25846079  27781349      -814
  12.03728  12.03733    0.0034  25846279  27780849      -281
  12.03686  12.03690    0.0034  25850579  27796249      -813
  12.03644  12.03647    0.0034  25838279  27797149      -548
  12.03603  12.03603    0.0034  25834079  27800049     -1081
  12.03561  12.03561    0.0034  25840179  27805149       -14
  12.03519  12.03519    0.0034  25832179  27803249     -1348
  12.03478  12.03478    0.0034  25842279  27814449      -548
  12.03436  12.03437    0.0034  25825479  27820549     -1081
  12.03394  12.03395    0.0034  25826579  27833949      -814
  12.03353  12.03354    0.0034  25819079  27804849      -548
  12.03311  12.03313    0.0034  25816979  27830449     -1081
  12.03269  12.03272    0.0034  25829279  27832349       -14
  12.03228  12.03230    0.0034  25822879  27829349     -1614
  12.03186  12.03189    0.0034  25816479  27826449       -14
  12.03144  12.03146    0.0034  25806279  27830149     -1348
  12.03103  12.03103    0.0034  25820479  27837949      -281
  12.03061  12.03059    0.0034  25807379  27843249     -1081
  12.03019  12.03016    0.0034  25807879  27855449      -813
  12.02978  12.02974    0.0034  25809279  27846449      -814
  12.02936  12.02933    0.0034  25799079  27846949     -1348
  12.02894  12.02893    0.0034  25802879  27857149      -548
  12.02853  12.02854    0.0034  25794079  27856049     -1881
  12.02811  12.02814    0.0034  25789779  27861949       -14
  12.02769  12.02774    0.0034  25792679  27848849     -1614
  12.02728  12.02732    0.0034  25793479  27874149      -281
  12.02686  12.02689    0.0034  25786079  27868349     -1348
  12.02644  12.02646    0.0034  25783679  27871249      -548
  12.02603  12.02602    0.0034  25782879  27870949     -1081
  12.02561  12.02560    0.0034  25774579  27890149      -548
  12.02519  12.02518    0.0034  25784479  27897649      -814
  12.02478  12.02477    0.0034  25786579  27901349     -1081
  12.02436  12.02436    0.0034  25781779  27878449      -281
  12.02394  12.02395    0.0034  25762079  27904349     -1881
  12.02353  12.02354    0.0034  25780079  27919249      -279
  12.02311  12.02313    0.0034  25773479  27919249     -1348
  12.02269  12.02271    0.0034  25766579  27922149       -14
  12.02228  12.02231    0.0034  25759679  27918749     -1348
  12.02186  12.02189    0.0034  25764479  27915749      -548
  12.02144  12.02147    0.0034  25775679  27944549      -814
  12.02103  12.02104    0.0034  25755879  27941949     -1081
  12.02061  12.02060    0.0034  25760179  27933649      -548
  12.02019  12.02017    0.0034  25760679  27933349     -1614
  12.01978  12.01975    0.0034  25747879  27943549      -281
  12.01936  12.01933    0.0034  25754879  27966749     -1348
  12.01894  12.01894    0.0034  25758879  27970949      -281
  12.01853  12.01855    0.0034  25745479  27956849      -814
  12.01811  12.01815    0.0034  25743379  27953649      -548
  12.01769  12.01774    0.0034  25749279  27977349     -1081
  12.01728  12.01732    0.0034  25742579  27976849     -1081
  12.01686  12.01690    0.0034  25742779  27980349      -813
  12.01644  12.01646    0.0034  25726079  27978449     -1614
  12.01603  12.01603    0.0034  25727879  27974749      -281
  12.01561  12.01561    0.0034  25723879  27990749     -1348
  12.01519  12.01519    0.0034  25735079  27995749      -281
  12.01478  12.01478    0.0034  25706879  27999549     -1614
  12.01436  12.01437    0.0034  25716479  27992049      -548
  12.01394  12.01396    0.0034  25709279  27997149     -1348
  12.01353  12.01354    0.0034  25714879  28015249     -1081
  12.01311  12.01313    0.0034  25720179  28016549     -1081
  12.01269  12.01272    0.0034  25707079  28015749     -1081
  12.01228  12.01231    0.0034  25714279  28013349      -814
  12.01186  12.01190    0.0034  25712179  28040049     -1614
  12.01144  12.01148    0.0034  25718579  28036849      -281
  12.01103  12.01104    0.0034  25699079  28040349     -1614
  12.01061  12.01061    0.0034  25701479  28028549      -548
  12.01019  12.01017    0.0034  25698079  28055749     -1348
  12.00978  12.00975    0.0034  25703579  28065949      -546
  12.00936  12.00934    0.0034  25689479  28049149     -1348
  12.00894  12.00894    0.0034  25681479  28045149     -1081
  12.00853  12.00855    0.0034  25685279  28049649      -814
  12.00811  12.00815    0.0034  25677479  28061349     -1348
  12.00769  12.00774    0.0034  25674879  28058749      -281
  12.00728  12.00732    0.0034  25675879  28063249     -1614
  12.00686  12.00689    0.0034  25673779  28050949      -281
  12.00644  12.00646    0.0034  25668679  28072849     -1614
  12.00603  12.00602    0.0034  25665279  28076549      -548
  12.00561  12.00560    0.0034  25661479  28086749     -1348
  12.00519  12.00518    0.0034  25650579  28082949      -814
