   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:36 - 17.10.06 11:36
                                                                                 
 Ring :   1.2 GeV   300.7 mA -  300.5 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.64017 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.79269  12.79330    0.0034  28907679  53274749     -2148
  12.79228  12.79288    0.0034  28929279  53290449      -548
  12.79186  12.79248    0.0034  28908979  53283249     -1881
  12.79144  12.79206    0.0034  28921279  53299549      -814
  12.79103  12.79165    0.0034  28895379  53254149     -1348
  12.79061  12.79121    0.0034  28894579  53264349     -1348
  12.79019  12.79078    0.0034  28887379  53269649     -1081
  12.78978  12.79035    0.0034  28895079  53283349     -1613
  12.78936  12.78992    0.0034  28875679  53267549      -814
  12.78894  12.78950    0.0034  28859679  53232349     -1881
  12.78853  12.78911    0.0034  28828479  53181949      -548
  12.78811  12.78871    0.0034  28792479  53125649     -1881
  12.78769  12.78832    0.0034  28725779  53016349     -1081
  12.78728  12.78792    0.0034  28639379  52841649     -1614
  12.78686  12.78751    0.0034  28535879  52655249     -1348
  12.78644  12.78708    0.0034  28455879  52529649     -1081
  12.78603  12.78664    0.0034  28412479  52440049     -1614
  12.78561  12.78621    0.0034  28395679  52441149     -1081
  12.78519  12.78578    0.0034  28392979  52432549     -1881
  12.78478  12.78536    0.0034  28400179  52466749      -548
  12.78436  12.78494    0.0034  28426079  52511249     -2148
  12.78394  12.78453    0.0034  28466579  52575549      -814
  12.78353  12.78411    0.0034  28510879  52688349     -1881
  12.78311  12.78370    0.0034  28618779  52884249     -1346
  12.78269  12.78329    0.0034  28695879  53052049     -1348
  12.78228  12.78287    0.0034  28767879  53199549     -1614
  12.78186  12.78246    0.0034  28827679  53296549     -1348
  12.78144  12.78205    0.0034  28846879  53356549     -2148
  12.78103  12.78163    0.0034  28876979  53417149      -814
  12.78061  12.78120    0.0034  28893279  53429949     -2148
  12.78019  12.78076    0.0034  28886279  53433149      -814
  12.77978  12.78032    0.0034  28891679  53437349     -1881
  12.77936  12.77989    0.0034  28880479  53444849     -1081
  12.77894  12.77948    0.0034  28889479  53466749     -1881
  12.77853  12.77908    0.0034  28876979  53454149     -1081
  12.77811  12.77869    0.0034  28881479  53444849     -1614
  12.77769  12.77829    0.0034  28873779  53441949     -1881
  12.77728  12.77789    0.0034  28883379  53470749      -814
  12.77686  12.77748    0.0034  28875679  53463249     -2148
  12.77644  12.77705    0.0034  28872979  53467649      -546
  12.77603  12.77662    0.0034  28866079  53455249     -2148
  12.77561  12.77618    0.0034  28867879  53462149      -814
  12.77519  12.77575    0.0034  28872179  53473349     -1614
  12.77478  12.77533    0.0034  28858279  53476849     -1081
  12.77436  12.77492    0.0034  28854079  53465649     -1348
  12.77394  12.77450    0.0034  28863079  53478949     -1614
  12.77353  12.77409    0.0034  28856979  53476549     -1081
  12.77311  12.77368    0.0034  28844679  53484349     -1614
  12.77269  12.77327    0.0034  28838579  53478449      -548
  12.77228  12.77286    0.0034  28840679  53480549     -1881
  12.77186  12.77244    0.0034  28832179  53475749      -548
  12.77144  12.77203    0.0034  28850079  53476049     -1881
  12.77103  12.77161    0.0034  28843079  53489349      -548
  12.77061  12.77118    0.0034  28836479  53506449     -1881
  12.77019  12.77074    0.0034  28828479  53497949     -1081
  12.76978  12.77030    0.0034  28835079  53509349     -1081
  12.76936  12.76988    0.0034  28835379  53530549     -1613
  12.76894  12.76946    0.0034  28829779  53506449      -814
  12.76853  12.76907    0.0034  28816479  53488549     -1614
  12.76811  12.76867    0.0034  28824679  53507749      -814
  12.76769  12.76828    0.0034  28815079  53504049     -1614
  12.76728  12.76788    0.0034  28820979  53520349      -814
  12.76686  12.76747    0.0034  28816179  53510749     -1348
  12.76644  12.76704    0.0034  28809279  53513149     -1081
  12.76603  12.76661    0.0034  28816979  53527749     -1081
  12.76561  12.76618    0.0034  28831079  53543549     -1348
  12.76519  12.76575    0.0034  28816679  53534149     -1081
  12.76478  12.76533    0.0034  28820179  53548349     -1348
  12.76436  12.76491    0.0034  28814579  53547549      -548
  12.76394  12.76450    0.0034  28817779  53571549     -1614
  12.76353  12.76409    0.0034  28811079  53554749      -548
  12.76311  12.76368    0.0034  28803679  53557349     -1881
  12.76269  12.76327    0.0034  28824379  53576449      -279
  12.76228  12.76286    0.0034  28818279  53571549     -1614
  12.76186  12.76245    0.0034  28820679  53590449      -814
  12.76144  12.76204    0.0034  28823379  53611249     -1081
  12.76103  12.76162    0.0034  28814279  53582749     -1081
  12.76061  12.76119    0.0034  28818079  53604349      -814
  12.76019  12.76075    0.0034  28809279  53608549     -1614
  12.75978  12.76031    0.0034  28815679  53596549      -281
  12.75936  12.75989    0.0034  28820179  53617349     -2148
  12.75894  12.75948    0.0034  28819879  53626949      -814
  12.75853  12.75908    0.0034  28800979  53624849     -1881
  12.75811  12.75869    0.0034  28807079  53628349      -814
  12.75769  12.75829    0.0034  28810879  53619249     -1614
  12.75728  12.75789    0.0034  28809479  53630949     -1081
  12.75686  12.75748    0.0034  28806579  53640049     -1614
  12.75644  12.75705    0.0034  28820179  53641649     -1614
  12.75603  12.75662    0.0034  28809179  53653849     -1079
  12.75561  12.75618    0.0034  28807679  53648549     -2148
  12.75519  12.75576    0.0034  28803879  53660349      -548
  12.75478  12.75533    0.0034  28807679  53668849     -1881
  12.75436  12.75492    0.0034  28801279  53683249     -1081
  12.75394  12.75451    0.0034  28800679  53671249     -1614
  12.75353  12.75410    0.0034  28808979  53668549     -1348
  12.75311  12.75369    0.0034  28806879  53677649     -1348
  12.75269  12.75328    0.0034  28816679  53694449     -1081
  12.75228  12.75287    0.0034  28808479  53696549     -1081
  12.75186  12.75245    0.0034  28807679  53690449     -1614
  12.75144  12.75204    0.0034  28809779  53710949      -281
  12.75103  12.75162    0.0034  28809779  53718949     -1614
  12.75061  12.75119    0.0034  28809779  53723549      -814
  12.75019  12.75075    0.0034  28800479  53715249     -1614
  12.74978  12.75032    0.0034  28806279  53715249     -1081
  12.74936  12.74989    0.0034  28807579  53734949     -1346
  12.74894  12.74948    0.0034  28812679  53742749     -1348
  12.74853  12.74908    0.0034  28801779  53711549     -1348
  12.74811  12.74869    0.0034  28796979  53715749     -1614
  12.74769  12.74830    0.0034  28796679  53718949     -1081
  12.74728  12.74790    0.0034  28802579  53726949     -2148
  12.74686  12.74749    0.0034  28801279  53736849      -814
  12.74644  12.74706    0.0034  28798879  53745149     -1881
  12.74603  12.74663    0.0034  28804979  53747749     -1081
  12.74561  12.74619    0.0034  28801279  53743249     -1348
  12.74519  12.74576    0.0034  28788179  53752049     -1348
  12.74478  12.74534    0.0034  28783679  53741949     -1348
  12.74436  12.74493    0.0034  28794079  53737649     -1614
  12.74394  12.74452    0.0034  28790879  53766449      -814
  12.74353  12.74411    0.0034  28791379  53740049     -1881
  12.74311  12.74370    0.0034  28787879  53751749      -814
  12.74269  12.74329    0.0034  28787279  53753049     -1613
  12.74228  12.74287    0.0034  28798579  53764349      -548
  12.74186  12.74246    0.0034  28788979  53772549     -1348
  12.74144  12.74205    0.0034  28790879  53774449     -1081
  12.74103  12.74163    0.0034  28776479  53748549     -1348
  12.74061  12.74120    0.0034  28776179  53753349     -1348
  12.74019  12.74077    0.0034  28786579  53783749      -814
  12.73978  12.74033    0.0034  28788479  53770949     -1614
  12.73936  12.73990    0.0034  28775079  53743749      -548
  12.73894  12.73949    0.0034  28759879  53743549     -1614
  12.73853  12.73909    0.0034  28784179  53742949      -548
  12.73811  12.73870    0.0034  28772179  53772549     -1614
  12.73769  12.73831    0.0034  28773279  53755749      -814
  12.73728  12.73790    0.0034  28769779  53737649     -1614
  12.73686  12.73749    0.0034  28762279  53734749     -1348
  12.73644  12.73707    0.0034  28774579  53752849     -1081
  12.73603  12.73663    0.0034  28788079  53758949     -1613
  12.73561  12.73620    0.0034  28758079  53744849      -814
  12.73519  12.73577    0.0034  28760679  53722449     -1881
  12.73478  12.73535    0.0034  28771079  53727549      -814
  12.73436  12.73493    0.0034  28773479  53748349     -1881
  12.73394  12.73452    0.0034  28778879  53759749      -548
  12.73353  12.73411    0.0034  28754579  53716349     -1614
  12.73311  12.73370    0.0034  28767079  53721349      -814
  12.73269  12.73329    0.0034  28756479  53722449     -1081
  12.73228  12.73288    0.0034  28766879  53736849     -1081
  12.73186  12.73247    0.0034  28763079  53720049      -814
  12.73144  12.73206    0.0034  28751079  53706149     -1348
  12.73103  12.73163    0.0034  28756179  53695549      -814
  12.73061  12.73120    0.0034  28770079  53729949     -1614
  12.73019  12.73077    0.0034  28757779  53701649      -281
  12.72978  12.73033    0.0034  28750879  53691549     -1348
  12.72936  12.72990    0.0034  28761479  53675949     -1079
  12.72894  12.72949    0.0034  28754079  53677149     -1348
  12.72853  12.72909    0.0034  28748479  53698449     -1348
  12.72811  12.72870    0.0034  28751879  53653649     -1348
  12.72769  12.72830    0.0034  28730079  53640549     -1614
  12.72728  12.72790    0.0034  28750579  53644049     -1081
  12.72686  12.72748    0.0034  28752179  53637349     -1881
  12.72644  12.72706    0.0034  28740479  53609949     -1081
  12.72603  12.72662    0.0034  28738079  53586949     -1881
  12.72561  12.72619    0.0034  28731679  53573349     -1081
  12.72519  12.72576    0.0034  28743079  53568349     -1614
  12.72478  12.72534    0.0034  28734879  53562449     -1081
  12.72436  12.72492    0.0034  28730579  53527549     -1348
  12.72394  12.72451    0.0034  28718079  53486949     -1348
  12.72353  12.72410    0.0034  28731379  53464549     -1081
  12.72311  12.72369    0.0034  28731079  53482749     -1614
  12.72269  12.72327    0.0034  28723279  53460449      -546
  12.72228  12.72286    0.0034  28719079  53417149     -1881
  12.72186  12.72245    0.0034  28718279  53380349      -548
  12.72144  12.72204    0.0034  28717279  53334949     -1881
  12.72103  12.72162    0.0034  28727679  53322149      -814
  12.72061  12.72119    0.0034  28707079  53285949     -1348
  12.72019  12.72075    0.0034  28711879  53216349     -1081
  12.71978  12.72031    0.0034  28706879  53158449     -1348
  12.71936  12.71989    0.0034  28721279  53093149     -1614
  12.71894  12.71948    0.0034  28722879  53000349      -814
  12.71853  12.71908    0.0034  28706279  52894449     -1881
  12.71811  12.71869    0.0034  28703079  52797649     -1081
  12.71769  12.71829    0.0034  28694579  52644049     -1881
  12.71728  12.71789    0.0034  28704679  52512549      -814
  12.71686  12.71748    0.0034  28705779  52426949     -1614
  12.71644  12.71705    0.0034  28704479  52347249     -1348
  12.71603  12.71662    0.0034  28695079  52287249     -1614
  12.71561  12.71619    0.0034  28698279  52238749     -1346
  12.71519  12.71576    0.0034  28688179  52142949     -1348
  12.71478  12.71534    0.0034  28692979  52042949     -2148
  12.71436  12.71492    0.0034  28695879  51893649     -1081
  12.71394  12.71451    0.0034  28683679  51697149     -2148
  12.71353  12.71410    0.0034  28673479  51457649      -548
  12.71311  12.71369    0.0034  28667879  51177349     -2148
  12.71269  12.71327    0.0034  28667679  50853949     -1081
  12.71228  12.71287    0.0034  28658879  50470149     -1614
  12.71186  12.71246    0.0034  28629279  50011549     -1348
  12.71144  12.71204    0.0034  28653779  49491749      -814
  12.71103  12.71162    0.0034  28631679  48856849     -1614
  12.71061  12.71119    0.0034  28630579  48109349      -814
  12.71019  12.71075    0.0034  28621779  47140549     -1614
  12.70978  12.71031    0.0034  28620479  46008549      -814
  12.70936  12.70989    0.0034  28607879  44722449     -1881
  12.70894  12.70948    0.0034  28629679  43372949      -813
  12.70853  12.70908    0.0034  28614279  41820349     -1614
  12.70811  12.70869    0.0034  28591679  40282749     -1081
  12.70769  12.70829    0.0034  28601779  38884849     -1614
  12.70728  12.70789    0.0034  28608179  37719249     -1348
  12.70686  12.70748    0.0034  28609479  36758149     -1348
  12.70644  12.70706    0.0034  28604979  36039549     -1348
  12.70603  12.70662    0.0034  28587879  35573649      -814
  12.70561  12.70619    0.0034  28581479  35330449     -1881
  12.70519  12.70576    0.0034  28583679  35249949      -548
  12.70478  12.70534    0.0034  28577479  35263749     -1614
  12.70436  12.70492    0.0034  28568179  35271249      -548
  12.70394  12.70451    0.0034  28548679  35259549     -1348
  12.70353  12.70410    0.0034  28538279  35132349      -814
  12.70311  12.70369    0.0034  28505279  34911249      -814
  12.70269  12.70327    0.0034  28464679  34485949     -1081
  12.70228  12.70286    0.0034  28386179  33881049      -813
  12.70186  12.70246    0.0034  28333279  33148849     -1348
  12.70144  12.70204    0.0034  28294879  32336349      -281
  12.70103  12.70162    0.0034  28238279  31432549     -1348
  12.70061  12.70118    0.0034  28208979  30464349      -548
  12.70019  12.70075    0.0034  28162579  29462749     -1348
  12.69978  12.70031    0.0034  28163379  28490749      -548
  12.69936  12.69988    0.0034  28155679  27497649     -1081
  12.69894  12.69947    0.0034  28172679  26513149     -1081
  12.69853  12.69907    0.0034  28194079  25501649      -548
  12.69811  12.69868    0.0034  28252979  24513649     -1348
  12.69769  12.69828    0.0034  28300479  23598749      -548
  12.69728  12.69788    0.0034  28368679  22780849     -1614
  12.69686  12.69746    0.0034  28408179  22042949      -548
  12.69644  12.69704    0.0034  28452979  21430149     -1348
  12.69603  12.69660    0.0034  28493279  20944849      -548
  12.69561  12.69617    0.0034  28543279  20548949     -1079
  12.69519  12.69574    0.0034  28582279  20203249      -814
  12.69478  12.69531    0.0034  28580679  19860049      -814
  12.69436  12.69490    0.0034  28595079  19541349     -1081
  12.69394  12.69449    0.0034  28600679  19242149      -281
  12.69353  12.69408    0.0034  28606579  18951749     -1614
  12.69311  12.69366    0.0034  28600979  18641149       -14
  12.69269  12.69325    0.0034  28580179  18321949     -1614
  12.69228  12.69284    0.0034  28592979  18008849      -281
  12.69186  12.69243    0.0034  28592679  17682949     -1348
  12.69144  12.69202    0.0034  28587079  17347249      -548
  12.69103  12.69160    0.0034  28580179  17008849      -814
  12.69061  12.69116    0.0034  28583679  16672849      -548
  12.69019  12.69073    0.0034  28575679  16386449      -281
  12.68978  12.69029    0.0034  28580179  16147549     -1081
  12.68936  12.68986    0.0034  28574879  15981649       -14
  12.68894  12.68945    0.0034  28574979  15870949     -1346
  12.68853  12.68905    0.0034  28574279  15839249       -14
  12.68811  12.68866    0.0034  28566079  15870449     -1348
  12.68769  12.68827    0.0034  28568679  15954149      -548
  12.68728  12.68786    0.0034  28570279  16065149      -814
  12.68686  12.68745    0.0034  28551079  16189649      -814
  12.68644  12.68702    0.0034  28559379  16339549     -1081
  12.68603  12.68658    0.0034  28552679  16503249     -1081
  12.68561  12.68615    0.0034  28555879  16665949      -281
  12.68519  12.68572    0.0034  28552179  16853349     -1614
  12.68478  12.68530    0.0034  28547879  17059249       -14
  12.68436  12.68489    0.0034  28544179  17294449     -1614
  12.68394  12.68447    0.0034  28545279  17562949      -281
  12.68353  12.68406    0.0034  28557479  17863549     -1348
  12.68311  12.68365    0.0034  28539879  18168349      -548
  12.68269  12.68324    0.0034  28535379  18503549     -1081
  12.68228  12.68283    0.0034  28538679  18853349      -813
  12.68186  12.68242    0.0034  28532679  19165649      -548
  12.68144  12.68201    0.0034  28533279  19476349     -1081
  12.68103  12.68159    0.0034  28526279  19761149      -281
  12.68061  12.68116    0.0034  28509279  20020049     -1348
  12.68019  12.68072    0.0034  28527679  20251249       -14
  12.67978  12.68029    0.0034  28521479  20477349     -1348
  12.67936  12.67986    0.0034  28518279  20675549      -281
  12.67894  12.67945    0.0034  28512679  20863249      -814
  12.67853  12.67905    0.0034  28510079  21045349      -814
  12.67811  12.67866    0.0034  28508479  21222149      -548
  12.67769  12.67827    0.0034  28507379  21384849     -1081
  12.67728  12.67787    0.0034  28508979  21556049      -281
  12.67686  12.67746    0.0034  28502279  21708049     -1081
  12.67644  12.67703    0.0034  28506279  21866749      -281
  12.67603  12.67660    0.0034  28505479  22009149     -1614
  12.67561  12.67616    0.0034  28501679  22128349      -279
  12.67519  12.67573    0.0034  28497279  22230149     -1348
  12.67478  12.67531    0.0034  28489779  22299249      -548
  12.67436  12.67490    0.0034  28496979  22361349      -814
  12.67394  12.67449    0.0034  28500479  22413649     -1081
  12.67353  12.67407    0.0034  28502279  22430749      -548
  12.67311  12.67366    0.0034  28476679  22450149     -1348
  12.67269  12.67325    0.0034  28476979  22437949       252
  12.67228  12.67284    0.0034  28484679  22423749     -1348
  12.67186  12.67243    0.0034  28491079  22427549       -14
  12.67144  12.67201    0.0034  28490579  22376849     -1081
  12.67103  12.67159    0.0034  28478879  22348549      -281
  12.67061  12.67116    0.0034  28468179  22321149      -814
  12.67019  12.67072    0.0034  28474879  22297149      -281
  12.66978  12.67028    0.0034  28475079  22273149      -548
  12.66936  12.66985    0.0034  28468479  22249149      -814
  12.66894  12.66944    0.0034  28456179  22230949      -281
  12.66853  12.66905    0.0034  28460079  22233449     -1079
  12.66811  12.66866    0.0034  28472179  22225149       -14
  12.66769  12.66826    0.0034  28474879  22225949     -1348
  12.66728  12.66786    0.0034  28458079  22225949      -281
  12.66686  12.66745    0.0034  28449779  22236849     -1081
  12.66644  12.66702    0.0034  28458879  22263549      -548
  12.66603  12.66658    0.0034  28459879  22286149      -814
  12.66561  12.66615    0.0034  28455679  22318149      -814
  12.66519  12.66572    0.0034  28435379  22327249      -281
  12.66478  12.66530    0.0034  28428979  22358149     -1081
  12.66436  12.66489    0.0034  28432479  22389149      -281
  12.66394  12.66447    0.0034  28453779  22434449     -1081
  12.66353  12.66406    0.0034  28440979  22461349      -281
  12.66311  12.66365    0.0034  28421479  22476349     -1081
  12.66269  12.66324    0.0034  28415379  22522149      -548
  12.66228  12.66283    0.0034  28441279  22564049      -814
  12.66186  12.66242    0.0034  28430979  22609549      -546
  12.66144  12.66201    0.0034  28425279  22652049      -548
  12.66103  12.66158    0.0034  28398279  22688849     -1081
  12.66061  12.66115    0.0034  28409279  22742949       -14
  12.66019  12.66071    0.0034  28415679  22800849     -1348
  12.65978  12.66028    0.0034  28409279  22851249       252
  12.65936  12.65985    0.0034  28382079  22906749     -1348
  12.65894  12.65944    0.0034  28338579  22966949       252
  12.65853  12.65905    0.0034  28303379  23017949      -814
  12.65811  12.65865    0.0034  28237779  23062749      -548
  12.65769  12.65826    0.0034  28154279  23096549      -281
  12.65728  12.65786    0.0034  28076179  23131249     -1081
  12.65686  12.65745    0.0034  28025479  23204349      -281
  12.65644  12.65702    0.0034  28003679  23320049     -1081
  12.65603  12.65659    0.0034  27994879  23424349       -14
  12.65561  12.65615    0.0034  27980679  23546149     -1348
  12.65519  12.65572    0.0034  28002079  23679149      -279
  12.65478  12.65530    0.0034  27989479  23801149     -1348
  12.65436  12.65489    0.0034  28014279  23938749      -281
  12.65394  12.65447    0.0034  28027879  24080549     -1081
  12.65353  12.65406    0.0034  28066879  24215249      -814
  12.65311  12.65365    0.0034  28118879  24383749      -548
  12.65269  12.65324    0.0034  28193479  24541949     -1081
  12.65228  12.65283    0.0034  28257479  24686949      -281
  12.65186  12.65242    0.0034  28310279  24816349     -1614
  12.65144  12.65200    0.0034  28350579  24923749       -14
  12.65103  12.65159    0.0034  28368479  25029349     -1614
  12.65061  12.65115    0.0034  28397779  25110949      -281
  12.65019  12.65072    0.0034  28399879  25172349     -1081
  12.64978  12.65028    0.0034  28400979  25225649      -548
  12.64936  12.64985    0.0034  28406079  25289149      -814
  12.64894  12.64944    0.0034  28402579  25329349      -814
  12.64853  12.64905    0.0034  28416579  25372449      -546
  12.64811  12.64865    0.0034  28405479  25394749     -1081
  12.64769  12.64826    0.0034  28402879  25429149      -281
  12.64728  12.64786    0.0034  28394279  25454749     -1614
  12.64686  12.64745    0.0034  28400479  25456349      -281
  12.64644  12.64702    0.0034  28377779  25472549     -1348
  12.64603  12.64658    0.0034  28393279  25474449      -814
  12.64561  12.64615    0.0034  28388979  25462449     -1081
  12.64519  12.64572    0.0034  28388979  25438949     -1081
  12.64478  12.64530    0.0034  28389479  25424549      -814
  12.64436  12.64488    0.0034  28375379  25384849     -1081
  12.64394  12.64447    0.0034  28376479  25353149      -548
  12.64353  12.64406    0.0034  28365779  25288049     -1614
  12.64311  12.64364    0.0034  28351679  25232049      -281
  12.64269  12.64323    0.0034  28338079  25165649     -1881
  12.64228  12.64282    0.0034  28332679  25088849      -548
  12.64186  12.64241    0.0034  28323179  25024349     -1346
  12.64144  12.64199    0.0034  28313279  24949949      -814
  12.64103  12.64157    0.0034  28288179  24857149     -1081
  12.64061  12.64114    0.0034  28302879  24775749      -814
  12.64019  12.64070    0.0034  28278879  24689349      -814
  12.63978  12.64027    0.0034  28270079  24592849     -1348
  12.63936  12.63984    0.0034  28265779  24510149      -548
  12.63894  12.63944    0.0034  28258879  24428349     -1881
  12.63853  12.63903    0.0034  28255379  24327249      -548
  12.63811  12.63864    0.0034  28248979  24227549     -1614
  12.63769  12.63825    0.0034  28241279  24130749      -548
  12.63728  12.63785    0.0034  28230879  24038149     -1348
  12.63686  12.63744    0.0034  28231879  23950449      -814
  12.63644  12.63701    0.0034  28226879  23863749     -1081
  12.63603  12.63657    0.0034  28233779  23776849     -1081
  12.63561  12.63614    0.0034  28231379  23681949      -548
  12.63519  12.63571    0.0034  28236279  23589849     -1613
  12.63478  12.63529    0.0034  28247379  23516349      -281
  12.63436  12.63488    0.0034  28252679  23424349     -1614
  12.63394  12.63447    0.0034  28263879  23337349      -281
  12.63353  12.63406    0.0034  28245779  23234149     -1348
  12.63311  12.63365    0.0034  28258879  23149349      -548
  12.63269  12.63323    0.0034  28262279  23076549      -814
  12.63228  12.63282    0.0034  28270079  22986749     -1081
  12.63186  12.63242    0.0034  28266879  22896849      -548
  12.63144  12.63200    0.0034  28274579  22786949     -1348
  12.63103  12.63158    0.0034  28286079  22714749      -281
  12.63061  12.63115    0.0034  28284179  22628049     -1348
  12.63019  12.63071    0.0034  28279679  22537649       -14
  12.62978  12.63028    0.0034  28291679  22448349     -1081
  12.62936  12.62985    0.0034  28297479  22362449      -548
  12.62894  12.62944    0.0034  28306279  22287249      -814
  12.62853  12.62904    0.0034  28327179  22212149      -546
  12.62811  12.62865    0.0034  28307079  22129149      -548
  12.62769  12.62826    0.0034  28312179  22040049      -814
  12.62728  12.62786    0.0034  28326279  21975549      -548
  12.62686  12.62744    0.0034  28329279  21910749     -1081
  12.62644  12.62702    0.0034  28331079  21850449       -14
  12.62603  12.62659    0.0034  28336679  21776349     -1081
  12.62561  12.62615    0.0034  28328979  21709649       -14
  12.62519  12.62572    0.0034  28336179  21655749     -1081
  12.62478  12.62530    0.0034  28336179  21605649      -548
  12.62436  12.62489    0.0034  28322579  21559249      -548
  12.62394  12.62448    0.0034  28334079  21505949      -814
  12.62353  12.62407    0.0034  28332979  21445149      -281
  12.62311  12.62366    0.0034  28344479  21417649     -1081
  12.62269  12.62325    0.0034  28345279  21365949       -14
  12.62228  12.62283    0.0034  28328979  21323549     -1614
  12.62186  12.62243    0.0034  28327979  21281449       254
  12.62144  12.62201    0.0034  28327379  21240549     -1348
  12.62103  12.62159    0.0034  28323079  21205949      -281
  12.62061  12.62116    0.0034  28340679  21166949      -814
  12.62019  12.62072    0.0034  28326079  21121149      -548
  12.61978  12.62029    0.0034  28323079  21074749      -814
  12.61936  12.61986    0.0034  28324179  21036549      -814
  12.61894  12.61944    0.0034  28321779  21000049       -14
  12.61853  12.61905    0.0034  28308479  20966149     -1348
  12.61811  12.61866    0.0034  28308979  20920049       252
  12.61769  12.61826    0.0034  28304979  20891749     -1081
  12.61728  12.61786    0.0034  28310579  20863249      -281
  12.61686  12.61744    0.0034  28299079  20830449      -814
  12.61644  12.61702    0.0034  28299379  20781649      -548
  12.61603  12.61658    0.0034  28305279  20776349      -548
  12.61561  12.61614    0.0034  28306579  20754949      -548
  12.61519  12.61571    0.0034  28294579  20725949      -548
  12.61478  12.61529    0.0034  28309579  20716549      -813
  12.61436  12.61488    0.0034  28283379  20698449      -281
  12.61394  12.61447    0.0034  28296179  20686449      -814
  12.61353  12.61405    0.0034  28279079  20689649      -281
  12.61311  12.61364    0.0034  28286879  20682749      -814
  12.61269  12.61323    0.0034  28291079  20685149      -548
  12.61228  12.61282    0.0034  28285779  20688849      -548
  12.61186  12.61240    0.0034  28287679  20706749      -548
  12.61144  12.61199    0.0034  28287679  20729649      -548
  12.61103  12.61157    0.0034  28276179  20733649     -1081
  12.61061  12.61114    0.0034  28275879  20761949       -14
  12.61019  12.61070    0.0034  28276179  20782949     -1348
  12.60978  12.61027    0.0034  28272179  20801349      -281
  12.60936  12.60984    0.0034  28265479  20824049     -1348
  12.60894  12.60943    0.0034  28283879  20857349      -281
  12.60853  12.60903    0.0034  28293779  20882449     -1081
  12.60811  12.60864    0.0034  28275979  20920849      -546
  12.60769  12.60825    0.0034  28270879  20947749      -814
  12.60728  12.60784    0.0034  28271379  20986149      -814
  12.60686  12.60743    0.0034  28271379  21019249      -281
  12.60644  12.60700    0.0034  28272979  21053649     -1348
  12.60603  12.60657    0.0034  28256479  21083549       -14
  12.60561  12.60613    0.0034  28257279  21113949     -1348
  12.60519  12.60570    0.0034  28264479  21149949       -14
  12.60478  12.60528    0.0034  28267079  21188849     -1348
  12.60436  12.60487    0.0034  28255079  21218949      -548
  12.60394  12.60446    0.0034  28255379  21253349     -1081
  12.60353  12.60404    0.0034  28254279  21273949      -814
  12.60311  12.60363    0.0034  28253479  21323249      -548
  12.60269  12.60322    0.0034  28263379  21341349     -1348
  12.60228  12.60281    0.0034  28247379  21371249       -14
  12.60186  12.60240    0.0034  28237779  21398749     -1348
  12.60144  12.60198    0.0034  28245879  21443649      -279
  12.60103  12.60156    0.0034  28245779  21472849     -1081
  12.60061  12.60113    0.0034  28224979  21504549      -281
  12.60019  12.60069    0.0034  28222579  21532849     -1348
  12.59978  12.60026    0.0034  28226579  21565349      -281
  12.59936  12.59983    0.0034  28242279  21613949      -548
  12.59894  12.59942    0.0034  28247079  21634149      -814
  12.59853  12.59902    0.0034  28232179  21672049      -281
  12.59811  12.59863    0.0034  28216479  21701149     -1348
  12.59769  12.59824    0.0034  28215879  21733349       -14
  12.59728  12.59784    0.0034  28228679  21769649     -1348
  12.59686  12.59743    0.0034  28227679  21801149      -281
  12.59644  12.59700    0.0034  28222079  21829349     -1348
  12.59603  12.59657    0.0034  28212479  21857949      -548
  12.59561  12.59613    0.0034  28219679  21893949      -814
  12.59519  12.59570    0.0034  28221479  21920049      -814
  12.59478  12.59528    0.0034  28217079  21957949     -1079
  12.59436  12.59487    0.0034  28207679  21962749     -1081
  12.59394  12.59446    0.0034  28204679  21997649      -281
  12.59353  12.59404    0.0034  28212979  22025349     -1614
  12.59311  12.59363    0.0034  28204979  22045349      -281
  12.59269  12.59322    0.0034  28184179  22069349     -1881
  12.59228  12.59281    0.0034  28199879  22100349      -281
  12.59186  12.59240    0.0034  28187879  22120549     -1348
  12.59144  12.59199    0.0034  28203379  22151249      -814
  12.59103  12.59156    0.0034  28198079  22169949     -1081
  12.59061  12.59113    0.0034  28180679  22189649     -1348
  12.59019  12.59069    0.0034  28194579  22211549      -814
  12.58978  12.59026    0.0034  28200679  22243549     -1348
  12.58936  12.58983    0.0034  28183879  22262149      -281
  12.58894  12.58942    0.0034  28185279  22286449     -1614
  12.58853  12.58902    0.0034  28182079  22307549      -281
  12.58811  12.58863    0.0034  28175379  22335349     -1880
  12.58769  12.58823    0.0034  28186579  22360849      -281
  12.58728  12.58783    0.0034  28180179  22376549      -814
  12.58686  12.58741    0.0034  28162579  22390149     -1081
  12.58644  12.58698    0.0034  28158079  22409649      -548
