   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:39 - 17.10.06 11:39
                                                                                 
 Ring :   1.2 GeV   300.2 mA -  300.6 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.63989 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.15436  12.15444    0.0034  26352479  11514749       -14
  12.15394  12.15403    0.0034  26345279  11517949      -281
  12.15353  12.15361    0.0034  26347879  11513349      -548
  12.15311  12.15320    0.0034  26342279  11521649      -281
  12.15269  12.15280    0.0034  26335079  11521349      -814
  12.15228  12.15239    0.0034  26341779  11530949       252
  12.15186  12.15197    0.0034  26344179  11531249      -814
  12.15144  12.15155    0.0034  26339879  11533649       252
  12.15103  12.15112    0.0034  26344579  11536149      -813
  12.15061  12.15069    0.0034  26331379  11540049      -281
  12.15019  12.15025    0.0034  26344179  11544849      -548
  12.14978  12.14983    0.0034  26344979  11553949      -548
  12.14936  12.14942    0.0034  26343079  11550149      -548
  12.14894  12.14902    0.0034  26337479  11554949     -1081
  12.14853  12.14862    0.0034  26339379  11552049       -14
  12.14811  12.14823    0.0034  26339679  11557149     -1614
  12.14769  12.14782    0.0034  26342079  11559749       -14
  12.14728  12.14741    0.0034  26331679  11560349     -1348
  12.14686  12.14698    0.0034  26327879  11561949      -281
  12.14644  12.14654    0.0034  26329279  11576049     -1081
  12.14603  12.14611    0.0034  26330079  11570449      -281
  12.14561  12.14568    0.0034  26324679  11570949      -814
  12.14519  12.14526    0.0034  26318279  11570449      -814
  12.14478  12.14485    0.0034  26327679  11580849      -281
  12.14436  12.14443    0.0034  26325879  11582349     -1079
  12.14394  12.14402    0.0034  26315379  11589949       -14
  12.14353  12.14361    0.0034  26337779  11594749     -1614
  12.14311  12.14319    0.0034  26330079  11592549       -14
  12.14269  12.14278    0.0034  26319379  11582749     -1081
  12.14228  12.14237    0.0034  26321279  11596349      -281
  12.14186  12.14195    0.0034  26333779  11597949      -814
  12.14144  12.14153    0.0034  26327379  11609349      -814
  12.14103  12.14110    0.0034  26311679  11601349      -548
  12.14061  12.14066    0.0034  26318079  11602149      -814
  12.14019  12.14022    0.0034  26323679  11618949      -281
  12.13978  12.13980    0.0034  26327679  11610749     -1348
  12.13936  12.13939    0.0034  26314879  11624549       252
  12.13894  12.13899    0.0034  26317479  11625149     -1081
  12.13853  12.13860    0.0034  26327879  11626449      -281
  12.13811  12.13820    0.0034  26327379  11630149      -814
  12.13769  12.13779    0.0034  26337879  11641049      -546
  12.13728  12.13738    0.0034  26315379  11635549      -814
  12.13686  12.13695    0.0034  26308679  11636549      -814
  12.13644  12.13651    0.0034  26314079  11640549      -281
  12.13603  12.13608    0.0034  26314579  11645949     -1614
  12.13561  12.13565    0.0034  26308479  11650749       252
  12.13519  12.13523    0.0034  26299879  11642749     -1348
  12.13478  12.13482    0.0034  26304179  11651549       -14
  12.13436  12.13440    0.0034  26308979  11647749     -1348
  12.13394  12.13399    0.0034  26297779  11657649      -281
  12.13353  12.13358    0.0034  26289279  11660049      -814
  12.13311  12.13316    0.0034  26292479  11660349      -814
  12.13269  12.13276    0.0034  26282279  11659749      -281
  12.13228  12.13235    0.0034  26298579  11666749     -1348
  12.13186  12.13193    0.0034  26297779  11665149       -14
  12.13144  12.13151    0.0034  26281479  11666149     -1348
  12.13103  12.13108    0.0034  26285279  11673349       252
  12.13061  12.13064    0.0034  26292279  11681049     -1079
  12.13019  12.13020    0.0034  26293279  11683549       252
  12.12978  12.12978    0.0034  26286279  11686949      -814
  12.12936  12.12937    0.0034  26282279  11681649      -281
  12.12894  12.12897    0.0034  26280679  11688349      -548
  12.12853  12.12858    0.0034  26280679  11688849      -548
  12.12811  12.12819    0.0034  26271679  11692549       -14
  12.12769  12.12778    0.0034  26267679  11686949     -1081
  12.12728  12.12736    0.0034  26280679  11694449       252
  12.12686  12.12693    0.0034  26275679  11701349     -1081
  12.12644  12.12650    0.0034  26259079  11702149       786
  12.12603  12.12607    0.0034  26260479  11700049      -814
  12.12561  12.12564    0.0034  26261479  11702149       -14
  12.12519  12.12522    0.0034  26254879  11704049      -281
  12.12478  12.12481    0.0034  26259879  11708849      -281
  12.12436  12.12440    0.0034  26258279  11716549       -14
  12.12394  12.12399    0.0034  26267679  11716249      -813
  12.12353  12.12357    0.0034  26255079  11711749       519
  12.12311  12.12316    0.0034  26258579  11716349      -814
  12.12269  12.12275    0.0034  26247679  11724049       519
  12.12228  12.12234    0.0034  26249479  11722949      -814
  12.12186  12.12193    0.0034  26254079  11729349       519
  12.12144  12.12150    0.0034  26244979  11731249      -548
  12.12103  12.12107    0.0034  26246079  11731549       -14
  12.12061  12.12063    0.0034  26233279  11734449      -281
  12.12019  12.12019    0.0034  26241479  11733949      -281
  12.11978  12.11977    0.0034  26234579  11738449       -14
  12.11936  12.11936    0.0034  26233779  11740849      -814
  12.11894  12.11896    0.0034  26238579  11748049       519
  12.11853  12.11857    0.0034  26231879  11742749      -814
  12.11811  12.11817    0.0034  26226079  11748549       252
  12.11769  12.11777    0.0034  26216679  11750949     -1081
  12.11728  12.11735    0.0034  26238879  11754949      -279
  12.11686  12.11692    0.0034  26221479  11764849      -548
  12.11644  12.11649    0.0034  26225279  11758749      -281
  12.11603  12.11605    0.0034  26214879  11765949       -14
  12.11561  12.11562    0.0034  26211679  11760849      -814
  12.11519  12.11521    0.0034  26200679  11765649       -14
  12.11478  12.11480    0.0034  26214879  11763549     -1081
  12.11436  12.11438    0.0034  26202879  11767249       -14
  12.11394  12.11397    0.0034  26214579  11768549     -1081
  12.11353  12.11356    0.0034  26199679  11774449      -281
  12.11311  12.11315    0.0034  26198079  11769949     -1081
  12.11269  12.11273    0.0034  26206879  11782149      -548
  12.11228  12.11232    0.0034  26203679  11773649      -548
  12.11186  12.11191    0.0034  26200179  11775749     -1081
  12.11144  12.11148    0.0034  26179079  11778149       -14
  12.11103  12.11105    0.0034  26192179  11786149     -1348
  12.11061  12.11061    0.0034  26202079  11798649       254
  12.11019  12.11018    0.0034  26194879  11791749     -1614
  12.10978  12.10976    0.0034  26181479  11790449       252
  12.10936  12.10934    0.0034  26180679  11793349     -1081
  12.10894  12.10894    0.0034  26180679  11805349       -14
  12.10853  12.10855    0.0034  26201479  11804549      -814
  12.10811  12.10816    0.0034  26174879  11809649      -548
  12.10769  12.10775    0.0034  26175379  11795549      -281
  12.10728  12.10734    0.0034  26174079  11803249     -1081
  12.10686  12.10691    0.0034  26173279  11811549       -14
  12.10644  12.10647    0.0034  26172979  11812049     -1614
  12.10603  12.10604    0.0034  26160179  11806749       519
  12.10561  12.10561    0.0034  26164679  11808849     -1081
  12.10519  12.10520    0.0034  26163679  11812849      -281
  12.10478  12.10478    0.0034  26172179  11822149      -814
  12.10436  12.10437    0.0034  26171079  11822949      -548
  12.10394  12.10396    0.0034  26165779  11822649      -546
  12.10353  12.10355    0.0034  26146579  11820849      -814
  12.10311  12.10314    0.0034  26146279  11835749      -281
  12.10269  12.10273    0.0034  26159679  11836349     -1081
  12.10228  12.10232    0.0034  26148979  11840049       252
  12.10186  12.10190    0.0034  26144679  11827249     -1348
  12.10144  12.10148    0.0034  26138279  11832349       252
  12.10103  12.10105    0.0034  26134879  11844049     -1081
  12.10061  12.10061    0.0034  26155379  11847249      -281
  12.10019  12.10018    0.0034  26143679  11846749      -548
  12.09978  12.09976    0.0034  26145779  11850449      -548
  12.09936  12.09935    0.0034  26142279  11852349       -14
  12.09894  12.09895    0.0034  26139079  11855549     -1081
  12.09853  12.09856    0.0034  26142579  11858449      -281
  12.09811  12.09816    0.0034  26140479  11852849     -1081
  12.09769  12.09776    0.0034  26125479  11857149       -14
  12.09728  12.09734    0.0034  26130879  11869049     -1079
  12.09686  12.09691    0.0034  26131679  11866749       -14
  12.09644  12.09648    0.0034  26124679  11870749      -814
  12.09603  12.09605    0.0034  26116679  11868849      -281
  12.09561  12.09562    0.0034  26122279  11872849      -281
  12.09519  12.09520    0.0034  26127079  11880049      -814
  12.09478  12.09479    0.0034  26116979  11878749       -14
  12.09436  12.09438    0.0034  26110579  11882449      -814
  12.09394  12.09397    0.0034  26105279  11885149       252
  12.09353  12.09356    0.0034  26100479  11876049     -1081
  12.09311  12.09315    0.0034  26081479  11886949       519
  12.09269  12.09274    0.0034  26060179  11873949      -814
  12.09228  12.09233    0.0034  26016679  11854149       519
  12.09186  12.09191    0.0034  26000479  11846949      -281
  12.09144  12.09149    0.0034  25998279  11852549       -14
  12.09103  12.09106    0.0034  26003879  11859749       -14
  12.09061  12.09062    0.0034  26024679  11875449      -813
  12.09019  12.09019    0.0034  26046579  11887749       252
  12.08978  12.08976    0.0034  26059879  11892049      -814
  12.08936  12.08935    0.0034  26060179  11905149       786
  12.08894  12.08896    0.0034  26077279  11915749      -814
  12.08853  12.08857    0.0034  26086079  11917949       252
  12.08811  12.08817    0.0034  26069279  11911549      -548
  12.08769  12.08776    0.0034  26079079  11917149       -14
  12.08728  12.08734    0.0034  26065279  11927549       -14
  12.08686  12.08691    0.0034  26073479  11929949      -548
  12.08644  12.08648    0.0034  26075379  11924849       -14
  12.08603  12.08605    0.0034  26056679  11926949      -814
  12.08561  12.08562    0.0034  26070579  11931749       252
  12.08519  12.08521    0.0034  26066079  11933949     -1081
  12.08478  12.08479    0.0034  26071379  11943549       -14
  12.08436  12.08438    0.0034  26057479  11940549      -814
  12.08394  12.08397    0.0034  26057279  11945149      -279
  12.08353  12.08356    0.0034  26050879  11948849      -548
  12.08311  12.08315    0.0034  26059379  11950449      -814
  12.08269  12.08274    0.0034  26051379  11953349      -548
  12.08228  12.08233    0.0034  26047679  11954949     -1081
  12.08186  12.08192    0.0034  26050879  11953149       -14
  12.08144  12.08149    0.0034  26041479  11964049     -1348
  12.08103  12.08106    0.0034  26055379  11963549       252
  12.08061  12.08062    0.0034  26047379  11966449     -1348
  12.08019  12.08019    0.0034  26035879  11972849       -14
  12.07978  12.07977    0.0034  26028679  11972549      -814
  12.07936  12.07936    0.0034  26035079  11970949      -281
  12.07894  12.07896    0.0034  26039379  11980549      -548
  12.07853  12.07857    0.0034  26018279  11972349      -814
  12.07811  12.07818    0.0034  26014579  11985349       -14
  12.07769  12.07778    0.0034  26005779  11989349     -1081
  12.07728  12.07736    0.0034  26022879  11991249       252
  12.07686  12.07693    0.0034  26029479  11996549     -1346
  12.07644  12.07650    0.0034  26008179  11994449       252
  12.07603  12.07606    0.0034  26006279  11992549      -814
  12.07561  12.07563    0.0034  26012179  11993349      -281
  12.07519  12.07522    0.0034  26003879  11997349      -548
  12.07478  12.07481    0.0034  26011879  12006749      -814
  12.07436  12.07440    0.0034  25999879  12006149       -14
  12.07394  12.07399    0.0034  26001479  12010949      -814
  12.07353  12.07357    0.0034  26009779  12008349       -14
  12.07311  12.07316    0.0034  26020679  12018149     -1081
  12.07269  12.07275    0.0034  26009279  12014449       252
  12.07228  12.07234    0.0034  25993279  12022749     -1081
  12.07186  12.07193    0.0034  25994579  12020349       -14
  12.07144  12.07150    0.0034  25994579  12030949      -814
  12.07103  12.07107    0.0034  26003879  12034149       -14
  12.07061  12.07064    0.0034  25988179  12032549      -548
  12.07019  12.07020    0.0034  25990579  12040549      -813
  12.06978  12.06978    0.0034  25981279  12036349      -281
  12.06936  12.06937    0.0034  25988479  12042449     -1081
  12.06894  12.06897    0.0034  25982579  12038749       252
  12.06853  12.06858    0.0034  25959379  12042949     -1081
  12.06811  12.06818    0.0034  25965279  12046449       252
  12.06769  12.06778    0.0034  25974079  12049149      -814
  12.06728  12.06736    0.0034  25978579  12051749      -281
  12.06686  12.06693    0.0034  25965479  12060049      -548
  12.06644  12.06650    0.0034  25959679  12058449      -548
  12.06603  12.06606    0.0034  25969479  12065349       -14
  12.06561  12.06564    0.0034  25978279  12076549      -814
  12.06519  12.06522    0.0034  25956979  12072349       -14
  12.06478  12.06480    0.0034  25952979  12067749     -1081
  12.06436  12.06440    0.0034  25957479  12070949       252
  12.06394  12.06398    0.0034  25951079  12080349     -1081
  12.06353  12.06357    0.0034  25968679  12090249       -12
  12.06311  12.06316    0.0034  25950579  12080349      -814
  12.06269  12.06274    0.0034  25945279  12082749       -14
  12.06228  12.06234    0.0034  25936979  12085349      -281
  12.06186  12.06192    0.0034  25956679  12091749      -814
  12.06144  12.06149    0.0034  25942879  12097649       -14
  12.06103  12.06106    0.0034  25939679  12094149     -1081
  12.06061  12.06062    0.0034  25928179  12098749       252
  12.06019  12.06018    0.0034  25936979  12104549     -1348
  12.05978  12.05976    0.0034  25943079  12120049       252
  12.05936  12.05935    0.0034  25933479  12120549     -1081
  12.05894  12.05895    0.0034  25939379  12123549      -281
  12.05853  12.05855    0.0034  25934879  12120549      -548
  12.05811  12.05816    0.0034  25930579  12127749      -814
  12.05769  12.05775    0.0034  25929479  12133649      -548
  12.05728  12.05733    0.0034  25928679  12127749     -1081
  12.05686  12.05690    0.0034  25931379  12141149       254
  12.05644  12.05646    0.0034  25930879  12141949     -1614
  12.05603  12.05603    0.0034  25926279  12135749       519
  12.05561  12.05560    0.0034  25925279  12143749     -1614
  12.05519  12.05518    0.0034  25912479  12144349      -281
  12.05478  12.05477    0.0034  25915379  12150149      -814
  12.05436  12.05436    0.0034  25919379  12153149      -548
  12.05394  12.05395    0.0034  25915079  12157349      -281
  12.05353  12.05354    0.0034  25915679  12159549      -814
  12.05311  12.05313    0.0034  25919379  12162949      -281
  12.05269  12.05271    0.0034  25904979  12173949      -814
  12.05228  12.05231    0.0034  25916979  12164349       -14
  12.05186  12.05189    0.0034  25902879  12178749     -1348
  12.05144  12.05146    0.0034  25919079  12178749      -281
  12.05103  12.05103    0.0034  25907379  12182949      -814
  12.05061  12.05060    0.0034  25897779  12179749      -281
  12.05019  12.05016    0.0034  25903079  12189749      -279
  12.04978  12.04974    0.0034  25911079  12187549      -548
  12.04936  12.04933    0.0034  25905279  12187249       -14
  12.04894  12.04894    0.0034  25894579  12193649      -548
  12.04853  12.04854    0.0034  25894279  12199549       252
  12.04811  12.04814    0.0034  25896179  12204849     -1081
  12.04769  12.04773    0.0034  25895379  12211749       252
  12.04728  12.04732    0.0034  25899079  12210449     -1348
  12.04686  12.04689    0.0034  25891679  12214949       252
  12.04644  12.04646    0.0034  25886279  12211749      -548
  12.04603  12.04602    0.0034  25895879  12226749      -281
  12.04561  12.04560    0.0034  25888179  12228849      -548
  12.04519  12.04518    0.0034  25882079  12232349      -281
  12.04478  12.04477    0.0034  25886879  12231749       -14
  12.04436  12.04435    0.0034  25891879  12237149     -1081
  12.04394  12.04394    0.0034  25896479  12242449       519
  12.04353  12.04353    0.0034  25893479  12250249     -1079
  12.04311  12.04312    0.0034  25873779  12246749       252
  12.04269  12.04271    0.0034  25872479  12244849      -814
  12.04228  12.04230    0.0034  25869279  12255749      -281
  12.04186  12.04188    0.0034  25887679  12260849      -548
  12.04144  12.04146    0.0034  25882079  12262949      -548
  12.04103  12.04103    0.0034  25876479  12256349      -281
  12.04061  12.04059    0.0034  25873279  12268549      -548
  12.04019  12.04016    0.0034  25875879  12273949       -14
  12.03978  12.03974    0.0034  25873279  12284849     -1081
  12.03936  12.03933    0.0034  25869279  12276549       -14
  12.03894  12.03893    0.0034  25866079  12286749     -1081
  12.03853  12.03854    0.0034  25863079  12282149       -14
  12.03811  12.03814    0.0034  25872979  12286949      -814
  12.03769  12.03774    0.0034  25877779  12298149      -281
  12.03728  12.03732    0.0034  25879679  12301949      -548
  12.03686  12.03689    0.0034  25856979  12306049      -546
  12.03644  12.03646    0.0034  25865779  12303749      -281
  12.03603  12.03602    0.0034  25859879  12310749     -1081
  12.03561  12.03560    0.0034  25859379  12313149       -14
  12.03519  12.03518    0.0034  25852679  12306949     -1348
  12.03478  12.03477    0.0034  25855079  12313949       252
  12.03436  12.03436    0.0034  25858079  12323749     -1081
  12.03394  12.03394    0.0034  25865479  12324549       -14
  12.03353  12.03353    0.0034  25846579  12330749      -814
  12.03311  12.03312    0.0034  25841479  12326749      -548
  12.03269  12.03271    0.0034  25849279  12329649      -281
  12.03228  12.03229    0.0034  25857479  12338949      -814
  12.03186  12.03188    0.0034  25842279  12345649       252
  12.03144  12.03145    0.0034  25844479  12341949     -1081
  12.03103  12.03102    0.0034  25843079  12350149       519
  12.03061  12.03059    0.0034  25853779  12358749     -1081
  12.03019  12.03015    0.0034  25845779  12357349       -14
  12.02978  12.02973    0.0034  25847379  12359849      -546
  12.02936  12.02932    0.0034  25841479  12354149      -281
  12.02894  12.02893    0.0034  25828679  12359249      -281
  12.02853  12.02853    0.0034  25844179  12369349      -281
  12.02811  12.02813    0.0034  25844679  12382749       252
  12.02769  12.02773    0.0034  25836679  12378949     -1081
  12.02728  12.02731    0.0034  25831679  12376549       519
  12.02686  12.02688    0.0034  25832979  12388549      -814
  12.02644  12.02645    0.0034  25840679  12391749       519
  12.02603  12.02601    0.0034  25831879  12391749     -1081
  12.02561  12.02559    0.0034  25820679  12397649       -14
  12.02519  12.02518    0.0034  25832979  12391749      -548
  12.02478  12.02476    0.0034  25817479  12397149      -548
  12.02436  12.02435    0.0034  25824479  12403249      -281
  12.02394  12.02394    0.0034  25833479  12407549      -814
  12.02353  12.02353    0.0034  25819679  12401149       -14
  12.02311  12.02312    0.0034  25821979  12414249     -1346
  12.02269  12.02271    0.0034  25817279  12414749       252
  12.02228  12.02230    0.0034  25817279  12420349     -1081
  12.02186  12.02188    0.0034  25804679  12419549       -14
  12.02144  12.02146    0.0034  25802579  12421949      -814
  12.02103  12.02103    0.0034  25818079  12423749      -548
  12.02061  12.02059    0.0034  25807379  12430949      -548
  12.02019  12.02016    0.0034  25796979  12438149      -814
  12.01978  12.01973    0.0034  25792979  12434949      -281
  12.01936  12.01933    0.0034  25803079  12441349     -1081
  12.01894  12.01893    0.0034  25779879  12443749       -14
  12.01853  12.01854    0.0034  25785479  12449349     -1348
  12.01811  12.01814    0.0034  25790079  12449949       -14
  12.01769  12.01773    0.0034  25782279  12450149     -1081
  12.01728  12.01732    0.0034  25789779  12451749      -548
  12.01686  12.01689    0.0034  25794079  12454949      -814
  12.01644  12.01645    0.0034  25798279  12462349      -813
  12.01603  12.01602    0.0034  25784979  12464849       -14
  12.01561  12.01560    0.0034  25779879  12467749     -1081
  12.01519  12.01518    0.0034  25793779  12466949      -281
  12.01478  12.01477    0.0034  25775679  12470749     -1081
  12.01436  12.01436    0.0034  25781479  12482749       519
  12.01394  12.01395    0.0034  25768479  12475749     -1081
  12.01353  12.01354    0.0034  25769779  12476049       252
  12.01311  12.01312    0.0034  25762879  12478449     -1081
  12.01269  12.01271    0.0034  25772179  12486149      -548
  12.01228  12.01231    0.0034  25766079  12489649      -281
  12.01186  12.01189    0.0034  25755879  12494149      -814
  12.01144  12.01147    0.0034  25755679  12493149       252
  12.01103  12.01103    0.0034  25753279  12500849     -1081
  12.01061  12.01060    0.0034  25766079  12502449       252
  12.01019  12.01016    0.0034  25751379  12504049     -1081
  12.00978  12.00974    0.0034  25746479  12503949       -12
  12.00936  12.00933    0.0034  25733279  12504349      -814
  12.00894  12.00893    0.0034  25744179  12518449       -14
  12.00853  12.00854    0.0034  25737279  12517149      -548
  12.00811  12.00814    0.0034  25739679  12514449      -548
  12.00769  12.00773    0.0034  25732179  12516849      -281
  12.00728  12.00731    0.0034  25724679  12525149      -814
  12.00686  12.00688    0.0034  25734279  12531749       -14
  12.00644  12.00645    0.0034  25734579  12526949     -1081
  12.00603  12.00601    0.0034  25731679  12526449       519
  12.00561  12.00559    0.0034  25721779  12524549      -814
  12.00519  12.00517    0.0034  25710279  12528849       252
  12.00478  12.00476    0.0034  25726879  12538149     -1081
  12.00436  12.00434    0.0034  25711079  12540849      -281
  12.00394  12.00393    0.0034  25714279  12539749      -281
  12.00353  12.00352    0.0034  25698579  12546949      -548
  12.00311  12.00310    0.0034  25717479  12540749       -12
  12.00269  12.00269    0.0034  25708679  12555749      -814
  12.00228  12.00228    0.0034  25695379  12556049       252
  12.00186  12.00186    0.0034  25694579  12555549     -1348
  12.00144  12.00144    0.0034  25691879  12565149       252
  12.00103  12.00101    0.0034  25696479  12560549      -548
  12.00061  12.00057    0.0034  25715379  12567549      -281
  12.00019  12.00014    0.0034  25701479  12565949      -548
  11.99978  11.99971    0.0034  25688679  12576549      -281
  11.99936  11.99930    0.0034  25687679  12575549      -281
  11.99894  11.99891    0.0034  25697779  12574949     -1081
  11.99853  11.99851    0.0034  25679879  12577149       519
  11.99811  11.99812    0.0034  25682279  12586449     -1348
  11.99769  11.99771    0.0034  25678279  12580549       252
  11.99728  11.99729    0.0034  25677279  12591749     -1081
  11.99686  11.99686    0.0034  25670579  12584849       252
  11.99644  11.99643    0.0034  25671779  12591649     -1079
  11.99603  11.99599    0.0034  25659679  12585949      -548
  11.99561  11.99557    0.0034  25656679  12596049      -281
  11.99519  11.99515    0.0034  25658279  12596349      -814
  11.99478  11.99474    0.0034  25643879  12601349       252
  11.99436  11.99433    0.0034  25655879  12598449     -1081
  11.99394  11.99392    0.0034  25654279  12604049       252
  11.99353  11.99351    0.0034  25666879  12607549     -1348
  11.99311  11.99309    0.0034  25654279  12612049       -14
  11.99269  11.99268    0.0034  25652479  12616349     -1081
  11.99228  11.99227    0.0034  25651679  12615249      -281
  11.99186  11.99185    0.0034  25643379  12621949      -814
  11.99144  11.99143    0.0034  25651879  12624349      -548
  11.99103  11.99100    0.0034  25643379  12630949      -281
  11.99061  11.99056    0.0034  25643079  12630149     -1081
  11.99019  11.99013    0.0034  25638879  12628849       252
  11.98978  11.98970    0.0034  25642979  12631449     -1346
  11.98936  11.98930    0.0034  25643379  12642749       252
  11.98894  11.98890    0.0034  25636679  12637349     -1081
  11.98853  11.98851    0.0034  25631879  12646149      -281
  11.98811  11.98811    0.0034  25629779  12648049     -1081
  11.98769  11.98770    0.0034  25635079  12646449      -548
  11.98728  11.98728    0.0034  25621279  12643249      -548
  11.98686  11.98685    0.0034  25615379  12654749      -814
  11.98644  11.98642    0.0034  25627679  12652549      -281
  11.98603  11.98599    0.0034  25616979  12651249     -1081
  11.98561  11.98557    0.0034  25616479  12661349       -14
  11.98519  11.98515    0.0034  25614279  12666449     -1348
  11.98478  11.98474    0.0034  25615079  12668349       252
  11.98436  11.98433    0.0034  25604979  12665649     -1081
  11.98394  11.98392    0.0034  25611879  12672349      -281
  11.98353  11.98350    0.0034  25604179  12670449      -814
  11.98311  11.98309    0.0034  25621679  12688749      -546
  11.98269  11.98268    0.0034  25608479  12677349      -548
  11.98228  11.98227    0.0034  25604979  12678949     -1081
  11.98186  11.98186    0.0034  25591079  12681149       -14
  11.98144  11.98143    0.0034  25590879  12686949     -1348
  11.98103  11.98100    0.0034  25594079  12688349       -14
  11.98061  11.98056    0.0034  25600679  12694449     -1081
  11.98019  11.98012    0.0034  25591379  12692349       -14
  11.97978  11.97970    0.0034  25579079  12691749     -1081
  11.97936  11.97929    0.0034  25577279  12701349      -548
  11.97894  11.97890    0.0034  25588979  12713149      -281
  11.97853  11.97851    0.0034  25580979  12700549      -814
  11.97811  11.97811    0.0034  25580979  12700349       -14
  11.97769  11.97770    0.0034  25574079  12710149     -1081
  11.97728  11.97727    0.0034  25569779  12706449       519
  11.97686  11.97685    0.0034  25580979  12710149     -1081
  11.97644  11.97641    0.0034  25568679  12712549       -14
  11.97603  11.97598    0.0034  25569379  12715149      -813
  11.97561  11.97555    0.0034  25549279  12720049       -14
  11.97519  11.97514    0.0034  25569779  12724349      -548
  11.97478  11.97472    0.0034  25555379  12723749      -548
  11.97436  11.97431    0.0034  25543379  12723249       -14
  11.97394  11.97390    0.0034  25553279  12732849      -814
  11.97353  11.97349    0.0034  25552679  12735749       -14
  11.97311  11.97308    0.0034  25556979  12739549     -1081
  11.97269  11.97267    0.0034  25547379  12730949       519
  11.97228  11.97226    0.0034  25538279  12733649     -1348
  11.97186  11.97183    0.0034  25542079  12744049       252
  11.97144  11.97141    0.0034  25537479  12745949      -814
  11.97103  11.97098    0.0034  25535679  12742449      -281
  11.97061  11.97054    0.0034  25525479  12751749      -281
  11.97019  11.97011    0.0034  25521779  12740849      -548
  11.96978  11.96969    0.0034  25533779  12752849       -14
  11.96936  11.96928    0.0034  25529379  12763149      -813
  11.96894  11.96888    0.0034  25532479  12754149       519
  11.96853  11.96849    0.0034  25505479  12753349     -1081
  11.96811  11.96809    0.0034  25515679  12763549       252
  11.96769  11.96768    0.0034  25515879  12768049      -814
  11.96728  11.96726    0.0034  25519679  12766749       -14
  11.96686  11.96683    0.0034  25508979  12763749      -814
  11.96644  11.96640    0.0034  25497279  12772849      -548
  11.96603  11.96596    0.0034  25500979  12785649       -14
  11.96561  11.96554    0.0034  25512179  12788049      -814
  11.96519  11.96513    0.0034  25497779  12778949       252
  11.96478  11.96471    0.0034  25489279  12781149     -1081
  11.96436  11.96430    0.0034  25488679  12787549       252
  11.96394  11.96389    0.0034  25501779  12788549      -814
  11.96353  11.96348    0.0034  25499379  12800349      -281
  11.96311  11.96307    0.0034  25488679  12796549      -814
  11.96269  11.96266    0.0034  25487279  12794949      -279
  11.96228  11.96225    0.0034  25484179  12798149      -281
  11.96186  11.96183    0.0034  25488979  12800849      -814
  11.96144  11.96141    0.0034  25474079  12799249       -14
  11.96103  11.96097    0.0034  25477479  12796849     -1081
  11.96061  11.96054    0.0034  25470579  12797649       519
  11.96019  11.96011    0.0034  25469279  12808049     -1348
  11.95978  11.95968    0.0034  25477279  12819249       -14
  11.95936  11.95928    0.0034  25466879  12808349     -1081
  11.95894  11.95888    0.0034  25463379  12816549      -281
  11.95853  11.95849    0.0034  25463079  12815249      -548
  11.95811  11.95809    0.0034  25455079  12820049      -548
  11.95769  11.95769    0.0034  25458279  12819549      -281
  11.95728  11.95727    0.0034  25459379  12822949     -1348
  11.95686  11.95684    0.0034  25447879  12827749       -14
  11.95644  11.95641    0.0034  25447379  12831549     -1081
  11.95603  11.95597    0.0034  25460879  12844049       -12
  11.95561  11.95555    0.0034  25457479  12837149     -1081
  11.95519  11.95513    0.0034  25451079  12833149      -281
  11.95478  11.95472    0.0034  25445779  12843549     -1081
  11.95436  11.95432    0.0034  25435079  12844549      -281
  11.95394  11.95390    0.0034  25446079  12848349      -814
  11.95353  11.95349    0.0034  25435679  12852549     -1081
  11.95311  11.95308    0.0034  25432479  12855249       -14
  11.95269  11.95267    0.0034  25430879  12852349     -1348
  11.95228  11.95226    0.0034  25439379  12864549       252
  11.95186  11.95184    0.0034  25438879  12864849     -1348
  11.95144  11.95141    0.0034  25430879  12865649       -14
  11.95103  11.95098    0.0034  25419079  12861349     -1081
  11.95061  11.95054    0.0034  25422579  12868049       -14
  11.95019  11.95011    0.0034  25424679  12873949      -548
  11.94978  11.94968    0.0034  25424479  12872049      -814
  11.94936  11.94928    0.0034  25423479  12879449       -12
  11.94894  11.94888    0.0034  25410579  12874749      -814
  11.94853  11.94849    0.0034  25401479  12875749       -14
  11.94811  11.94809    0.0034  25421479  12882749     -1348
  11.94769  11.94768    0.0034  25414879  12894149       252
  11.94728  11.94726    0.0034  25405279  12894449     -1081
  11.94686  11.94683    0.0034  25404179  12888849      -281
  11.94644  11.94639    0.0034  25401479  12894949      -814
  11.94603  11.94596    0.0034  25408979  12898149      -281
  11.94561  11.94554    0.0034  25402579  12908349      -281
  11.94519  11.94512    0.0034  25409779  12912049      -814
  11.94478  11.94471    0.0034  25398279  12909649       252
  11.94436  11.94430    0.0034  25411879  12917149      -814
