   9809     AichiSR  BL5S1
 20171006-000-S  17.10.06 11:39 - 17.10.06 11:39
                                                                                 
 Ring :   1.2 GeV   300.2 mA -  300.6 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 12.63989 deg
 BL5S1    Aux input    ( 2)   Repetition=  1     Points= 4447
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        8684.36  10084.36        0.31       0.00      4448
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  9420.800  9551.100  7214.300
  12.78644  12.78707    0.0034  28519079  46921149     -1081
  12.78603  12.78664    0.0034  28473779  46851749     -1348
  12.78561  12.78620    0.0034  28454079  46817149      -814
  12.78519  12.78577    0.0034  28444979  46824349     -1614
  12.78478  12.78535    0.0034  28479079  46872349      -548
  12.78436  12.78493    0.0034  28483679  46898949     -1881
  12.78394  12.78452    0.0034  28517279  46961149      -814
  12.78353  12.78410    0.0034  28566579  47035549     -1348
  12.78311  12.78369    0.0034  28676479  47198149     -1081
  12.78269  12.78328    0.0034  28770779  47376149     -1079
  12.78228  12.78287    0.0034  28838879  47496549     -1081
  12.78186  12.78245    0.0034  28890079  47589649     -1081
  12.78144  12.78204    0.0034  28932679  47654949     -1081
  12.78103  12.78162    0.0034  28947879  47698449      -548
  12.78061  12.78119    0.0034  28972979  47744549     -1614
  12.78019  12.78075    0.0034  28967679  47729349      -548
  12.77978  12.78031    0.0034  28951679  47718149     -1081
  12.77936  12.77988    0.0034  28951879  47709649      -814
  12.77894  12.77947    0.0034  28959879  47751249     -1081
  12.77853  12.77907    0.0034  28949779  47730749     -1081
  12.77811  12.77868    0.0034  28943379  47737349      -814
  12.77769  12.77828    0.0034  28936179  47721149     -1348
  12.77728  12.77788    0.0034  28946079  47745149      -548
  12.77686  12.77747    0.0034  28954279  47751549     -1614
  12.77644  12.77704    0.0034  28940979  47749149      -548
  12.77603  12.77661    0.0034  28940679  47738149     -1346
  12.77561  12.77617    0.0034  28931079  47718149      -548
  12.77519  12.77574    0.0034  28943879  47745649     -1348
  12.77478  12.77532    0.0034  28940679  47767749      -548
  12.77436  12.77491    0.0034  28914879  47732849     -1081
  12.77394  12.77449    0.0034  28916179  47730949      -814
  12.77353  12.77408    0.0034  28915879  47746749      -814
  12.77311  12.77367    0.0034  28930879  47764049     -1348
  12.77269  12.77325    0.0034  28923079  47756349      -548
  12.77228  12.77284    0.0034  28910279  47738749     -1348
  12.77186  12.77243    0.0034  28903879  47745949      -814
  12.77144  12.77202    0.0034  28911079  47744849     -1614
  12.77103  12.77159    0.0034  28912979  47768049      -814
  12.77061  12.77117    0.0034  28903879  47759749     -1081
  12.77019  12.77073    0.0034  28888179  47739549     -1081
  12.76978  12.77030    0.0034  28899679  47759549      -814
  12.76936  12.76987    0.0034  28918779  47785349     -1613
  12.76894  12.76946    0.0034  28891679  47763249      -548
  12.76853  12.76906    0.0034  28892479  47753349     -1348
  12.76811  12.76867    0.0034  28891679  47742949      -548
  12.76769  12.76827    0.0034  28885479  47749949     -1881
  12.76728  12.76787    0.0034  28892179  47770449      -281
  12.76686  12.76746    0.0034  28874279  47762749     -1348
  12.76644  12.76703    0.0034  28885279  47754949      -814
  12.76603  12.76660    0.0034  28864979  47760349     -1081
  12.76561  12.76616    0.0034  28885279  47790449     -1081
  12.76519  12.76574    0.0034  28882279  47762449      -814
  12.76478  12.76532    0.0034  28889279  47772349     -1081
  12.76436  12.76490    0.0034  28873779  47788849      -281
  12.76394  12.76449    0.0034  28878079  47790149     -1614
  12.76353  12.76408    0.0034  28880179  47776549       252
  12.76311  12.76367    0.0034  28887079  47788849     -1614
  12.76269  12.76326    0.0034  28871379  47791149      -546
  12.76228  12.76285    0.0034  28875679  47785649     -1081
  12.76186  12.76244    0.0034  28859679  47785349      -814
  12.76144  12.76203    0.0034  28876479  47800049      -548
  12.76103  12.76161    0.0034  28866079  47796549     -1081
  12.76061  12.76118    0.0034  28884979  47800549      -281
  12.76019  12.76074    0.0034  28867379  47792549     -1348
  12.75978  12.76031    0.0034  28865779  47808049       -14
  12.75936  12.75988    0.0034  28863879  47798149     -1081
  12.75894  12.75947    0.0034  28865779  47802949      -548
  12.75853  12.75907    0.0034  28870079  47804549     -1081
  12.75811  12.75868    0.0034  28859679  47801949      -814
  12.75769  12.75828    0.0034  28862579  47802449      -548
  12.75728  12.75788    0.0034  28853779  47803549     -1081
  12.75686  12.75747    0.0034  28863379  47813149      -548
  12.75644  12.75704    0.0034  28852679  47808349     -1614
  12.75603  12.75661    0.0034  28859579  47813049       -12
  12.75561  12.75617    0.0034  28856479  47811249     -1348
  12.75519  12.75574    0.0034  28852179  47809149       -14
  12.75478  12.75533    0.0034  28851879  47808549     -1348
  12.75436  12.75491    0.0034  28839679  47808049      -814
  12.75394  12.75450    0.0034  28854879  47789149     -1348
  12.75353  12.75409    0.0034  28843879  47806449     -1081
  12.75311  12.75367    0.0034  28848479  47812849     -1081
  12.75269  12.75326    0.0034  28846579  47800349     -1614
  12.75228  12.75286    0.0034  28838879  47808349      -548
  12.75186  12.75244    0.0034  28840179  47814149     -1881
  12.75144  12.75203    0.0034  28837479  47805349      -548
  12.75103  12.75161    0.0034  28829779  47798949     -1614
  12.75061  12.75118    0.0034  28829779  47790449      -814
  12.75019  12.75075    0.0034  28830579  47789949     -1348
  12.74978  12.75031    0.0034  28828679  47782949     -1081
  12.74936  12.74988    0.0034  28823879  47806449     -1346
  12.74894  12.74947    0.0034  28821479  47788049     -1348
  12.74853  12.74907    0.0034  28820179  47770449      -814
  12.74811  12.74868    0.0034  28812179  47775749     -1348
  12.74769  12.74829    0.0034  28820679  47781649      -814
  12.74728  12.74789    0.0034  28821479  47790749     -1614
  12.74686  12.74747    0.0034  28815879  47768349      -548
  12.74644  12.74705    0.0034  28804679  47759549     -1348
  12.74603  12.74662    0.0034  28818279  47772349      -548
  12.74561  12.74618    0.0034  28817279  47772049     -1348
  12.74519  12.74575    0.0034  28794879  47750949     -1081
  12.74478  12.74533    0.0034  28789779  47740549      -814
  12.74436  12.74492    0.0034  28784679  47729349     -1348
  12.74394  12.74451    0.0034  28818079  47743549      -548
  12.74353  12.74410    0.0034  28807879  47742149     -1614
  12.74311  12.74369    0.0034  28793779  47716349      -281
  12.74269  12.74327    0.0034  28784079  47715749     -1346
  12.74228  12.74286    0.0034  28788679  47694149      -548
  12.74186  12.74245    0.0034  28791879  47707749     -1348
  12.74144  12.74204    0.0034  28787679  47692049      -814
  12.74103  12.74162    0.0034  28768979  47662949     -1081
  12.74061  12.74119    0.0034  28773479  47649349     -1081
  12.74019  12.74075    0.0034  28777479  47654749      -548
  12.73978  12.74032    0.0034  28783679  47664349     -1348
  12.73936  12.73989    0.0034  28773779  47633649      -548
  12.73894  12.73948    0.0034  28746879  47603249     -1881
  12.73853  12.73908    0.0034  28774879  47602749      -548
  12.73811  12.73869    0.0034  28769479  47615749     -1348
  12.73769  12.73830    0.0034  28751079  47604049     -1081
  12.73728  12.73789    0.0034  28755079  47581949     -1348
  12.73686  12.73748    0.0034  28729479  47551549     -1081
  12.73644  12.73705    0.0034  28762279  47562749     -1081
  12.73603  12.73663    0.0034  28759079  47577549     -1346
  12.73561  12.73619    0.0034  28753479  47545649      -814
  12.73519  12.73576    0.0034  28730879  47492049     -1614
  12.73478  12.73534    0.0034  28740979  47501149      -548
  12.73436  12.73493    0.0034  28750079  47502749     -2148
  12.73394  12.73451    0.0034  28744679  47487249      -548
  12.73353  12.73410    0.0034  28735079  47441349     -1348
  12.73311  12.73369    0.0034  28731879  47426949      -814
  12.73269  12.73328    0.0034  28746879  47424849     -1348
  12.73228  12.73287    0.0034  28753279  47416549     -1081
  12.73186  12.73246    0.0034  28746079  47391749     -1081
  12.73144  12.73205    0.0034  28727679  47353649     -1348
  12.73103  12.73163    0.0034  28718579  47329349      -548
  12.73061  12.73119    0.0034  28736679  47320849     -1614
  12.73019  12.73076    0.0034  28736679  47286749      -281
  12.72978  12.73032    0.0034  28739079  47269349     -1348
  12.72936  12.72989    0.0034  28706879  47211249      -281
  12.72894  12.72948    0.0034  28727579  47196649     -1079
  12.72853  12.72908    0.0034  28719679  47175249      -814
  12.72811  12.72869    0.0034  28730579  47127549      -548
  12.72769  12.72829    0.0034  28720979  47105649     -1081
  12.72728  12.72789    0.0034  28712479  47036349      -281
  12.72686  12.72747    0.0034  28715379  47005949     -1081
  12.72644  12.72705    0.0034  28715879  46992349      -281
  12.72603  12.72662    0.0034  28716179  46927549     -1348
  12.72561  12.72618    0.0034  28706079  46861349      -281
  12.72519  12.72575    0.0034  28707079  46805149     -1081
  12.72478  12.72533    0.0034  28703079  46748849     -1081
  12.72436  12.72491    0.0034  28708979  46686149      -814
  12.72394  12.72450    0.0034  28701479  46626749     -1348
  12.72353  12.72409    0.0034  28707879  46541149      -548
  12.72311  12.72367    0.0034  28712679  46460849     -1614
  12.72269  12.72326    0.0034  28700679  46370949      -548
  12.72228  12.72285    0.0034  28709179  46310049     -1613
  12.72186  12.72244    0.0034  28705279  46188549      -548
  12.72144  12.72203    0.0034  28703079  46046449     -1881
  12.72103  12.72161    0.0034  28707879  45930749      -814
  12.72061  12.72118    0.0034  28703079  45771749     -1614
  12.72019  12.72074    0.0034  28700679  45628049     -1348
  12.71978  12.72031    0.0034  28713779  45434449     -1081
  12.71936  12.71988    0.0034  28701779  45202749     -1881
  12.71894  12.71946    0.0034  28691679  44963549      -814
  12.71853  12.71906    0.0034  28698079  44684349     -1881
  12.71811  12.71868    0.0034  28708979  44367249      -548
  12.71769  12.71829    0.0034  28678279  43962449     -1881
  12.71728  12.71788    0.0034  28680179  43504849     -1081
  12.71686  12.71747    0.0034  28687879  42925149     -1348
  12.71644  12.71705    0.0034  28690079  42230749     -1081
  12.71603  12.71661    0.0034  28680979  41348049     -1348
  12.71561  12.71618    0.0034  28700879  40199549     -1079
  12.71519  12.71575    0.0034  28677779  38705349      -814
  12.71478  12.71533    0.0034  28669279  36832349     -1614
  12.71436  12.71492    0.0034  28676479  34530149      -548
  12.71394  12.71450    0.0034  28686279  31745649     -1881
  12.71353  12.71409    0.0034  28670279  28564549      -281
  12.71311  12.71368    0.0034  28667679  25256049     -1348
  12.71269  12.71327    0.0034  28658879  22140049      -814
  12.71228  12.71285    0.0034  28655079  19543249      -814
  12.71186  12.71244    0.0034  28645779  17648349      -814
  12.71144  12.71203    0.0034  28639079  16640049      -814
  12.71103  12.71161    0.0034  28631079  16417349     -1081
  12.71061  12.71118    0.0034  28636979  16785649       -14
  12.71019  12.71074    0.0034  28629279  17534749     -1348
  12.70978  12.71030    0.0034  28622579  18393649       -14
  12.70936  12.70988    0.0034  28626879  19222449     -1081
  12.70894  12.70947    0.0034  28631579  19882649      -279
  12.70853  12.70907    0.0034  28626079  20304549     -1081
  12.70811  12.70868    0.0034  28629479  20462149      -548
  12.70769  12.70829    0.0034  28615879  20388849      -814
  12.70728  12.70788    0.0034  28606579  20135249      -814
  12.70686  12.70747    0.0034  28617279  19735749      -281
  12.70644  12.70704    0.0034  28615079  19244549     -1348
  12.70603  12.70662    0.0034  28596679  18709349       -14
  12.70561  12.70618    0.0034  28606879  18185349     -1614
  12.70519  12.70575    0.0034  28602879  17677149      -281
  12.70478  12.70532    0.0034  28599679  17174749     -1081
  12.70436  12.70491    0.0034  28596679  16685949      -548
  12.70394  12.70450    0.0034  28573279  16210449     -1081
  12.70353  12.70409    0.0034  28541279  15716849      -814
  12.70311  12.70368    0.0034  28527679  15239249      -814
  12.70269  12.70326    0.0034  28490879  14747549     -1081
  12.70228  12.70286    0.0034  28421879  14234749      -279
  12.70186  12.70244    0.0034  28360479  13753949     -1348
  12.70144  12.70203    0.0034  28325779  13302749       -14
  12.70103  12.70161    0.0034  28277479  12845149     -1348
  12.70061  12.70117    0.0034  28239679  12403249       -14
  12.70019  12.70073    0.0034  28198579  11968349      -814
  12.69978  12.70030    0.0034  28186879  11524349      -281
  12.69936  12.69987    0.0034  28191079  11087249      -281
  12.69894  12.69946    0.0034  28213479  10627749      -814
  12.69853  12.69906    0.0034  28249279  10150449       -14
  12.69811  12.69866    0.0034  28282079   9689919      -548
  12.69769  12.69827    0.0034  28338079   9237919       252
  12.69728  12.69787    0.0034  28396679   8786179     -1081
  12.69686  12.69745    0.0034  28449279   8354979       519
  12.69644  12.69703    0.0034  28495879   7967249      -814
  12.69603  12.69659    0.0034  28538879   7634979       252
  12.69561  12.69616    0.0034  28585179   7357209      -546
  12.69519  12.69572    0.0034  28606579   7133919       252
  12.69478  12.69530    0.0034  28629779   6956319      -281
  12.69436  12.69489    0.0034  28630279   6821119      -281
  12.69394  12.69448    0.0034  28649279   6709379       -14
  12.69353  12.69407    0.0034  28652179   6623519      -548
  12.69311  12.69366    0.0034  28656179   6544849       -14
  12.69269  12.69324    0.0034  28660979   6468849     -1081
  12.69228  12.69283    0.0034  28644979   6409919       252
  12.69186  12.69242    0.0034  28650579   6377919      -814
  12.69144  12.69201    0.0034  28653279   6352849      -281
  12.69103  12.69159    0.0034  28646079   6363779      -548
  12.69061  12.69115    0.0034  28641779   6401649      -814
  12.69019  12.69071    0.0034  28629279   6473379      -281
  12.68978  12.69028    0.0034  28637479   6589649     -1348
  12.68936  12.68986    0.0034  28642579   6731779       -14
  12.68894  12.68944    0.0034  28646779   6893619     -1346
  12.68853  12.68904    0.0034  28623679   7076579       -14
  12.68811  12.68865    0.0034  28639379   7257379     -1081
  12.68769  12.68826    0.0034  28624979   7447779      -281
  12.68728  12.68785    0.0034  28618279   7627249      -814
  12.68686  12.68744    0.0034  28621779   7801119     -1081
  12.68644  12.68701    0.0034  28631679   7968849      -548
  12.68603  12.68658    0.0034  28602579   8144049     -1081
  12.68561  12.68614    0.0034  28619679   8301119      -281
  12.68519  12.68571    0.0034  28614079   8458449     -1348
  12.68478  12.68529    0.0034  28613279   8604579       252
  12.68436  12.68488    0.0034  28614279   8736579     -1348
  12.68394  12.68447    0.0034  28596679   8871249       -14
  12.68353  12.68405    0.0034  28600979   8986979      -814
  12.68311  12.68364    0.0034  28594579   9082979      -281
  12.68269  12.68323    0.0034  28603679   9164579      -281
  12.68228  12.68282    0.0034  28595379   9227249      -548
  12.68186  12.68241    0.0034  28590179   9270789       254
  12.68144  12.68200    0.0034  28578879   9292049      -814
  12.68103  12.68158    0.0034  28585279   9304849       519
  12.68061  12.68114    0.0034  28591079   9295519     -1081
  12.68019  12.68071    0.0034  28578279   9276319       519
  12.67978  12.68027    0.0034  28582579   9239519      -548
  12.67936  12.67985    0.0034  28581779   9190979       252
  12.67894  12.67944    0.0034  28582279   9140049       -14
  12.67853  12.67904    0.0034  28587379   9088849       -14
  12.67811  12.67865    0.0034  28576979   9026179       252
  12.67769  12.67826    0.0034  28583679   8967519      -281
  12.67728  12.67786    0.0034  28583079   8912049       252
  12.67686  12.67745    0.0034  28577479   8850179      -281
  12.67644  12.67702    0.0034  28566279   8795519       519
  12.67603  12.67659    0.0034  28555079   8734979     -1081
  12.67561  12.67615    0.0034  28559879   8684319       252
  12.67519  12.67572    0.0034  28569979   8630889      -546
  12.67478  12.67530    0.0034  28568979   8560849      -281
  12.67436  12.67489    0.0034  28551679   8502449      -281
  12.67394  12.67448    0.0034  28562879   8426449      -548
  12.67353  12.67406    0.0034  28560979   8358449       -14
  12.67311  12.67365    0.0034  28565279   8293119     -1081
  12.67269  12.67324    0.0034  28552679   8221649       252
  12.67228  12.67283    0.0034  28539679   8156849      -814
  12.67186  12.67242    0.0034  28536979   8097649       252
  12.67144  12.67200    0.0034  28541779   8047519      -814
  12.67103  12.67158    0.0034  28547879   8003519      -281
  12.67061  12.67115    0.0034  28537779   7964849      -281
  12.67019  12.67071    0.0034  28536479   7946719      -814
  12.66978  12.67028    0.0034  28538579   7936319      -281
  12.66936  12.66985    0.0034  28535679   7936579      -814
  12.66894  12.66944    0.0034  28530879   7935519       252
  12.66853  12.66904    0.0034  28545679   7960579      -813
  12.66811  12.66865    0.0034  28522079   7978179       252
  12.66769  12.66825    0.0034  28534079   7997649      -814
  12.66728  12.66785    0.0034  28537779   8019249       519
  12.66686  12.66743    0.0034  28526879   8031249      -548
  12.66644  12.66701    0.0034  28514279   8048319       -14
  12.66603  12.66658    0.0034  28521279   8060579      -281
  12.66561  12.66614    0.0034  28523079   8073919       -14
  12.66519  12.66571    0.0034  28519879   8076049       519
  12.66478  12.66529    0.0034  28525279   8080849      -281
  12.66436  12.66488    0.0034  28510879   8099519       786
  12.66394  12.66447    0.0034  28510879   8109379      -548
  12.66353  12.66405    0.0034  28494579   8128049       519
  12.66311  12.66364    0.0034  28500179   8161919      -548
  12.66269  12.66323    0.0034  28493479   8205379       519
  12.66228  12.66282    0.0034  28493779   8258979      -281
  12.66186  12.66241    0.0034  28503279   8317469       -12
  12.66144  12.66199    0.0034  28488679   8393649       -14
  12.66103  12.66157    0.0034  28483379   8465119       -14
  12.66061  12.66114    0.0034  28482579   8554719       252
  12.66019  12.66071    0.0034  28465279   8639519      -814
  12.65978  12.66027    0.0034  28464479   8736319       519
  12.65936  12.65985    0.0034  28452679   8829119      -814
  12.65894  12.65943    0.0034  28424679   8905119       519
  12.65853  12.65904    0.0034  28374279   8974979      -814
  12.65811  12.65864    0.0034  28300979   9041919       -14
  12.65769  12.65825    0.0034  28226879   9084049      -814
  12.65728  12.65785    0.0034  28149279   9131779      -281
  12.65686  12.65744    0.0034  28097479   9173379      -281
  12.65644  12.65701    0.0034  28069779   9223779      -814
  12.65603  12.65658    0.0034  28053279   9257919       252
  12.65561  12.65614    0.0034  28045479   9300579     -1081
  12.65519  12.65571    0.0034  28051679   9348949       -12
  12.65478  12.65529    0.0034  28050079   9390979     -1081
  12.65436  12.65488    0.0034  28048179   9433649      -281
  12.65394  12.65447    0.0034  28086879   9484319      -548
  12.65353  12.65405    0.0034  28123879   9534449      -548
  12.65311  12.65364    0.0034  28179079   9586979      -548
  12.65269  12.65323    0.0034  28248179   9649379      -814
  12.65228  12.65282    0.0034  28305779   9710179       -14
  12.65186  12.65241    0.0034  28372679   9756579     -1081
  12.65144  12.65200    0.0034  28411879   9813649       252
  12.65103  12.65157    0.0034  28439679   9847779     -1348
  12.65061  12.65114    0.0034  28458279   9887779       -14
  12.65019  12.65071    0.0034  28458879   9914979      -814
  12.64978  12.65027    0.0034  28469479   9943779       -14
  12.64936  12.64985    0.0034  28467879   9966449      -281
  12.64894  12.64944    0.0034  28470079   9985379      -281
  12.64853  12.64904    0.0034  28453679  10001649       -12
  12.64811  12.64865    0.0034  28451079  10021349      -814
  12.64769  12.64825    0.0034  28457779  10035249       252
  12.64728  12.64785    0.0034  28467879  10046749      -814
  12.64686  12.64744    0.0034  28449779  10056549       519
  12.64644  12.64701    0.0034  28440979  10062449      -814
  12.64603  12.64658    0.0034  28444679  10077349       252
  12.64561  12.64614    0.0034  28453479  10089649      -548
  12.64519  12.64571    0.0034  28442279  10092549       -14
  12.64478  12.64529    0.0034  28420979  10093149      -281
  12.64436  12.64487    0.0034  28419379  10102949      -814
  12.64394  12.64446    0.0034  28426879  10103749       252
  12.64353  12.64405    0.0034  28409479  10101149     -1081
  12.64311  12.64363    0.0034  28394879  10097149       -14
  12.64269  12.64322    0.0034  28380179  10092849     -1081
  12.64228  12.64281    0.0034  28358279  10082449       -14
  12.64186  12.64240    0.0034  28363479  10081149      -813
  12.64144  12.64199    0.0034  28345479  10072849      -548
  12.64103  12.64156    0.0034  28328479  10046949      -548
  12.64061  12.64113    0.0034  28327879  10029649      -814
  12.64019  12.64069    0.0034  28322079  10009649      -281
  12.63978  12.64026    0.0034  28317279   9996849     -1081
  12.63936  12.63984    0.0034  28309479   9964049       -14
  12.63894  12.63943    0.0034  28282879   9930449     -1348
  12.63853  12.63903    0.0034  28283379   9896849       -14
  12.63811  12.63863    0.0034  28283379   9863249     -1348
  12.63769  12.63824    0.0034  28266879   9826979       -14
  12.63728  12.63784    0.0034  28268979   9785919      -814
  12.63686  12.63743    0.0034  28243379   9748849      -548
  12.63644  12.63700    0.0034  28254579   9713119      -281
  12.63603  12.63657    0.0034  28264479   9680849     -1081
  12.63561  12.63613    0.0034  28252979   9635249       -14
  12.63519  12.63570    0.0034  28253079   9599409     -1346
  12.63478  12.63528    0.0034  28250879   9567249       -14
  12.63436  12.63487    0.0034  28258579   9528849     -1081
  12.63394  12.63446    0.0034  28264979   9504319       -14
  12.63353  12.63405    0.0034  28263379   9461649      -548
  12.63311  12.63364    0.0034  28257479   9429919       -14
  12.63269  12.63323    0.0034  28270079   9393649      -548
  12.63228  12.63281    0.0034  28284179   9363779      -548
  12.63186  12.63241    0.0034  28287379   9334179       -14
  12.63144  12.63199    0.0034  28258879   9287519      -814
  12.63103  12.63157    0.0034  28280479   9261919       519
  12.63061  12.63114    0.0034  28281479   9232319     -1081
  12.63019  12.63070    0.0034  28293779   9200849       519
  12.62978  12.63027    0.0034  28291079   9166179      -814
  12.62936  12.62985    0.0034  28282079   9137649       252
  12.62894  12.62943    0.0034  28285779   9102449      -814
  12.62853  12.62903    0.0034  28291879   9071779      -281
  12.62811  12.62864    0.0034  28317379   9036859       -12
  12.62769  12.62825    0.0034  28297779   9005919      -814
  12.62728  12.62785    0.0034  28312679   8971779       519
  12.62686  12.62743    0.0034  28311879   8934179      -814
  12.62644  12.62701    0.0034  28318079   8888849       252
  12.62603  12.62657    0.0034  28316179   8857119      -814
  12.62561  12.62614    0.0034  28320179   8815249       -14
  12.62519  12.62571    0.0034  28323679   8769379     -1081
  12.62478  12.62529    0.0034  28314879   8735249      -281
  12.62436  12.62488    0.0034  28320479   8689379      -281
  12.62394  12.62447    0.0034  28314279   8655779      -814
  12.62353  12.62406    0.0034  28304679   8613119       -14
  12.62311  12.62365    0.0034  28318579   8570179     -1081
  12.62269  12.62324    0.0034  28313479   8538449       -14
  12.62228  12.62282    0.0034  28303079   8506979     -1614
  12.62186  12.62242    0.0034  28304979   8471519       252
  12.62144  12.62200    0.0034  28312279   8449769     -1079
  12.62103  12.62158    0.0034  28302579   8416579      -548
  12.62061  12.62115    0.0034  28312679   8391519     -1081
  12.62019  12.62071    0.0034  28307879   8371779      -281
  12.61978  12.62028    0.0034  28300479   8360849      -548
  12.61936  12.61985    0.0034  28294279   8346979      -548
  12.61894  12.61944    0.0034  28287679   8332049       -14
  12.61853  12.61904    0.0034  28288679   8331249     -1081
  12.61811  12.61865    0.0034  28298279   8326719       -14
  12.61769  12.61825    0.0034  28295879   8330719     -1348
  12.61728  12.61785    0.0034  28291379   8328319       252
  12.61686  12.61744    0.0034  28274079   8349649      -814
  12.61644  12.61701    0.0034  28273479   8363779      -281
  12.61603  12.61657    0.0034  28287079   8373649      -548
  12.61561  12.61613    0.0034  28281279   8396049     -1081
  12.61519  12.61570    0.0034  28267879   8409119       -14
  12.61478  12.61528    0.0034  28268479   8437239     -1079
  12.61436  12.61487    0.0034  28276979   8458719       252
  12.61394  12.61446    0.0034  28281779   8486449     -1348
  12.61353  12.61404    0.0034  28258579   8510179       252
  12.61311  12.61363    0.0034  28257479   8530979      -814
  12.61269  12.61322    0.0034  28257779   8555249      -281
  12.61228  12.61281    0.0034  28263379   8581379      -548
  12.61186  12.61240    0.0034  28267679   8599519      -548
  12.61144  12.61198    0.0034  28256179   8611519      -281
  12.61103  12.61156    0.0034  28255679   8633379      -548
  12.61061  12.61113    0.0034  28258579   8653119       -14
  12.61019  12.61069    0.0034  28263879   8659519     -1348
  12.60978  12.61026    0.0034  28276979   8669649       -14
  12.60936  12.60983    0.0034  28249279   8676319     -1348
  12.60894  12.60942    0.0034  28258079   8688319      -281
  12.60853  12.60902    0.0034  28262079   8697379      -814
  12.60811  12.60863    0.0034  28267979   8704769      -546
  12.60769  12.60823    0.0034  28246079   8697379      -281
  12.60728  12.60784    0.0034  28253779   8696579      -814
  12.60686  12.60742    0.0034  28266879   8701379       -14
  12.60644  12.60699    0.0034  28258579   8704579      -814
  12.60603  12.60656    0.0034  28256979   8699779       252
  12.60561  12.60612    0.0034  28243679   8704319     -1348
  12.60519  12.60570    0.0034  28243879   8709119       252
  12.60478  12.60528    0.0034  28255079   8714179     -1081
  12.60436  12.60486    0.0034  28257479   8706179      -281
  12.60394  12.60445    0.0034  28243879   8704579      -548
  12.60353  12.60403    0.0034  28224179   8704579      -281
  12.60311  12.60362    0.0034  28247079   8711519       -14
  12.60269  12.60321    0.0034  28252979   8718449      -814
  12.60228  12.60280    0.0034  28247379   8721379       519
  12.60186  12.60239    0.0034  28243379   8721379     -1081
  12.60144  12.60198    0.0034  28236279   8735719       254
  12.60103  12.60155    0.0034  28259079   8740849      -814
  12.60061  12.60112    0.0034  28243679   8748579       252
  12.60019  12.60069    0.0034  28240479   8754449      -548
  12.59978  12.60025    0.0034  28228479   8759779       -14
  12.59936  12.59982    0.0034  28235679   8766449       -14
  12.59894  12.59941    0.0034  28239879   8777649      -281
  12.59853  12.59902    0.0034  28243079   8781649       -14
  12.59811  12.59863    0.0034  28221479   8791779      -814
  12.59769  12.59823    0.0034  28222579   8799519       519
  12.59728  12.59783    0.0034  28235079   8809919      -548
  12.59686  12.59741    0.0034  28238879   8813649       252
  12.59644  12.59699    0.0034  28226079   8819779      -548
  12.59603  12.59656    0.0034  28224679   8820319       -14
  12.59561  12.59612    0.0034  28223079   8826179      -281
  12.59519  12.59569    0.0034  28243879   8838979       -14
  12.59478  12.59527    0.0034  28241879   8840009       254
  12.59436  12.59486    0.0034  28232179   8834449      -814
  12.59394  12.59445    0.0034  28226879   8830719       519
  12.59353  12.59404    0.0034  28223679   8829379     -1081
  12.59311  12.59362    0.0034  28235679   8830179       519
  12.59269  12.59321    0.0034  28234279   8827519     -1081
  12.59228  12.59280    0.0034  28219679   8820319       252
  12.59186  12.59239    0.0034  28216179   8813919      -548
  12.59144  12.59198    0.0034  28233779   8810179      -281
  12.59103  12.59155    0.0034  28227679   8804049      -548
  12.59061  12.59112    0.0034  28224179   8798979      -281
  12.59019  12.59069    0.0034  28212179   8794719      -281
  12.58978  12.59025    0.0034  28208979   8783519     -1081
  12.58936  12.58982    0.0034  28212679   8780049       252
  12.58894  12.58941    0.0034  28229779   8769379     -1348
  12.58853  12.58901    0.0034  28215079   8757919       -14
  12.58811  12.58862    0.0034  28222379   8745579     -1346
  12.58769  12.58822    0.0034  28200679   8737379      -281
  12.58728  12.58782    0.0034  28213479   8725379      -548
  12.58686  12.58740    0.0034  28211379   8717649      -548
  12.58644  12.58698    0.0034  28204479   8701119      -281
  12.58603  12.58654    0.0034  28202079   8684319     -1081
  12.58561  12.58611    0.0034  28217279   8685919       -14
  12.58519  12.58568    0.0034  28205279   8672319     -1348
  12.58478  12.58526    0.0034  28212179   8657379       -14
  12.58436  12.58484    0.0034  28203679   8650979     -1348
  12.58394  12.58443    0.0034  28206579   8636319      -281
  12.58353  12.58402    0.0034  28203079   8630979      -814
  12.58311  12.58361    0.0034  28206879   8622719      -548
  12.58269  12.58319    0.0034  28204179   8609379      -281
  12.58228  12.58278    0.0034  28198879   8609649     -1081
  12.58186  12.58237    0.0034  28193479   8596849       -14
  12.58144  12.58196    0.0034  28195079   8578449     -1081
  12.58103  12.58153    0.0034  28208479   8573269       -12
  12.58061  12.58110    0.0034  28198879   8572579     -1081
  12.58019  12.58067    0.0034  28186079   8559519       -14
  12.57978  12.58023    0.0034  28192979   8553379      -814
  12.57936  12.57980    0.0034  28191679   8548849      -281
  12.57894  12.57939    0.0034  28194079   8540049      -814
  12.57853  12.57900    0.0034  28186579   8529119      -548
  12.57811  12.57861    0.0034  28175379   8524849      -281
  12.57769  12.57821    0.0034  28177779   8522719      -814
