   9809     AichiSR  BL5S1
 CoO             22.08.30 11:28 - 22.08.30 11:30
                                                                                 
 Ring :   1.2 GeV   300.0 mA -  300.1 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 14.93677 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4509
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        7410.46   8810.46        0.31       0.02      4511
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4504.800  8764.000  8106.300
  15.37372  15.37465    0.0241   8333955  19564736   5559014
  15.37317  15.37411    0.0241   8347925  19595636   5568054
  15.37261  15.37358    0.0241   8368435  19645636   5584524
  15.37206  15.37304    0.0241   8379655  19674236   5591484
  15.37150  15.37249    0.0241   8379675  19684036   5594604
  15.37094  15.37192    0.0241   8391845  19715736   5606334
  15.37039  15.37134    0.0241   8396075  19723436   5608464
  15.36983  15.37076    0.0241   8392785  19727136   5609804
  15.36928  15.37019    0.0241   8395885  19732736   5610254
  15.36872  15.36963    0.0241   8390245  19725036   5610554
  15.36817  15.36908    0.0241   8379565  19703436   5605474
  15.36761  15.36852    0.0241   8362115  19664136   5595124
  15.36706  15.36797    0.0241   8336315  19607536   5578994
  15.36650  15.36742    0.0241   8326895  19576536   5572904
  15.36594  15.36686    0.0241   8303995  19537936   5560824
  15.36539  15.36629    0.0241   8292985  19518336   5555614
  15.36483  15.36572    0.0241   8287755  19512536   5554084
  15.36428  15.36516    0.0241   8293135  19521336   5559534
  15.36372  15.36460    0.0241   8301125  19542036   5564204
  15.36317  15.36407    0.0241   8315395  19582036   5577504
  15.36261  15.36354    0.0241   8336125  19628036   5591054
  15.36206  15.36301    0.0241   8356855  19691836   5611304
  15.36150  15.36245    0.0241   8368655  19715636   5617684
  15.36094  15.36188    0.0241   8372575  19726536   5622544
  15.36039  15.36131    0.0241   8377655  19749336   5629084
  15.35983  15.36074    0.0241   8369535  19736636   5625354
  15.35928  15.36017    0.0241   8366865  19729936   5624524
  15.35872  15.35962    0.0241   8361335  19719636   5621944
  15.35817  15.35906    0.0241   8357155  19711736   5622204
  15.35761  15.35851    0.0241   8345535  19688236   5615414
  15.35706  15.35796    0.0241   8336345  19673536   5610214
  15.35650  15.35742    0.0241   8328245  19658336   5607904
  15.35594  15.35686    0.0241   8321225  19639436   5603384
  15.35539  15.35630    0.0241   8308145  19617036   5596624
  15.35483  15.35573    0.0241   8300455  19603236   5593074
  15.35428  15.35517    0.0241   8301685  19603436   5595164
  15.35372  15.35462    0.0241   8301635  19609436   5598204
  15.35317  15.35408    0.0241   8304565  19618736   5599834
  15.35261  15.35355    0.0241   8327645  19678436   5620044
  15.35206  15.35302    0.0241   8344225  19720636   5632104
  15.35150  15.35248    0.0241   8356815  19753636   5641404
  15.35094  15.35191    0.0241   8360255  19768736   5647154
  15.35039  15.35133    0.0241   8371005  19795336   5656044
  15.34983  15.35076    0.0241   8377655  19819236   5662284
  15.34928  15.35020    0.0241   8376725  19816836   5663624
  15.34872  15.34964    0.0241   8380125  19830936   5668184
  15.34817  15.34908    0.0241   8383955  19839836   5671554
  15.34761  15.34852    0.0241   8388715  19851036   5675354
  15.34706  15.34796    0.0241   8385385  19855036   5675134
  15.34650  15.34742    0.0241   8386395  19856936   5677704
  15.34594  15.34686    0.0241   8382775  19855336   5678604
  15.34539  15.34629    0.0241   8381805  19852736   5677824
  15.34483  15.34571    0.0241   8374035  19842936   5675434
  15.34428  15.34515    0.0241   8377735  19850936   5679424
  15.34372  15.34459    0.0241   8369325  19832936   5673824
  15.34317  15.34406    0.0241   8363765  19831336   5674944
  15.34261  15.34353    0.0241   8355435  19811636   5671064
  15.34206  15.34299    0.0241   8359765  19819136   5674604
  15.34150  15.34243    0.0241   8350565  19803936   5669994
  15.34094  15.34186    0.0241   8349125  19801436   5668784
  15.34039  15.34128    0.0241   8343105  19794736   5667734
  15.33983  15.34071    0.0241   8341955  19787336   5667064
  15.33928  15.34015    0.0241   8337055  19780036   5667284
  15.33872  15.33959    0.0241   8333505  19778136   5664524
  15.33817  15.33903    0.0241   8325555  19764436   5664634
  15.33761  15.33848    0.0241   8317635  19753536   5658394
  15.33706  15.33793    0.0241   8314615  19742636   5655634
  15.33650  15.33738    0.0241   8299075  19708936   5647304
  15.33594  15.33682    0.0241   8294245  19701636   5647654
  15.33539  15.33625    0.0241   8278945  19665636   5637144
  15.33483  15.33569    0.0241   8259965  19623936   5626724
  15.33428  15.33512    0.0241   8240245  19573636   5613694
  15.33372  15.33457    0.0241   8220415  19541036   5604544
  15.33317  15.33404    0.0241   8198905  19492036   5591204
  15.33261  15.33351    0.0241   8188365  19465636   5583584
  15.33206  15.33298    0.0241   8194975  19489236   5590754
  15.33150  15.33243    0.0241   8215525  19543836   5608684
  15.33094  15.33186    0.0241   8231095  19580236   5617834
  15.33039  15.33128    0.0241   8248355  19625836   5633334
  15.32983  15.33071    0.0241   8269745  19680036   5648444
  15.32928  15.33015    0.0241   8289775  19734336   5664454
  15.32872  15.32960    0.0241   8303105  19769236   5677634
  15.32817  15.32905    0.0241   8316365  19807936   5688354
  15.32761  15.32849    0.0241   8339445  19863836   5704934
  15.32706  15.32795    0.0241   8349425  19896236   5714344
  15.32650  15.32740    0.0241   8355695  19909836   5719424
  15.32594  15.32684    0.0241   8357005  19916936   5722794
  15.32539  15.32628    0.0241   8365635  19935336   5730484
  15.32483  15.32572    0.0241   8356185  19926436   5725704
  15.32428  15.32516    0.0241   8356705  19926336   5726334
  15.32372  15.32461    0.0241   8354825  19920536   5726574
  15.32317  15.32407    0.0241   8354165  19925036   5728544
  15.32261  15.32354    0.0241   8342995  19907736   5725064
  15.32206  15.32301    0.0241   8341055  19901536   5724204
  15.32150  15.32246    0.0241   8340565  19903336   5725554
  15.32094  15.32189    0.0241   8339485  19905836   5724994
  15.32039  15.32131    0.0241   8331085  19883536   5721404
  15.31983  15.32074    0.0241   8331525  19888636   5722414
  15.31928  15.32017    0.0241   8326935  19888536   5722944
  15.31872  15.31961    0.0241   8325065  19886836   5722604
  15.31817  15.31906    0.0241   8321375  19876636   5722714
  15.31761  15.31850    0.0241   8316205  19866936   5720294
  15.31706  15.31795    0.0241   8314875  19870736   5722234
  15.31650  15.31739    0.0241   8299785  19833936   5710834
  15.31594  15.31684    0.0241   8297985  19838636   5712854
  15.31539  15.31627    0.0241   8288315  19816536   5706394
  15.31483  15.31569    0.0241   8277935  19796636   5701834
  15.31428  15.31513    0.0241   8267325  19772336   5695974
  15.31372  15.31457    0.0241   8262695  19761436   5693694
  15.31317  15.31403    0.0241   8253025  19747136   5690484
  15.31261  15.31350    0.0241   8253765  19751536   5692314
  15.31206  15.31297    0.0241   8248045  19742336   5691094
  15.31150  15.31241    0.0241   8266655  19782336   5705874
  15.31094  15.31184    0.0241   8282265  19831236   5718904
  15.31039  15.31126    0.0241   8297095  19866136   5729844
  15.30983  15.31069    0.0241   8304785  19891636   5738064
  15.30928  15.31012    0.0241   8312665  19918736   5744524
  15.30872  15.30957    0.0241   8324135  19941636   5753384
  15.30817  15.30901    0.0241   8324245  19948136   5754274
  15.30761  15.30846    0.0241   8325185  19955136   5757304
  15.30706  15.30791    0.0241   8330185  19970736   5764394
  15.30650  15.30736    0.0241   8335265  19985336   5768244
  15.30594  15.30680    0.0241   8329535  19979236   5768024
  15.30539  15.30624    0.0241   8336015  19993336   5771754
  15.30483  15.30567    0.0241   8333365  19998436   5772574
  15.30428  15.30511    0.0241   8336985  20005836   5776124
  15.30372  15.30456    0.0241   8327535  19990636   5772834
  15.30317  15.30402    0.0241   8331865  19999536   5777244
  15.30261  15.30350    0.0241   8328615  20000236   5774224
  15.30206  15.30297    0.0241   8323085  19989436   5776684
  15.30150  15.30242    0.0241   8319245  19977136   5775494
  15.30094  15.30184    0.0241   8314985  19978436   5773514
  15.30039  15.30127    0.0241   8313415  19973436   5773954
  15.29983  15.30070    0.0241   8311535  19971936   5772844
  15.29928  15.30014    0.0241   8304565  19962836   5770484
  15.29872  15.29958    0.0241   8305605  19968136   5774144
  15.29817  15.29903    0.0241   8300345  19961336   5772094
  15.29761  15.29848    0.0241   8297465  19951036   5770674
  15.29706  15.29793    0.0241   8291905  19947036   5770374
  15.29650  15.29739    0.0241   8291085  19946836   5770034
  15.29594  15.29683    0.0241   8280545  19923936   5763764
  15.29539  15.29627    0.0241   8273225  19909336   5761264
  15.29483  15.29570    0.0241   8269155  19904436   5761854
  15.29428  15.29514    0.0241   8257265  19877336   5752524
  15.29372  15.29459    0.0241   8250105  19868936   5752144
  15.29317  15.29405    0.0241   8238755  19848736   5747854
  15.29261  15.29352    0.0241   8231915  19838736   5745684
  15.29206  15.29299    0.0241   8231845  19842236   5747324
  15.29150  15.29243    0.0241   8229155  19839436   5745274
  15.29094  15.29185    0.0241   8240655  19860336   5753154
  15.29039  15.29127    0.0241   8258545  19916936   5771414
  15.28983  15.29069    0.0241   8270655  19942336   5778514
  15.28928  15.29013    0.0241   8289065  19998036   5793944
  15.28872  15.28957    0.0241   8296605  20012536   5800814
  15.28817  15.28902    0.0241   8302725  20036436   5808664
  15.28761  15.28846    0.0241   8308935  20059036   5815264
  15.28706  15.28791    0.0241   8314085  20069636   5819564
  15.28650  15.28736    0.0241   8317265  20083936   5822964
  15.28594  15.28680    0.0241   8320285  20089536   5828714
  15.28539  15.28623    0.0241   8323315  20104836   5830734
  15.28483  15.28566    0.0241   8324325  20116536   5836634
  15.28428  15.28509    0.0241   8322755  20111936   5834464
  15.28372  15.28454    0.0241   8322115  20108536   5835844
  15.28317  15.28401    0.0241   8323915  20122336   5839994
  15.28261  15.28348    0.0241   8318085  20111936   5835434
  15.28206  15.28294    0.0241   8322185  20120236   5840034
  15.28150  15.28239    0.0241   8314055  20104736   5835774
  15.28094  15.28181    0.0241   8312445  20111136   5838984
  15.28039  15.28123    0.0241   8305275  20091836   5833984
  15.27983  15.28066    0.0241   8308855  20100036   5838384
  15.27928  15.28010    0.0241   8298405  20083336   5834164
  15.27872  15.27954    0.0241   8299255  20089736   5835814
  15.27817  15.27899    0.0241   8294185  20078136   5833494
  15.27761  15.27843    0.0241   8292235  20080836   5836074
  15.27706  15.27789    0.0241   8287455  20068036   5832034
  15.27650  15.27734    0.0241   8285365  20072536   5833604
  15.27594  15.27678    0.0241   8279305  20055236   5831334
  15.27539  15.27622    0.0241   8274125  20045936   5827404
  15.27483  15.27565    0.0241   8267325  20033536   5824644
  15.27428  15.27509    0.0241   8255075  20014236   5822064
  15.27372  15.27454    0.0241   8250555  20001336   5817284
  15.27317  15.27401    0.0241   8238455  19973636   5811274
  15.27261  15.27348    0.0241   8232445  19964336   5807464
  15.27206  15.27295    0.0241   8224005  19943936   5804434
  15.27150  15.27240    0.0241   8221315  19941936   5804394
  15.27094  15.27182    0.0241   8213015  19932236   5799844
