# #fitting: e-mu-fit-std: Cu-Cu2O-CuO [R-factor:1.495e-04]
8687.95996100 -0.00888028 -0.00000000 -0.00076336 -0.00051996 -0.00169256
8694.45996100 0.00270885 -0.00000000 -0.00053596 -0.00045711 -0.00146627
8700.95996100 0.00874039 -0.00000000 -0.00067562 -0.00042002 -0.00090994
8707.45996100 -0.00120467 -0.00000000 -0.00023512 -0.00033011 -0.00057113
8713.95996100 -0.00422430 -0.00000000 -0.00029557 -0.00027531 -0.00062036
8720.45996100 0.00278552 -0.00000000 -0.00034880 -0.00018770 -0.00057702
8726.95996100 0.00090679 0.00001975 0.00004108 0.00010473 -0.00011969
8733.45996100 0.00104754 0.00042248 -0.00001168 0.00019058 0.00038492
8739.95996100 0.00676878 0.00019686 0.00011543 0.00023899 -0.00000287
8746.45996100 -0.00446447 0.00056319 0.00003390 0.00030205 0.00045326
8752.95996100 -0.00549320 0.00075983 0.00023518 0.00032512 0.00067308
8759.45996100 0.00372462 0.00037944 0.00019363 0.00015046 0.00033764
8765.95996100 0.00197298 0.00077065 0.00027141 0.00038404 0.00061841
8772.45996100 -0.00208908 0.00095640 0.00063095 0.00032514 0.00088876
8778.95996100 0.00170944 0.00092600 0.00071638 0.00038106 0.00077226
8785.45996100 -0.00029244 0.00115086 0.00050010 0.00054288 0.00094280
8791.95996100 0.00150529 0.00085735 0.00044585 0.00034396 0.00075735
8798.45996100 0.00124766 0.00078324 0.00033981 0.00026632 0.00075436
8804.95996100 -0.00625332 0.00094549 0.00057122 0.00020578 0.00101286
8811.45996100 0.00176535 0.00092169 0.00035132 0.00027960 0.00093195
8817.95996100 0.00108070 0.00073611 0.00040387 0.00027405 0.00067031
8824.45996100 -0.00522325 0.00080811 0.00039393 0.00027548 0.00077103
8830.95996100 0.00489050 0.00053923 0.00009748 -0.00002790 0.00076921
8837.45996100 -0.00192703 0.00075402 0.00031024 0.00011668 0.00088138
8843.95996100 -0.00200782 0.00031148 0.00029412 0.00003743 0.00035088
8850.45996100 0.00193813 0.00029971 -0.00000430 0.00005817 0.00035660
8856.95996100 0.00371986 0.00018419 -0.00003521 -0.00001340 0.00027695
8863.45996100 -0.00072964 -0.00000000 -0.00013559 -0.00017876 -0.00019812
8869.95996100 -0.00568434 -0.00000000 -0.00013761 -0.00013520 -0.00002661
8876.45996100 -0.00096323 -0.00000000 -0.00015465 -0.00023224 -0.00004778
8882.95996100 0.00277470 -0.00000000 -0.00018803 -0.00018561 -0.00005039
8889.45996100 0.00428047 -0.00000000 -0.00000848 -0.00047854 -0.00017762
8895.95996100 -0.00091691 -0.00000000 -0.00022247 -0.00041983 -0.00037197
8902.45996100 0.00070158 -0.00000000 -0.00049828 -0.00049441 -0.00054844
8908.95996100 -0.00929005 -0.00000000 -0.00032237 -0.00031226 -0.00025611
8915.45996100 -0.00716078 -0.00000000 -0.00061303 -0.00041364 -0.00079400
8921.95996100 0.00293439 -0.00000000 -0.00061330 -0.00021757 -0.00138843
8928.45996100 -0.00193251 -0.00000000 -0.00024574 -0.00003483 -0.00102582
8934.95996100 0.00481452 0.00000057 -0.00038921 0.00002039 -0.00076227
8941.45996100 0.00215151 0.00012324 0.00015109 0.00038105 -0.00028234
