# x   y   
8687.959961 0.759613
8694.459961 0.769570
8700.959961 0.773974
8707.459961 0.762406
8713.959961 0.757768
8720.459961 0.763164
8726.959961 0.759676
8733.459961 0.758212
8739.959961 0.762333
8746.459961 0.749504
8752.959961 0.746884
8759.459961 0.754515
8765.959961 0.751181
8772.459961 0.745541
8778.959961 0.747766
8785.459961 0.744195
8791.959961 0.744428
8798.459961 0.742610
8804.959961 0.733553
8811.459961 0.740020
8817.959961 0.737788
8824.459961 0.729941
8830.959961 0.738516
8837.459961 0.730164
8843.959961 0.728553
8850.459961 0.730973
8856.959961 0.731233
8863.459961 0.725266
8869.959961 0.718798
8876.459961 0.722010
8882.959961 0.724243
8889.459961 0.724248
8895.959961 0.717554
8902.459961 0.717680
8908.959961 0.706200
8915.459961 0.706845
8921.959961 0.715460
8928.459961 0.709117
8934.959961 0.714392
8941.459961 0.710261
8947.959961 0.702489
8948.259766 0.703944
8948.559570 0.704436
8948.859375 0.710011
8949.159180 0.704012
8949.459961 0.711067
8949.759766 0.710369
8950.059570 0.704912
8950.359375 0.710715
8950.659180 0.704001
8950.959961 0.704280
8951.259766 0.706396
8951.559570 0.699887
8951.859375 0.706525
8952.159180 0.708600
8952.459961 0.701942
8952.759766 0.704307
8953.059570 0.701019
8953.359375 0.704264
8953.659180 0.702722
8953.959961 0.705338
8954.259766 0.702658
8954.559570 0.700355
8954.859375 0.701131
8955.159180 0.703054
8955.459961 0.707892
8955.759766 0.704100
8956.059570 0.712503
8956.359375 0.703032
8956.659180 0.704893
8956.959961 0.705430
8957.259766 0.707173
8957.559570 0.701294
8957.859375 0.707286
8958.159180 0.709152
8958.459961 0.711034
8958.759766 0.706001
8959.059570 0.708132
8959.359375 0.708172
8959.659180 0.701644
8959.959961 0.707574
8960.259766 0.703418
8960.559570 0.709447
8960.859375 0.707614
8961.159180 0.709404
8961.459961 0.706057
8961.759766 0.701490
8962.059570 0.705572
8962.359375 0.707737
8962.659180 0.703845
8962.959961 0.705151
8963.259766 0.704591
8963.559570 0.704391
8963.859375 0.707344
8964.159180 0.705130
8964.459961 0.708032
8964.759766 0.705810
8965.059570 0.710945
8965.359375 0.707413
8965.659180 0.706674
8965.959961 0.709445
8966.259766 0.707607
8966.559570 0.705578
8966.859375 0.708312
8967.159180 0.713092
8967.459961 0.711627
8967.759766 0.713024
8968.059570 0.708137
8968.359375 0.706773
8968.659180 0.711223
8968.959961 0.709967
8969.259766 0.707367
8969.559570 0.713251
8969.859375 0.715414
8970.159180 0.711092
8970.459961 0.714335
8970.759766 0.715456
8971.059570 0.716358
8971.359375 0.715548
8971.659180 0.713430
8971.959961 0.716092
8972.259766 0.711388
8972.559570 0.718769
8972.859375 0.717821
8973.159180 0.718971
8973.459961 0.710533
8973.759766 0.720238
8974.059570 0.717360
8974.359375 0.723926
8974.659180 0.718153
8974.959961 0.715137
8975.259766 0.713396
8975.559570 0.724322
8975.859375 0.721125
8976.159180 0.726582
8976.459961 0.724304
8976.759766 0.727280
8977.059570 0.734178
8977.359375 0.723051
8977.659180 0.732925
8977.959961 0.732577
8978.259766 0.736232
8978.559570 0.737407
8978.859375 0.735555
8979.159180 0.741544
8979.459961 0.752636
8979.759766 0.749566
8980.059570 0.762847
8980.359375 0.758397
8980.659180 0.772071
8980.959961 0.780085
8981.259766 0.787109
8981.559570 0.800818
8981.859375 0.818960
8982.159180 0.831934
8982.459961 0.851385
8982.759766 0.884349
8983.059570 0.928053
8983.359375 0.991542
8983.659180 1.053781
8983.959961 1.116143
8984.259766 1.192606
8984.559570 1.237742
8984.859375 1.270853
8985.159180 1.286660
8985.459961 1.286828
8985.759766 1.289010
8986.059570 1.291482
8986.359375 1.296846
8986.659180 1.301065
8986.959961 1.328317
8987.259766 1.353399
8987.559570 1.384540
8987.859375 1.423021
8988.159180 1.452146
8988.459961 1.480902
8988.759766 1.489763
8989.059570 1.505988
8989.359375 1.520631
8989.659180 1.526341
8989.959961 1.536083
8990.259766 1.548954
8990.559570 1.576149
8990.859375 1.591647
8991.159180 1.607450
8991.459961 1.633248
8991.759766 1.664618
8992.059570 1.685956
8992.359375 1.730597
8992.659180 1.760398
8992.959961 1.786267
8993.259766 1.825668
8993.559570 1.857122
8993.859375 1.886451
8994.159180 1.918740
8994.459961 1.945909
8994.759766 1.991814
8995.059570 2.024623
8995.359375 2.044197
8995.659180 2.065646
8995.959961 2.067875
8996.259766 2.092883
8996.559570 2.114097
8996.859375 2.116132
8997.159180 2.112387
8997.459961 2.120968
8997.759766 2.125463
8998.059570 2.137331
8998.359375 2.150766
8998.659180 2.151804
8998.959961 2.150189
8999.259766 2.149002
8999.559570 2.154747
8999.859375 2.147487
9000.159180 2.147972
9000.459961 2.141964
9000.759766 2.137308
9001.059570 2.108005
9001.359375 2.105920
9001.659180 2.101895
9001.959961 2.085538
9002.259766 2.083023
9002.559570 2.070305
9002.859375 2.071048
9003.159180 2.053767
9003.459961 2.050061
9003.759766 2.049192
9004.059570 2.023002
9004.359375 2.018105
9004.659180 2.017259
9004.959961 2.006838
9005.259766 2.005286
9005.559570 1.989197
9005.859375 1.999976
9006.159180 1.996156
9006.459961 1.987506
9006.759766 2.000117
9007.059570 1.988824
9007.359375 1.985360
9007.659180 1.989494
9007.959961 1.987225
9008.259766 2.000508
9008.559570 1.991532
9008.859375 1.987302
9009.159180 1.979753
9009.459961 1.992086
9009.759766 2.002607
9010.059570 1.994860
9010.359375 1.998623
9010.659180 2.003857
9010.959961 1.995127
9011.259766 2.007202
9011.559570 2.011216
9011.859375 2.009579
9012.159180 2.008086
9012.459961 2.019260
9012.759766 2.023252
9013.059570 2.015543
9013.359375 2.026460
9013.659180 2.018949
9013.959961 2.015811
9014.259766 2.034590
9014.559570 2.034042
9014.859375 2.021679
9015.159180 2.014106
9015.459961 2.017470
9015.759766 2.031982
9016.059570 2.021244
9016.359375 2.027700
9016.659180 2.015599
9016.959961 2.021772
9017.259766 2.027005
9017.559570 2.018401
9017.859375 2.019295
9018.159180 2.009439
9018.459961 2.012164
9018.759766 2.009669
9019.059570 2.011451
9019.359375 2.004317
9019.659180 2.005431
9019.959961 2.008061
9020.259766 1.989541
9020.559570 1.992065
9020.859375 1.975860
9021.159180 1.975256
9021.459961 1.974012
9021.759766 1.964994
9022.059570 1.955516
9022.359375 1.955576
9022.659180 1.950665
9022.959961 1.945834
9023.259766 1.954800
9023.559570 1.944094
9023.859375 1.938896
9024.159180 1.938094
9024.459961 1.928943
9024.759766 1.942726
9025.059570 1.930537
9025.359375 1.924807
9025.659180 1.921021
9025.959961 1.920010
9026.259766 1.919841
9026.559570 1.902701
9026.859375 1.913624
9027.159180 1.907392
9027.459961 1.897657
9027.759766 1.903075
9028.059570 1.906956
9028.359375 1.907830
9028.659180 1.899721
9028.959961 1.886966
9029.259766 1.894952
9029.559570 1.899557
9029.859375 1.891788
9030.159180 1.886011
9030.459961 1.888226
9030.759766 1.890586
9031.059570 1.895965
9031.359375 1.889914
9031.659180 1.889166
9031.959961 1.895968
9032.259766 1.900785
9032.559570 1.896568
9032.859375 1.900650
9033.159180 1.898909
9033.459961 1.897285
9033.759766 1.907434
9034.059570 1.901103
9034.359375 1.905428
9034.659180 1.912779
9034.959961 1.915722
9035.259766 1.913591
9035.559570 1.904218
9035.859375 1.914290
9036.159180 1.917080
9036.459961 1.915337
9036.759766 1.920611
9037.059570 1.920820
9037.359375 1.931679
9037.659180 1.927110
9037.959961 1.928781
9047.959961 2.016192
9057.959961 2.012869
9067.959961 2.000079
9077.959961 2.002944
9087.959961 1.997219
9097.959961 1.976726
9107.959961 1.946162
9117.959961 1.950295
9127.959961 1.953071
9137.959961 1.969301
9147.959961 1.979346
9157.959961 1.957429
9167.959961 1.945336
9177.959961 1.944939
9187.959961 1.944103
9197.959961 1.944720
9207.959961 1.935291
9217.959961 1.921422
9227.959961 1.924782
9237.959961 1.921731
9247.959961 1.916077
9257.959961 1.922881
9267.959961 1.922101
9277.959961 1.909983
9287.959961 1.905199
9297.959961 1.907728
9307.959961 1.902223
9317.959961 1.898185
9327.959961 1.890624
9337.959961 1.878999
9347.959961 1.887110
9357.959961 1.866009
9367.959961 1.863818
9377.959961 1.872913
9387.959961 1.878819
9397.959961 1.858718
9407.959961 1.861538
9417.959961 1.852246
9427.959961 1.853854
9437.959961 1.841785
9447.959961 1.834747
9457.959961 1.844438
9467.959961 1.834123
9477.959961 1.827987
