   9809     AichiSR  BL5S1
 220623-alpha-F  22.06.23 14:36 - 22.06.23 14:38
                                                                                 
 Ring :   1.2 GeV     0.0 mA -    0.0 mA
 Mono :   Si(111)       D=  3.13553 A    Initial angle= 16.23064 deg
 BL5S1    Transmission ( 2)   Repetition=  1     Points= 4600
 Param file : DUMMYNAME.prm   energy axis (2)    Block =     1

 Block      Init-Eng  final-Eng     Step/eV     Time/s       Num
     1        6813.26   8213.26        0.30       0.02      4602
 ORTEC( 0)     NDCH = 4
  Angle(c)  Angle(o)    time/s         1         2         3
      Mode         0         0         1         2         2
    Offset         0         0  4431.900  9572.100  8149.900
  16.80303  16.80366    0.0235  15731368   2249008   4354530
  16.80239  16.80305    0.0235  15719568   2247928   4352840
  16.80175  16.80244    0.0235  15730068   2250498   4359580
  16.80111  16.80180    0.0235  15721668   2249428   4356790
  16.80047  16.80115    0.0235  15709868   2248658   4356430
  16.79983  16.80050    0.0235  15715668   2249848   4359270
  16.79919  16.79985    0.0235  15689068   2246318   4355090
  16.79856  16.79921    0.0235  15693068   2247138   4357090
  16.79792  16.79858    0.0235  15674968   2245708   4355670
  16.79728  16.79794    0.0235  15666468   2245718   4354000
  16.79664  16.79731    0.0235  15615768   2238188   4341730
  16.79600  16.79667    0.0235  15657668   2244988   4355440
  16.79536  16.79602    0.0235  15682368   2248668   4364360
  16.79472  16.79537    0.0235  15673868   2248238   4363650
  16.79408  16.79471    0.0235  15697368   2252558   4373640
  16.79344  16.79408    0.0235  15740268   2258288   4385090
  16.79281  16.79346    0.0235  15746168   2259828   4388820
  16.79217  16.79286    0.0235  15768868   2263688   4396570
  16.79153  16.79223    0.0235  15774868   2265508   4402060
  16.79089  16.79158    0.0235  15807768   2270368   4410100
  16.79025  16.79093    0.0235  15824268   2273528   4419300
  16.78961  16.79027    0.0235  15809368   2271708   4416870
  16.78897  16.78963    0.0235  15844468   2277018   4426080
  16.78833  16.78898    0.0235  15858668   2279948   4434700
  16.78769  16.78834    0.0235  15854768   2280198   4434220
  16.78706  16.78770    0.0235  15864268   2281978   4441000
  16.78642  16.78706    0.0235  15865768   2282448   4441170
  16.78578  16.78642    0.0235  15885368   2286178   4449220
  16.78514  16.78576    0.0235  15863668   2283788   4444770
  16.78450  16.78510    0.0235  15869568   2284588   4448930
  16.78386  16.78445    0.0235  15874368   2285608   4452700
  16.78322  16.78382    0.0235  15858668   2284898   4447630
  16.78258  16.78321    0.0235  15868668   2286568   4451360
  16.78194  16.78260    0.0235  15858368   2285578   4452140
  16.78131  16.78196    0.0235  15854968   2285148   4452930
  16.78067  16.78131    0.0235  15849868   2285008   4453480
  16.78003  16.78066    0.0235  15836268   2284248   4453440
  16.77939  16.78001    0.0235  15849068   2286108   4457280
  16.77875  16.77937    0.0235  15828968   2283938   4454860
  16.77811  16.77872    0.0235  15827268   2284238   4455720
  16.77747  16.77809    0.0235  15827568   2284968   4457000
  16.77683  16.77745    0.0235  15814768   2284058   4455240
  16.77619  16.77682    0.0235  15809068   2283508   4455910
  16.77556  16.77617    0.0235  15799068   2282678   4455080
  16.77492  16.77551    0.0235  15785768   2281938   4451670
  16.77428  16.77486    0.0235  15787368   2282068   4457220
  16.77364  16.77421    0.0235  15766668   2279838   4450250
  16.77300  16.77360    0.0235  15765468   2280158   4452750
  16.77236  16.77299    0.0235  15745668   2278398   4448860
  16.77172  16.77238    0.0235  15723968   2275218   4445130
  16.77108  16.77174    0.0235  15779868   2283288   4461240
  16.77044  16.77109    0.0235  15770368   2282668   4461830
  16.76981  16.77044    0.0235  15818468   2290018   4478320
  16.76917  16.76979    0.0235  15841868   2294128   4487860
  16.76853  16.76915    0.0235  15852268   2296278   4491470
  16.76789  16.76852    0.0235  15877968   2300298   4501710
  16.76725  16.76788    0.0235  15898468   2304028   4507040
  16.76661  16.76725    0.0235  15925868   2308478   4518600
  16.76597  16.76661    0.0235  15917768   2307888   4518620
  16.76533  16.76595    0.0235  15946668   2312528   4528390
  16.76469  16.76530    0.0235  15969868   2316148   4536930
  16.76406  16.76464    0.0235  15954568   2314778   4533700
  16.76342  16.76401    0.0235  15977468   2319018   4543520
  16.76278  16.76339    0.0235  15990468   2321038   4547210
  16.76214  16.76277    0.0235  15986868   2321238   4549180
  16.76150  16.76215    0.0235  15980268   2321758   4551490
  16.76086  16.76150    0.0235  15978068   2321508   4552540
  16.76022  16.76084    0.0235  15999168   2325238   4561230
  16.75958  16.76019    0.0235  15978168   2322498   4554720
  16.75894  16.75954    0.0235  15979168   2323298   4557350
  16.75831  16.75890    0.0235  15991468   2325578   4564020
  16.75767  16.75825    0.0235  15973868   2323378   4559300
  16.75703  16.75761    0.0235  15971768   2323098   4560010
  16.75639  16.75698    0.0235  15973868   2324568   4563620
  16.75575  16.75633    0.0235  15978168   2325888   4565440
  16.75511  16.75567    0.0235  15970868   2324988   4566720
  16.75447  16.75501    0.0235  15958568   2324068   4565300
  16.75383  16.75436    0.0235  15974668   2327078   4571360
  16.75319  16.75374    0.0235  15965268   2326438   4570230
  16.75256  16.75313    0.0235  15950668   2325238   4569290
  16.75192  16.75252    0.0235  15952368   2325478   4569810
  16.75128  16.75188    0.0235  15940768   2324258   4569780
  16.75064  16.75122    0.0235  15926868   2323328   4567230
  16.75000  16.75057    0.0235  15899368   2319558   4561480
  16.74936  16.74992    0.0235  15875768   2316828   4556570
  16.74872  16.74929    0.0235  15851368   2314208   4552120
  16.74808  16.74864    0.0235  15796068   2305938   4536810
  16.74744  16.74801    0.0235  15717768   2295748   4517610
  16.74681  16.74738    0.0235  15739368   2298918   4525630
  16.74617  16.74674    0.0235  15701468   2294358   4513540
  16.74553  16.74609    0.0235  15687068   2292538   4513940
  16.74489  16.74543    0.0235  15666568   2290348   4510210
  16.74425  16.74478    0.0235  15664568   2290588   4510960
  16.74361  16.74414    0.0235  15630268   2286298   4502880
  16.74297  16.74352    0.0235  15626768   2286688   4503850
  16.74233  16.74292    0.0235  15638168   2288488   4509350
  16.74169  16.74230    0.0235  15628968   2288248   4509980
  16.74106  16.74166    0.0235  15657368   2292728   4519370
  16.74042  16.74101    0.0235  15667268   2294518   4525960
  16.73978  16.74036    0.0235  15700468   2299568   4535610
  16.73914  16.73972    0.0235  15728868   2304258   4545680
  16.73850  16.73908    0.0235  15748168   2307898   4552350
  16.73786  16.73845    0.0235  15777868   2312948   4563090
  16.73722  16.73781    0.0235  15790868   2315148   4569640
  16.73658  16.73717    0.0235  15830268   2321428   4582770
  16.73594  16.73653    0.0235  15863768   2326958   4595510
  16.73531  16.73587    0.0235  15882068   2330258   4601760
  16.73467  16.73520    0.0235  15921468   2336708   4616570
  16.73403  16.73455    0.0235  15950368   2341528   4624500
  16.73339  16.73392    0.0235  15980668   2346688   4635740
  16.73275  16.73330    0.0235  16000968   2349778   4644500
  16.73211  16.73269    0.0235  16017968   2353338   4650720
  16.73147  16.73206    0.0235  16047368   2358068   4662660
  16.73083  16.73141    0.0235  16047968   2359108   4665170
  16.73019  16.73075    0.0235  16054868   2360608   4667460
  16.72956  16.73010    0.0235  16060668   2362158   4672360
  16.72892  16.72945    0.0235  16053068   2361368   4671820
  16.72828  16.72881    0.0235  16065268   2363988   4675990
  16.72764  16.72817    0.0235  16044868   2361828   4673730
  16.72700  16.72753    0.0235  16040768   2361578   4674690
  16.72636  16.72690    0.0235  16038868   2362208   4675180
  16.72572  16.72625    0.0235  16017268   2359458   4671430
  16.72508  16.72559    0.0235  16010168   2359288   4671710
  16.72444  16.72493    0.0235  15995868   2357008   4668300
  16.72381  16.72428    0.0235  15987168   2356878   4668660
  16.72317  16.72366    0.0235  15932168   2349098   4655000
  16.72253  16.72305    0.0235  15976268   2356768   4669230
  16.72189  16.72244    0.0235  15994268   2359648   4676590
  16.72125  16.72181    0.0235  15996568   2360218   4679920
  16.72061  16.72115    0.0235  16022168   2365288   4689870
  16.71997  16.72050    0.0235  16037668   2367828   4694980
  16.71933  16.71985    0.0235  16049068   2369918   4700340
  16.71869  16.71921    0.0235  16073468   2374168   4709460
  16.71806  16.71857    0.0235  16081768   2376038   4713890
  16.71742  16.71794    0.0235  16093568   2378438   4718410
  16.71678  16.71731    0.0235  16105068   2380128   4723870
  16.71614  16.71667    0.0235  16108968   2381418   4726100
  16.71550  16.71602    0.0235  16131468   2384948   4734490
  16.71486  16.71536    0.0235  16116168   2383478   4734010
  16.71422  16.71471    0.0235  16131468   2386518   4739770
  16.71358  16.71407    0.0235  16141868   2388658   4744580
  16.71294  16.71346    0.0235  16129668   2387798   4743790
  16.71231  16.71285    0.0235  16133468   2388688   4746260
  16.71167  16.71223    0.0235  16135268   2389178   4750100
  16.71103  16.71159    0.0235  16132568   2389458   4751040
  16.71039  16.71094    0.0235  16127468   2389288   4751590
  16.70975  16.71028    0.0235  16114468   2388808   4750510
  16.70911  16.70964    0.0235  16128068   2390678   4755320
  16.70847  16.70900    0.0235  16107568   2388368   4750970
  16.70783  16.70835    0.0235  16116168   2390068   4752760
  16.70719  16.70771    0.0235  16110868   2390398   4757200
  16.70656  16.70707    0.0235  16095668   2388578   4754560
  16.70592  16.70643    0.0235  16102068   2389898   4758350
  16.70528  16.70577    0.0235  16095968   2389768   4758380
  16.70464  16.70511    0.0235  16092468   2389648   4759260
  16.70400  16.70446    0.0235  16083368   2389098   4758540
  16.70336  16.70383    0.0235  16070968   2387428   4756770
  16.70272  16.70322    0.0235  16072268   2388598   4758880
  16.70208  16.70261    0.0235  16050668   2386018   4752760
  16.70144  16.70197    0.0235  16043068   2384508   4752960
  16.70081  16.70132    0.0235  16032868   2384188   4751540
  16.70017  16.70066    0.0235  16009068   2381198   4747720
  16.69953  16.70001    0.0235  16007168   2381228   4749750
  16.69889  16.69937    0.0235  15936368   2371458   4729140
  16.69825  16.69872    0.0235  16002668   2382568   4750400
  16.69761  16.69809    0.0235  16001668   2382658   4754290
  16.69697  16.69745    0.0235  16003968   2382998   4755170
  16.69633  16.69681    0.0235  16041768   2389368   4769620
  16.69569  16.69616    0.0235  16053068   2391788   4773020
  16.69506  16.69550    0.0235  16075468   2395438   4783040
  16.69442  16.69485    0.0235  16087368   2397908   4786510
  16.69378  16.69421    0.0235  16100568   2400298   4794810
  16.69314  16.69359    0.0235  16124868   2404128   4803440
  16.69250  16.69298    0.0235  16126868   2405318   4804930
  16.69186  16.69236    0.0235  16130168   2406788   4809670
  16.69122  16.69173    0.0235  16148768   2409938   4816090
  16.69058  16.69107    0.0235  16152368   2411148   4818500
  16.68994  16.69042    0.0235  16159168   2413118   4825490
  16.68931  16.68978    0.0235  16152968   2412558   4825420
  16.68867  16.68913    0.0235  16171168   2415868   4832560
  16.68803  16.68850    0.0235  16172068   2416138   4834200
  16.68739  16.68786    0.0235  16156468   2414548   4831190
  16.68675  16.68723    0.0235  16170668   2417548   4837340
  16.68611  16.68659    0.0235  16169368   2417418   4838140
  16.68547  16.68593    0.0235  16164368   2417318   4840510
  16.68483  16.68528    0.0235  16162668   2417718   4840900
  16.68419  16.68463    0.0235  16160368   2418238   4842110
  16.68356  16.68400    0.0235  16171468   2420678   4849530
  16.68292  16.68339    0.0235  16151568   2417988   4843150
  16.68228  16.68278    0.0235  16158068   2419308   4846160
  16.68164  16.68216    0.0235  16167268   2421658   4853200
  16.68100  16.68150    0.0235  16154968   2420258   4850830
  16.68036  16.68084    0.0235  16159668   2421618   4854650
  16.67972  16.68019    0.0235  16152868   2421068   4854570
  16.67908  16.67954    0.0235  16159268   2422938   4859270
  16.67844  16.67890    0.0235  16150268   2422158   4858060
  16.67781  16.67825    0.0235  16135268   2420418   4853880
  16.67717  16.67761    0.0235  16137868   2421548   4858170
  16.67653  16.67698    0.0235  16123468   2419958   4855870
  16.67589  16.67633    0.0235  16114668   2419378   4856450
  16.67525  16.67567    0.0235  16105368   2418758   4854960
  16.67461  16.67501    0.0235  16067768   2413078   4846320
  16.67397  16.67437    0.0235  16088468   2417488   4854200
  16.67333  16.67374    0.0235  16098368   2419038   4859310
  16.67269  16.67313    0.0235  16118668   2422538   4866730
  16.67206  16.67252    0.0235  16147468   2427868   4877660
  16.67142  16.67188    0.0235  16161568   2430348   4883160
  16.67078  16.67123    0.0235  16189668   2434918   4894590
  16.67014  16.67057    0.0235  16209868   2438648   4901730
  16.66950  16.66993    0.0235  16225468   2441488   4910640
  16.66886  16.66928    0.0235  16238468   2443578   4915150
  16.66822  16.66864    0.0235  16245668   2445468   4919320
  16.66758  16.66801    0.0235  16269368   2449498   4928600
  16.66694  16.66737    0.0235  16272268   2450528   4930470
  16.66631  16.66673    0.0235  16281568   2452878   4936360
  16.66567  16.66609    0.0235  16290968   2454768   4941440
  16.66503  16.66543    0.0235  16290368   2455178   4943090
  16.66439  16.66478    0.0235  16306168   2458138   4950270
  16.66375  16.66414    0.0235  16297868   2457468   4949160
  16.66311  16.66352    0.0235  16293368   2457748   4951650
  16.66247  16.66292    0.0235  16303368   2459168   4954550
  16.66183  16.66230    0.0235  16289468   2457468   4953100
  16.66119  16.66166    0.0235  16296068   2459968   4957840
  16.66056  16.66100    0.0235  16285368   2458768   4955740
  16.65992  16.66035    0.0235  16287968   2459018   4959140
  16.65928  16.65971    0.0235  16280368   2458728   4958070
  16.65864  16.65907    0.0235  16266768   2458168   4958980
  16.65800  16.65843    0.0235  16285068   2460888   4964870
  16.65736  16.65780    0.0235  16269268   2458728   4960820
  16.65672  16.65716    0.0235  16263468   2459398   4964140
  16.65608  16.65653    0.0235  16276368   2461858   4968540
  16.65544  16.65587    0.0235  16264168   2459818   4965520
  16.65481  16.65521    0.0235  16259768   2460308   4967430
